assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,player_team,team_h_difficulty,team_a_difficulty,event,xP,position,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,total_points_3,goals_3,shots_3,xG_3,xA_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,selected_3
0,0,3,0,0.1,829,0.0,0.0,0.0,0.0,330,0,0,0.1,0.4,2024-04-14,9,10,0,0,0,0,33,0,130,0,2,0,0.0,1,5,14,9,4.5,True,0,0,0,0.0,6,West Ham,Fulham,0,2,22224,2023,653854,0,0,0,0,0.0,0.0,0,West Ham,2,3,33,0.2,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,21,0,1.3,829,0.0,0.35,0.35,0.02,369,0,1,6.7,32.2,2024-05-11,15,12,0,0,0,0,37,0,136,0,1,3,33.0,6,2,8,6,4.5,True,0,1,1,0.6298984289169312,10,West Ham,Luton,3,1,22263,2023,660609,0,0,0,1,0.6298984289169312,0.6298984289169312,0,West Ham,2,3,37,2.0,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,3,0,0.6,829,0.0,0.0,0.0,0.14,379,0,0,0.1,0.2,2024-05-19,9,13,0,0,0,0,38,0,296,0,1,3,0.0,1,127,138,11,4.5,False,0,0,0,0.0,5,Manchester City,West Ham,3,1,22273,2023,663015,0,0,0,0,0.0,0.0,0,West Ham,2,5,38,0.8,MID,0.0,0.0,0.35,0.35,0.02,0.0,1.0,6.7,32.2,1.3,33.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,6.0,1.0,1.0,0.63,0.0,0.0,0.0,1.0,0.63,0.63,0.0,2.0,136.0
