goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,date,id,season,roster_id,xA,assists,key_passes,npg,npxG,xGChain,xGBuildup,understat_id
0,0,1,0.1095505133271217,21,Sub,Brighton,Chelsea,3,0,2025-02-14,26843,2024,705902,0,0,0,0,0.1095505133271217,0.1095505133271217,0,12573
1,0,0,0.0,1,Sub,Chelsea,Wolverhampton Wanderers,3,1,2025-01-20,26814,2024,701015,0,0,0,0,0.0,0.0,0,12573
