assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,team_h_difficulty,team_a_difficulty,event,xP,position,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,total_points_3,goals_3,shots_3,xG_3,xA_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,selected_3,clean_sheets_5,expected_assists_5,expected_goal_involvements_5,expected_goals_5,expected_goals_conceded_5,goals_conceded_5,goals_scored_5,ict_index_5,influence_5,creativity_5,threat_5,minutes_5,own_goals_5,penalties_missed_5,penalties_saved_5,red_cards_5,yellow_cards_5,saves_5,starts_5,team_a_score_5,team_h_score_5,total_points_5,goals_5,shots_5,xG_5,xA_5,assists_y_5,key_passes_5,npg_5,npxG_5,xGChain_5,xGBuildup_5,xP_5,selected_5,pts_bps,whh,whd,wha
1,2,29,0,16.9,449,0.03,0.27,0.24,0.94,6,1,0,6.5,12.4,2024-08-17,75,3,0,0,0,0,1,0,4944,0,1,1,36.0,7,0,0,0,50,True,0,0,3,0.2022142857313156,76,Nottingham Forest,Bournemouth,1,1,26607,2024,666398,0.0225998293608427,0,1,0,0.2022142857313156,0.3494651615619659,0.1246510371565818,2,2,1,1.6,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.4,0.29,0.36
0,0,8,0,10.7,449,0.0,0.02,0.02,0.0,18,0,0,1.7,5.0,2024-08-24,24,17,0,0,0,0,2,0,35817,0,1,0,1.0,1,16735,21017,4282,50,False,0,0,1,0.0229019001126289,23,Southampton,Nottingham Forest,0,1,26616,2024,668068,0.124549776315689,0,1,0,0.0229019001126289,0.1956249475479126,0.0481732785701751,3,2,2,4.5,MID,0.0,0.03,0.27,0.24,0.94,1.0,0.0,6.5,12.4,16.9,36.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,0.0,3.0,0.2,0.02,0.0,1.0,0.0,0.2,0.35,0.12,1.6,4944.0,0.0,0.03,0.27,0.24,0.94,1.0,0.0,6.5,12.4,16.9,36.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,7.0,0.0,3.0,0.2,0.02,0.0,1.0,0.0,0.2,0.35,0.12,1.6,4944.0,1.0,0.4,0.29,0.35
0,0,4,0,11.0,449,0.02,0.02,0.0,0.12,29,0,0,2.8,7.0,2024-08-31,32,20,0,0,0,0,3,0,26451,0,1,1,10.0,1,-7876,2654,10530,50,True,0,0,0,0.0,30,Nottingham Forest,Wolverhampton Wanderers,1,1,26627,2024,671857,0.0447713546454906,0,1,0,0.0,0.1023956537246704,0.05762430280447,2,2,3,2.2,MID,0.0,0.03,0.29,0.26,0.94,1.0,0.0,8.2,17.4,27.6,37.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,8.0,0.0,4.0,0.23,0.15,0.0,2.0,0.0,0.23,0.55,0.17,6.1,40761.0,0.0,0.03,0.29,0.26,0.94,1.0,0.0,8.2,17.4,27.6,37.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,8.0,0.0,4.0,0.23,0.15,0.0,2.0,0.0,0.23,0.55,0.17,6.1,40761.0,1.0,0.49,0.28,0.28
0,0,6,1,1.7,449,0.0,0.0,0.0,0.94,36,0,0,0.5,2.8,2024-09-14,90,12,0,0,0,0,4,0,21845,1,1,0,0.0,2,-5377,681,6058,50,False,1,0,0,0.0,90,Liverpool,Nottingham Forest,0,1,26635,2024,673786,0.0,0,0,0,0.0,0.0980507582426071,0.0980507582426071,3,5,4,2.3,MID,0.0,0.05,0.31,0.26,1.06,1.0,0.0,11.0,24.4,38.6,47.0,131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,9.0,0.0,4.0,0.23,0.19,0.0,3.0,0.0,0.23,0.65,0.23,8.3,67212.0,0.0,0.05,0.31,0.26,1.06,1.0,0.0,11.0,24.4,38.6,47.0,131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,9.0,0.0,4.0,0.23,0.19,0.0,3.0,0.0,0.23,0.65,0.23,8.3,67212.0,2.0,0.82,0.15,0.08
0,0,3,0,0.3,449,0.0,0.0,0.0,0.55,42,0,0,0.5,4.6,2024-09-22,45,5,0,0,0,0,5,0,20838,0,2,2,0.0,1,-1410,592,2002,50,False,0,0,0,0.0,40,Brighton,Nottingham Forest,2,2,26650,2024,676326,0.0,0,0,0,0.0,0.5182939767837524,0.5182939767837524,3,3,5,1.2,MID,1.0,0.02,0.04,0.02,1.06,0.0,0.0,5.0,14.8,23.4,11.0,146.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,1.0,4.0,0.0,1.0,0.02,0.17,0.0,2.0,0.0,0.02,0.4,0.2,9.0,84113.0,1.0,0.05,0.31,0.26,2.0,1.0,0.0,11.5,27.2,40.3,47.0,221.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,2.0,11.0,0.0,4.0,0.23,0.19,0.0,3.0,0.0,0.23,0.75,0.33,10.6,89057.0,1.0,0.56,0.26,0.22
0,0,15,0,14.4,449,0.16,0.18,0.02,1.33,59,1,0,4.3,15.0,2024-09-28,90,9,0,0,0,0,6,0,18942,1,1,0,14.0,1,-2000,285,2285,50,True,1,0,1,0.0223712604492902,90,Nottingham Forest,Fulham,0,1,26653,2024,677779,0.1152760684490203,0,1,0,0.0223712604492902,0.1376473307609558,0.0,2,2,6,1.3,MID,1.0,0.02,0.02,0.0,1.61,0.0,0.0,3.8,14.4,13.0,10.0,167.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,3.0,4.0,0.0,0.0,0.0,0.04,0.0,1.0,0.0,0.0,0.72,0.67,5.7,69134.0,1.0,0.05,0.31,0.26,2.55,1.0,0.0,12.0,31.8,40.6,47.0,266.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,4.0,12.0,0.0,4.0,0.23,0.19,0.0,3.0,0.0,0.23,1.26,0.85,11.8,109895.0,1.0,0.42,0.3,0.32
0,0,6,0,3.3,449,0.0,0.18,0.18,2.27,65,1,0,4.0,13.4,2024-10-06,90,6,0,0,0,0,7,0,17271,1,1,1,23.0,2,-1815,200,2015,49,False,0,0,3,0.2980612218379974,90,Chelsea,Nottingham Forest,1,1,26668,2024,680156,0.0,0,0,0,0.2980612218379974,0.3245869874954223,0.0265257805585861,3,4,7,1.5,MID,1.0,0.16,0.18,0.02,2.82,1.0,0.0,5.3,22.4,16.4,14.0,225.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,4.0,2.0,4.0,0.0,1.0,0.02,0.12,0.0,1.0,0.0,0.02,0.75,0.62,4.8,61625.0,1.0,0.18,0.22,0.04,2.94,1.0,0.0,9.8,34.4,38.1,25.0,281.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,6.0,3.0,6.0,0.0,2.0,0.05,0.28,0.0,3.0,0.0,0.05,1.05,0.72,11.5,123893.0,2.0,0.67,0.22,0.15
0,0,10,1,43.3,449,0.04,0.32,0.28,1.12,77,0,0,7.8,18.0,2024-10-21,90,7,0,0,0,0,8,0,17065,1,0,1,17.0,3,-455,733,1188,49,True,0,0,4,0.3032459318637848,90,Nottingham Forest,Crystal Palace,1,0,26677,2024,682440,0.1381826847791671,0,4,0,0.3032459318637848,0.1431963294744491,0.0340650118887424,2,2,8,2.0,MID,0.0,0.16,0.36,0.2,4.15,2.0,0.0,8.8,33.0,18.0,37.0,225.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,3.0,4.0,0.0,4.0,0.32,0.12,0.0,1.0,0.0,0.32,0.98,0.54,4.0,57051.0,1.0,0.18,0.38,0.2,5.21,2.0,0.0,12.1,42.8,30.7,47.0,347.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,6.0,4.0,7.0,0.0,4.0,0.32,0.16,0.0,2.0,0.0,0.32,1.18,0.7,8.5,105347.0,3.0,0.42,0.31,0.31
0,1,31,0,13.9,449,0.01,0.41,0.4,0.76,88,1,1,7.8,46.4,2024-10-25,90,11,0,0,0,0,9,0,16893,1,3,1,18.0,8,-288,551,839,49,False,0,1,2,0.6264179944992065,90,Leicester,Nottingham Forest,1,3,26682,2024,682641,0.0378841198980808,0,1,1,0.6264179944992065,0.0561930239200592,0.0,3,2,9,4.3,MID,1.0,0.2,0.68,0.48,4.72,2.0,0.0,16.1,46.4,61.0,54.0,270.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,2.0,2.0,6.0,0.0,8.0,0.62,0.25,0.0,5.0,0.0,0.62,0.61,0.06,4.8,53278.0,2.0,0.2,0.68,0.48,6.21,2.0,0.0,17.1,53.8,63.0,54.0,405.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,5.0,4.0,9.0,0.0,8.0,0.62,0.25,0.0,5.0,0.0,0.62,1.22,0.68,8.3,95961.0,7.0,0.32,0.3,0.42
0,0,9,1,4.7,449,0.02,0.08,0.06,0.13,97,0,0,2.6,12.6,2024-11-02,90,19,0,0,0,0,10,0,33587,1,0,3,9.0,3,15457,17193,1736,49,True,0,0,2,0.0995145663619041,90,Nottingham Forest,West Ham,3,0,26698,2024,685059,0.0,0,0,0,0.0995145663619041,0.8125424981117249,0.7130279541015625,2,2,10,4.7,MID,1.0,0.05,0.91,0.86,4.15,2.0,1.0,19.6,77.8,60.5,58.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,3.0,13.0,1.0,9.0,1.23,0.18,0.0,5.0,1.0,1.23,0.52,0.06,7.8,51229.0,1.0,0.21,1.09,0.88,6.03,3.0,1.0,24.4,97.4,75.2,72.0,405.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,7.0,5.0,15.0,1.0,10.0,1.25,0.29,0.0,6.0,1.0,1.25,1.18,0.58,10.3,91009.0,3.0,0.47,0.29,0.29
