assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,player_team,team_h_difficulty,team_a_difficulty,event,xP,position,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,total_points_3,goals_3,shots_3,xG_3,xA_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,selected_3,clean_sheets_5,expected_assists_5,expected_goal_involvements_5,expected_goals_5,expected_goals_conceded_5,goals_conceded_5,goals_scored_5,ict_index_5,influence_5,creativity_5,threat_5,minutes_5,own_goals_5,penalties_missed_5,penalties_saved_5,red_cards_5,yellow_cards_5,saves_5,starts_5,team_a_score_5,team_h_score_5,total_points_5,goals_5,shots_5,xG_5,xA_5,assists_y_5,key_passes_5,npg_5,npxG_5,xGChain_5,xGBuildup_5,xP_5,selected_5,pts_bps,whh,whd,wha
0.0,0.0,11.0,0.0,3.2,553.0,0.02,0.02,0.0,1.24,2.0,2.0,0.0,1.2,8.6,2024-08-17,83.0,False,1.0,0.0,0.0,0.0,0.0,1.0,0.0,11511.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,50.0,False,1.0,0.0,0.0,0.0,85.0,Arsenal,Wolverhampton Wanderers,2.0,0.0,26604.0,2024.0,666314.0,0.0,0.0,0.0,0.0,0.0,0.2483385056257248,0.2483385056257248,Wolverhampton Wanderers,2.0,5.0,1.0,0.6,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.808,0.136,0.056
0.0,0.0,7.0,0.0,6.2,553.0,0.02,0.04,0.02,1.56,20.0,6.0,0.0,2.0,13.2,2024-08-25,90.0,False,6.0,0.0,0.0,0.0,0.0,2.0,0.0,12488.0,1.0,6.0,2.0,1.0,2.0,-750.0,765.0,1515.0,50.0,True,0.0,0.0,1.0,0.0159965883940458,90.0,Wolverhampton Wanderers,Chelsea,2.0,6.0,26619.0,2024.0,668737.0,0.0,0.0,0.0,0.0,0.0159965883940458,0.657800555229187,0.657800555229187,Wolverhampton Wanderers,4.0,2.0,2.0,1.5,MID,0.0,0.02,0.02,0.0,1.24,2.0,0.0,1.2,8.6,3.2,0.0,83.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.6,11511.0,0.0,0.02,0.02,0.0,1.24,2.0,0.0,1.2,8.6,3.2,0.0,83.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.6,11511.0,2.0,0.217,0.238,0.545
0.0,0.0,-3.0,0.0,3.5,553.0,0.01,0.07,0.06,0.36,29.0,1.0,0.0,0.8,3.4,2024-08-31,59.0,False,16.0,0.0,0.0,0.0,0.0,3.0,0.0,12372.0,1.0,1.0,1.0,1.0,0.0,-851.0,956.0,1807.0,50.0,False,1.0,0.0,1.0,0.0240380223840475,62.0,Nottingham Forest,Wolverhampton Wanderers,1.0,1.0,26627.0,2024.0,671864.0,0.0,0.0,0.0,0.0,0.0240380223840475,0.0486552864313125,0.024617264047265,Wolverhampton Wanderers,2.0,3.0,3.0,1.0,MID,0.0,0.04,0.06,0.02,2.8,8.0,0.0,3.2,21.8,9.4,1.0,173.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,6.0,4.0,3.0,0.0,1.0,0.02,0.0,0.0,0.0,0.0,0.02,0.91,0.91,2.1,23999.0,0.0,0.04,0.06,0.02,2.8,8.0,0.0,3.2,21.8,9.4,1.0,173.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,6.0,4.0,3.0,0.0,1.0,0.02,0.0,0.0,0.0,0.0,0.02,0.91,0.91,2.1,23999.0,0.0,0.468,0.266,0.266
0.0,0.0,17.0,0.0,11.0,553.0,0.02,0.07,0.05,1.21,40.0,2.0,0.0,2.9,12.4,2024-09-15,90.0,False,15.0,0.0,0.0,0.0,0.0,4.0,0.0,11830.0,1.0,2.0,1.0,6.0,2.0,-1100.0,1051.0,2151.0,49.0,True,0.0,0.0,1.0,0.0358638763427734,90.0,Wolverhampton Wanderers,Newcastle United,1.0,2.0,26641.0,2024.0,674617.0,0.0,0.0,0.0,0.0,0.0358638763427734,0.906694233417511,0.906694233417511,Wolverhampton Wanderers,3.0,2.0,4.0,0.7,MID,0.0,0.05,0.13,0.08,3.16,9.0,0.0,4.0,25.2,12.9,2.0,232.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,7.0,5.0,3.0,0.0,2.0,0.04,0.0,0.0,0.0,0.0,0.04,0.95,0.93,3.1,36371.0,0.0,0.05,0.13,0.08,3.16,9.0,0.0,4.0,25.2,12.9,2.0,232.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,7.0,5.0,3.0,0.0,2.0,0.04,0.0,0.0,0.0,0.0,0.04,0.95,0.93,3.1,36371.0,2.0,0.289,0.258,0.454
0.0,0.0,10.0,0.0,8.9,553.0,0.02,0.02,0.0,0.58,41.0,1.0,0.0,2.3,14.0,2024-09-21,81.0,False,2.0,0.0,0.0,0.0,0.0,5.0,0.0,12121.0,1.0,1.0,3.0,0.0,1.0,-14.0,987.0,1001.0,49.0,False,1.0,0.0,0.0,0.0,88.0,Aston Villa,Wolverhampton Wanderers,3.0,1.0,26647.0,2024.0,675768.0,0.0,0.0,0.0,0.0,0.0,0.117926575243473,0.117926575243473,Wolverhampton Wanderers,2.0,4.0,5.0,1.2,MID,0.0,0.05,0.18,0.13,3.13,9.0,0.0,5.7,29.0,20.7,8.0,239.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,9.0,4.0,4.0,0.0,3.0,0.08,0.0,0.0,0.0,0.0,0.08,1.61,1.59,3.2,36690.0,0.0,0.07,0.2,0.13,4.37,11.0,0.0,6.9,37.6,23.9,8.0,322.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,9.0,6.0,5.0,0.0,3.0,0.08,0.0,0.0,0.0,0.0,0.08,1.86,1.84,3.8,48201.0,1.0,0.598,0.228,0.174
0.0,0.0,8.0,0.0,3.7,553.0,0.01,0.01,0.0,2.54,60.0,2.0,0.0,0.8,1.8,2024-09-28,90.0,False,12.0,0.0,0.0,0.0,0.0,6.0,0.0,11468.0,1.0,2.0,1.0,2.0,2.0,-796.0,507.0,1303.0,49.0,True,0.0,0.0,0.0,0.0,90.0,Wolverhampton Wanderers,Liverpool,1.0,2.0,26658.0,2024.0,678057.0,0.0,0.0,0.0,0.0,0.0,0.0862123593688011,0.0862123593688011,Wolverhampton Wanderers,5.0,2.0,6.0,1.2,MID,0.0,0.05,0.16,0.11,2.15,4.0,0.0,6.0,29.8,23.4,7.0,230.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,4.0,5.0,3.0,0.0,2.0,0.06,0.0,0.0,0.0,0.0,0.06,1.07,1.05,2.9,36323.0,0.0,0.09,0.22,0.13,4.95,12.0,0.0,9.2,51.6,32.8,8.0,403.0,0.0,0.0,0.0,0.0,3.0,0.0,5.0,10.0,9.0,6.0,0.0,3.0,0.08,0.0,0.0,0.0,0.0,0.08,1.98,1.96,5.0,60322.0,2.0,0.119,0.174,0.707
0.0,0.0,14.0,0.0,15.9,553.0,0.03,0.05,0.02,3.15,63.0,4.0,0.0,2.7,7.4,2024-10-05,76.0,False,4.0,0.0,0.0,0.0,0.0,7.0,0.0,11569.0,1.0,3.0,5.0,4.0,2.0,-131.0,803.0,934.0,49.0,False,0.0,0.0,1.0,0.0193669646978378,81.0,Brentford,Wolverhampton Wanderers,5.0,3.0,26667.0,2024.0,679567.0,0.035907432436943,0.0,1.0,0.0,0.0193669646978378,0.0928790867328643,0.0376046895980834,Wolverhampton Wanderers,2.0,4.0,7.0,1.8,MID,0.0,0.05,0.1,0.05,4.33,5.0,0.0,6.0,28.2,23.6,8.0,261.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,5.0,5.0,5.0,0.0,1.0,0.04,0.0,0.0,0.0,0.0,0.04,1.11,1.11,3.1,35419.0,0.0,0.08,0.21,0.13,6.25,12.0,0.0,8.8,44.8,33.3,10.0,410.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,12.0,8.0,7.0,0.0,3.0,0.08,0.0,0.0,0.0,0.0,0.08,1.82,1.79,5.6,60279.0,2.0,0.458,0.267,0.275
0.0,0.0,7.0,0.0,0.6,553.0,0.0,0.0,0.0,1.3,80.0,1.0,0.0,1.5,12.6,2024-10-20,89.0,False,13.0,0.0,0.0,0.0,0.0,8.0,0.0,11038.0,1.0,2.0,1.0,2.0,1.0,-639.0,299.0,938.0,49.0,True,1.0,0.0,0.0,0.0,90.0,Wolverhampton Wanderers,Manchester City,1.0,2.0,26681.0,2024.0,681881.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wolverhampton Wanderers,4.0,2.0,8.0,0.7,MID,0.0,0.06,0.08,0.02,6.27,7.0,0.0,5.8,23.2,28.5,6.0,247.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,6.0,9.0,5.0,0.0,1.0,0.02,0.04,0.0,1.0,0.0,0.02,0.3,0.24,4.2,35158.0,0.0,0.09,0.22,0.13,7.84,10.0,0.0,9.5,39.0,43.0,13.0,396.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,9.0,11.0,7.0,0.0,3.0,0.08,0.04,0.0,1.0,0.0,0.08,1.25,1.17,5.9,59360.0,1.0,0.106,0.174,0.72
0.0,0.0,6.0,0.0,12.0,553.0,0.01,0.04,0.03,1.31,84.0,2.0,0.0,2.4,6.8,2024-10-26,90.0,False,5.0,0.0,0.0,0.0,0.0,9.0,0.0,11218.0,1.0,2.0,2.0,5.0,2.0,45.0,535.0,490.0,49.0,False,0.0,0.0,1.0,0.0609717704355716,90.0,Brighton,Wolverhampton Wanderers,2.0,2.0,26686.0,2024.0,683046.0,0.1588069200515747,0.0,1.0,0.0,0.0609717704355716,0.219778686761856,0.0,Wolverhampton Wanderers,2.0,3.0,9.0,1.8,MID,0.0,0.04,0.06,0.02,6.99,7.0,0.0,5.0,21.8,20.2,8.0,255.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,7.0,7.0,5.0,0.0,1.0,0.02,0.04,0.0,1.0,0.0,0.02,0.18,0.12,3.7,34075.0,0.0,0.08,0.15,0.07,8.78,10.0,0.0,10.2,48.2,40.1,14.0,426.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,10.0,11.0,8.0,0.0,2.0,0.06,0.04,0.0,1.0,0.0,0.06,1.2,1.15,5.6,58026.0,2.0,0.58,0.228,0.192
0.0,3.0,41.0,0.0,33.6,553.0,0.02,0.23,0.21,2.51,100.0,2.0,1.0,10.4,53.4,2024-11-02,90.0,False,7.0,0.0,0.0,0.0,0.0,10.0,0.0,11467.0,1.0,2.0,2.0,17.0,10.0,95.0,885.0,790.0,49.0,True,0.0,1.0,1.0,0.3342380821704864,90.0,Wolverhampton Wanderers,Crystal Palace,2.0,2.0,26701.0,2024.0,685240.0,0.1010411754250526,0.0,3.0,1.0,0.3342380821704864,0.8861371874809265,0.5518991351127625,Wolverhampton Wanderers,3.0,2.0,10.0,4.3,MID,0.0,0.04,0.09,0.05,5.76,7.0,0.0,6.6,26.8,28.5,11.0,255.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,7.0,8.0,5.0,0.0,2.0,0.08,0.19,0.0,2.0,0.0,0.08,0.31,0.04,4.3,33825.0,0.0,0.07,0.12,0.05,8.88,10.0,0.0,9.7,42.6,41.1,13.0,426.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,10.0,12.0,8.0,0.0,2.0,0.08,0.19,0.0,2.0,0.0,0.08,0.52,0.24,6.7,57414.0,7.0,0.384,0.274,0.342
