assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,team_h_difficulty,team_a_difficulty,event,xP,position,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,total_points_3,goals_3,shots_3,xG_3,xA_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,selected_3,clean_sheets_5,expected_assists_5,expected_goal_involvements_5,expected_goals_5,expected_goals_conceded_5,goals_conceded_5,goals_scored_5,ict_index_5,influence_5,creativity_5,threat_5,minutes_5,own_goals_5,penalties_missed_5,penalties_saved_5,red_cards_5,yellow_cards_5,saves_5,starts_5,team_a_score_5,team_h_score_5,total_points_5,goals_5,shots_5,xG_5,xA_5,assists_y_5,key_passes_5,npg_5,npxG_5,xGChain_5,xGBuildup_5,xP_5,selected_5,pts_bps,whh,whd,wha
0,1,26,1,11.9,380,0.02,0.02,0.0,0.44,1,0,0,3.1,19.4,2024-08-16,90,False,9,0,0,0,0,1,0,403535,1,0,1,0.0,7,0,0,0,45,True,0,0,0,0.0,90,Manchester United,Fulham,1,0,26602,2024,666171,0.0500783920288085,0,1,0,0.0,0.5258881449699402,0.5258881449699402,3.0,3.0,1.0,1.9,DEF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.61,0.24,0.2
0,0,8,0,4.3,380,0.19,0.19,0.0,2.09,13,2,0,1.5,10.2,2024-08-24,90,False,5,0,0,0,0,2,0,589233,1,1,2,0.0,1,63225,85495,22270,45,False,0,0,0,0.0,90,Brighton,Manchester United,2,1,26612,2024,667710,0.0,0,0,0,0.0,0.4237788021564483,0.4237788021564483,3.0,3.0,2.0,4.0,DEF,1.0,0.02,0.02,0.0,0.44,0.0,0.0,3.1,19.4,11.9,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.0,0.0,0.0,0.0,0.05,0.0,1.0,0.0,0.0,0.53,0.53,1.9,403535.0,1.0,0.02,0.02,0.0,0.44,0.0,0.0,3.1,19.4,11.9,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.0,0.0,0.0,0.0,0.05,0.0,1.0,0.0,0.0,0.53,0.53,1.9,403535.0,1.0,0.4,0.27,0.37
0,0,-5,0,1.3,380,0.01,0.35,0.34,1.73,27,3,0,1.5,9.6,2024-09-01,90,False,12,0,0,0,0,3,0,549345,1,3,0,4.0,0,-52241,23873,76114,45,True,1,0,1,0.34333536028862,90,Manchester United,Liverpool,0,3,26631,2024,672614,0.0,0,0,0,0.34333536028862,0.5378164052963257,0.5378164052963257,5.0,3.0,3.0,2.2,DEF,1.0,0.21,0.21,0.0,2.53,2.0,0.0,4.6,29.6,16.2,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,8.0,0.0,0.0,0.0,0.05,0.0,1.0,0.0,0.0,0.95,0.95,5.9,992768.0,1.0,0.21,0.21,0.0,2.53,2.0,0.0,4.6,29.6,16.2,0.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0,8.0,0.0,0.0,0.0,0.05,0.0,1.0,0.0,0.0,0.95,0.95,5.9,992768.0,0.0,0.26,0.24,0.54
0,0,34,1,0.7,380,0.0,0.0,0.0,1.12,38,0,0,1.8,17.0,2024-09-14,76,False,17,0,0,0,0,4,0,533899,1,3,0,0.0,6,-34666,26429,61095,45,False,0,0,0,0.0,81,Southampton,Manchester United,0,3,26632,2024,673374,0.0,0,0,0,0.0,1.0169068574905396,1.0169068574905396,3.0,2.0,4.0,2.8,DEF,1.0,0.22,0.56,0.34,4.26,5.0,0.0,6.1,39.2,17.5,4.0,270.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,4.0,3.0,8.0,0.0,1.0,0.34,0.05,0.0,1.0,0.0,0.34,1.49,1.49,8.1,1542113.0,1.0,0.22,0.56,0.34,4.26,5.0,0.0,6.1,39.2,17.5,4.0,270.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,4.0,3.0,8.0,0.0,1.0,0.34,0.05,0.0,1.0,0.0,0.34,1.49,1.49,8.1,1542113.0,6.0,0.21,0.26,0.57
0,0,18,1,1.0,380,0.01,0.22,0.21,1.01,43,0,0,5.4,20.4,2024-09-21,90,False,7,0,0,0,0,5,0,519779,1,0,0,33.0,5,-18924,11003,29927,45,False,1,0,1,0.5962288975715637,90,Crystal Palace,Manchester United,0,0,26649,2024,675944,0.0,0,0,0,0.5962288975715637,0.7875409126281738,0.1913120299577713,3.0,3.0,5.0,3.7,DEF,1.0,0.2,0.54,0.34,4.94,5.0,0.0,4.8,36.8,6.3,4.0,256.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,7.0,2.0,7.0,0.0,1.0,0.34,0.0,0.0,0.0,0.0,0.34,1.98,1.98,9.0,1672477.0,2.0,0.22,0.56,0.34,5.38,5.0,0.0,7.9,56.2,18.2,4.0,346.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,7.0,3.0,14.0,0.0,1.0,0.34,0.05,0.0,1.0,0.0,0.34,2.5,2.5,10.9,2076012.0,5.0,0.35,0.28,0.42
0,0,2,0,10.9,380,0.03,0.27,0.24,4.59,57,3,0,5.5,17.2,2024-09-29,90,False,18,0,0,0,0,6,0,520368,1,3,0,27.0,0,-5688,30272,35960,45,True,1,0,4,0.1675492227077484,90,Manchester United,Tottenham,0,3,26660,2024,678644,0.0428462885320186,0,1,0,0.1675492227077484,0.2687317430973053,0.120500661432743,4.0,3.0,6.0,2.8,DEF,2.0,0.02,0.57,0.55,3.86,3.0,0.0,8.7,47.0,3.0,37.0,256.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,6.0,0.0,11.0,0.0,2.0,0.94,0.0,0.0,0.0,0.0,0.94,2.34,1.75,8.7,1603023.0,3.0,0.23,0.78,0.55,6.39,5.0,0.0,13.3,76.6,19.2,37.0,436.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,7.0,3.0,19.0,0.0,2.0,0.94,0.05,0.0,1.0,0.0,0.94,3.29,2.7,14.6,2595791.0,0.0,0.43,0.25,0.36
0,0,11,0,13.0,380,0.02,0.04,0.02,0.86,75,1,0,5.0,20.0,2024-10-19,90,False,4,0,0,0,0,8,0,477255,1,1,2,17.0,2,-19003,11289,30292,45,True,0,0,1,0.016093373298645,90,Manchester United,Brentford,2,1,26675,2024,681292,0.0145107619464397,0,1,0,0.016093373298645,0.7362977266311646,0.7362977266311646,2.0,3.0,8.0,0.7,DEF,1.0,0.04,0.49,0.45,5.6,3.0,0.0,10.9,37.6,11.9,60.0,180.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,3.0,0.0,5.0,0.0,5.0,0.76,0.04,0.0,1.0,0.0,0.76,1.06,0.31,6.5,1040147.0,2.0,0.05,0.84,0.79,8.45,6.0,0.0,14.2,64.2,13.9,64.0,346.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,9.0,0.0,11.0,0.0,6.0,1.11,0.04,0.0,1.0,0.0,1.11,2.61,1.87,11.5,2123391.0,2.0,0.59,0.24,0.22
0,0,11,0,1.0,380,0.01,0.01,0.0,2.98,90,2,0,2.2,20.6,2024-10-27,90,False,19,0,0,0,0,9,0,469367,1,1,2,0.0,1,-10016,6074,16090,45,False,0,0,0,0.0,90,West Ham,Manchester United,2,1,26690,2024,683466,0.0,0,0,0,0.0,0.1956304311752319,0.1956304311752319,3.0,2.0,9.0,0.8,DEF,0.0,0.05,0.31,0.26,5.45,4.0,0.0,10.5,37.2,23.9,44.0,180.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,2.0,2.0,0.0,5.0,0.18,0.06,0.0,2.0,0.0,0.18,1.01,0.86,3.5,997623.0,2.0,0.06,0.53,0.47,7.58,4.0,0.0,17.7,74.6,25.6,77.0,346.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,7.0,2.0,13.0,0.0,6.0,0.78,0.06,0.0,2.0,0.0,0.78,2.81,2.07,10.0,2051301.0,1.0,0.35,0.27,0.43
0,0,4,0,0.6,380,0.0,0.0,0.0,1.11,95,1,0,1.7,16.6,2024-11-03,90,False,6,0,0,0,0,10,0,458201,1,1,1,0.0,1,-13297,10981,24278,44,True,1,0,0,0.0,90,Manchester United,Chelsea,1,1,26697,2024,685857,0.0,0,0,0,0.0,0.0,0.0,4.0,3.0,10.0,0.8,DEF,0.0,0.03,0.05,0.02,3.84,3.0,0.0,7.2,40.6,14.0,17.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,3.0,0.0,1.0,0.02,0.01,0.0,1.0,0.0,0.02,0.93,0.93,1.5,946622.0,1.0,0.07,0.54,0.47,9.44,6.0,0.0,18.1,78.2,25.9,77.0,360.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,5.0,4.0,8.0,0.0,6.0,0.78,0.06,0.0,2.0,0.0,0.78,1.99,1.24,8.0,1986769.0,1.0,0.38,0.26,0.4
0,0,29,1,6.2,380,0.01,0.01,0.0,0.77,106,0,0,2.7,21.0,2024-11-10,90,False,11,0,0,0,0,11,0,459622,1,0,3,0.0,6,-760,13472,14232,44,True,0,0,0,0.0,90,Manchester United,Leicester,3,0,26708,2024,687342,0.0,0,0,0,0.0,0.7271810173988342,0.7271810173988342,2.0,3.0,11.0,2.7,DEF,0.0,0.03,0.05,0.02,4.95,4.0,0.0,8.9,57.2,14.6,17.0,270.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,5.0,4.0,0.0,1.0,0.02,0.01,0.0,1.0,0.0,0.02,0.93,0.93,2.3,1404823.0,0.0,0.06,0.32,0.26,9.54,7.0,0.0,14.4,74.4,25.5,44.0,360.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,6.0,5.0,4.0,0.0,5.0,0.18,0.06,0.0,2.0,0.0,0.18,1.2,1.05,5.1,1925191.0,6.0,0.71,0.2,0.13
