assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,team_h_difficulty,team_a_difficulty,event,xP,position,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,total_points_3,goals_3,shots_3,xG_3,xA_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,selected_3,clean_sheets_5,expected_assists_5,expected_goal_involvements_5,expected_goals_5,expected_goals_conceded_5,goals_conceded_5,goals_scored_5,ict_index_5,influence_5,creativity_5,threat_5,minutes_5,own_goals_5,penalties_missed_5,penalties_saved_5,red_cards_5,yellow_cards_5,saves_5,starts_5,team_a_score_5,team_h_score_5,total_points_5,goals_5,shots_5,xG_5,xA_5,assists_y_5,key_passes_5,npg_5,npxG_5,xGChain_5,xGBuildup_5,xP_5,selected_5,pts_bps,whh,whd,wha
0,0,16,0,1.0,557,0.01,0.01,0.0,1.24,2,2,0,3.1,29.8,2024-08-17,90,1,0,0,0,0,1,0,14599,1,0,2,0.0,2,0,0,0,50,False,0,0,0,0.0,90,Arsenal,Wolverhampton Wanderers,2,0,26604,2024,666315,0.0,0,0,0,0.0,0.0,0.0,2,5,1,0.6,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.85,0.14,0.06
0,0,6,0,1.8,557,0.05,0.1,0.05,1.56,20,6,0,1.1,5.6,2024-08-25,89,6,0,0,0,0,2,0,14851,1,6,2,4.0,2,-864,646,1510,50,True,0,0,1,0.0562512427568435,90,Wolverhampton Wanderers,Chelsea,2,6,26619,2024,668738,0.0,0,0,0,0.0562512427568435,0.7140518426895142,0.657800555229187,4,2,2,2.0,MID,0.0,0.01,0.01,0.0,1.24,2.0,0.0,3.1,29.8,1.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,14599.0,0.0,0.01,0.01,0.0,1.24,2.0,0.0,3.1,29.8,1.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,14599.0,2.0,0.23,0.25,0.57
1,1,27,0,12.2,557,0.01,0.01,0.0,1.04,29,1,0,5.5,41.2,2024-08-31,90,16,0,0,0,0,3,0,14590,1,1,1,2.0,5,-957,1181,2138,50,False,1,0,0,0.0,90,Nottingham Forest,Wolverhampton Wanderers,1,1,26627,2024,671865,0.0254900846630334,1,1,0,0.0,0.4980884492397308,0.4725983738899231,2,2,3,3.0,MID,0.0,0.06,0.11,0.05,2.8,8.0,0.0,4.2,35.4,2.8,4.0,179.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,4.0,0.0,1.0,0.06,0.0,0.0,0.0,0.0,0.06,0.71,0.66,2.6,29450.0,0.0,0.06,0.11,0.05,2.8,8.0,0.0,4.2,35.4,2.8,4.0,179.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,4.0,0.0,1.0,0.06,0.0,0.0,0.0,0.0,0.06,0.71,0.66,2.6,29450.0,4.0,0.49,0.28,0.28
0,3,42,0,35.8,557,0.26,0.72,0.46,1.21,40,2,1,10.0,44.6,2024-09-15,90,15,0,0,0,0,4,0,14158,1,2,1,20.0,10,-1017,1586,2603,50,True,0,1,2,0.7006365656852722,90,Wolverhampton Wanderers,Newcastle United,1,2,26641,2024,674615,0.3098068535327911,0,2,1,0.7006365656852722,1.0104434490203855,0.3098068535327911,3,2,4,3.2,MID,0.0,0.07,0.12,0.05,3.84,9.0,0.0,9.7,76.6,15.0,6.0,269.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,7.0,5.0,9.0,0.0,1.0,0.06,0.03,1.0,1.0,0.0,0.06,1.21,1.13,5.6,44040.0,0.0,0.07,0.12,0.05,3.84,9.0,0.0,9.7,76.6,15.0,6.0,269.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,7.0,5.0,9.0,0.0,1.0,0.06,0.03,1.0,1.0,0.0,0.06,1.21,1.13,5.6,44040.0,7.0,0.3,0.27,0.48
0,0,3,0,5.2,557,0.02,0.21,0.19,1.73,41,3,0,5.6,17.2,2024-09-21,90,2,0,0,0,0,5,0,38369,1,1,3,34.0,1,21241,24658,3417,50,False,1,0,2,0.1165500506758689,90,Aston Villa,Wolverhampton Wanderers,3,1,26647,2024,675769,0.0,0,0,0,0.1165500506758689,0.1624697893857956,0.1624697893857956,2,4,5,4.5,MID,0.0,0.32,0.83,0.51,3.81,9.0,1.0,16.6,91.4,49.8,26.0,269.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,9.0,4.0,17.0,1.0,3.0,0.76,0.34,1.0,3.0,1.0,0.76,2.22,1.44,8.2,43599.0,0.0,0.33,0.84,0.51,5.05,11.0,1.0,19.7,121.2,50.8,26.0,359.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,9.0,6.0,19.0,1.0,3.0,0.76,0.34,1.0,3.0,1.0,0.76,2.22,1.44,8.8,58198.0,1.0,0.62,0.24,0.18
0,0,15,0,9.7,557,0.06,0.07,0.01,2.54,60,2,0,3.3,19.2,2024-09-28,90,12,0,0,0,0,6,0,45417,1,2,1,4.0,2,6945,15709,8764,50,True,0,0,0,0.0,90,Wolverhampton Wanderers,Liverpool,1,2,26658,2024,678058,0.0,0,0,0,0.0,0.0753610506653785,0.0753610506653785,5,2,6,3.8,MID,0.0,0.29,0.94,0.65,3.98,6.0,1.0,21.1,103.0,53.2,56.0,270.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,4.0,5.0,16.0,1.0,4.0,0.82,0.34,1.0,3.0,1.0,0.82,1.67,0.94,10.7,67117.0,0.0,0.35,1.05,0.7,6.78,14.0,1.0,25.3,138.4,56.0,60.0,449.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,10.0,9.0,20.0,1.0,5.0,0.87,0.34,1.0,3.0,1.0,0.87,2.39,1.6,13.3,96567.0,2.0,0.12,0.18,0.74
0,0,9,0,13.7,557,0.02,0.24,0.22,4.25,63,5,0,4.1,6.8,2024-10-05,90,4,0,0,0,0,7,0,50291,1,3,5,20.0,2,4037,10520,6483,50,False,0,0,4,0.0988716557621955,90,Brentford,Wolverhampton Wanderers,5,3,26667,2024,679568,0.0185476746410131,0,1,0,0.0988716557621955,0.2187796384096145,0.1845950782299041,2,3,7,3.8,MID,0.0,0.34,1.0,0.66,5.48,7.0,1.0,18.9,81.0,50.7,58.0,270.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,5.0,5.0,13.0,1.0,4.0,0.82,0.31,0.0,2.0,1.0,0.82,1.25,0.55,11.5,97944.0,0.0,0.4,1.11,0.71,8.08,14.0,1.0,25.5,127.8,64.7,64.0,449.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,12.0,8.0,20.0,1.0,5.0,0.87,0.34,1.0,3.0,1.0,0.87,2.46,1.68,16.5,127385.0,2.0,0.48,0.28,0.29
0,0,8,0,1.8,557,0.0,0.0,0.0,1.62,80,2,0,1.5,13.6,2024-10-20,90,13,0,0,0,0,8,0,44400,1,2,1,0.0,2,-6017,1802,7819,50,True,0,0,0,0.0,90,Wolverhampton Wanderers,Manchester City,1,2,26681,2024,681882,0.0,0,0,0,0.0,0.3284612894058227,0.3284612894058227,5,2,8,1.0,MID,0.0,0.1,0.52,0.42,8.52,10.0,0.0,13.0,43.2,28.6,58.0,270.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,6.0,9.0,5.0,0.0,6.0,0.22,0.02,0.0,1.0,0.0,0.22,0.46,0.42,12.1,134077.0,0.0,0.37,1.25,0.88,10.77,13.0,1.0,28.5,129.0,76.6,80.0,450.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,9.0,11.0,20.0,1.0,8.0,0.92,0.35,1.0,4.0,1.0,0.92,1.97,1.2,18.3,162825.0,2.0,0.11,0.18,0.75
0,0,12,0,0.5,557,0.0,0.0,0.0,1.05,84,1,0,1.2,9.8,2024-10-26,45,5,0,0,0,0,9,0,44890,1,2,2,2.0,1,48,4261,4213,50,False,0,0,0,0.0,50,Brighton,Wolverhampton Wanderers,2,2,26686,2024,683043,0.0,0,0,0,0.0,0.0609717704355716,0.0609717704355716,2,3,9,1.8,MID,0.0,0.08,0.31,0.23,8.41,9.0,0.0,8.9,39.6,25.2,24.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,7.0,6.0,0.0,4.0,0.1,0.02,0.0,1.0,0.0,0.1,0.62,0.59,8.6,140108.0,0.0,0.36,1.24,0.88,11.35,14.0,1.0,24.5,101.4,66.2,78.0,450.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,10.0,11.0,17.0,1.0,8.0,0.92,0.33,0.0,3.0,1.0,0.92,1.8,1.06,16.3,192635.0,1.0,0.61,0.24,0.2
0,0,8,0,0.4,557,0.0,0.02,0.02,1.32,100,1,0,1.7,14.6,2024-11-02,28,7,0,0,0,0,10,0,41313,0,2,2,2.0,1,-3750,3902,7652,50,True,0,0,1,0.0176003761589527,27,Wolverhampton Wanderers,Crystal Palace,2,2,26701,2024,685246,0.0,0,0,0,0.0176003761589527,0.4452138543128967,0.4276134669780731,2,2,10,1.0,MID,0.0,0.02,0.24,0.22,6.92,8.0,0.0,6.8,30.2,16.0,22.0,225.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,8.0,5.0,0.0,4.0,0.1,0.02,0.0,1.0,0.0,0.1,0.61,0.57,6.6,139581.0,0.0,0.1,0.52,0.42,11.19,13.0,0.0,15.7,66.6,30.9,60.0,405.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,10.0,12.0,8.0,0.0,6.0,0.22,0.02,0.0,1.0,0.0,0.22,0.85,0.81,14.9,223367.0,1.0,0.4,0.29,0.36
