assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,team_h_difficulty,team_a_difficulty,event,xP,position,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,total_points_3,goals_3,shots_3,xG_3,xA_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,selected_3,clean_sheets_5,expected_assists_5,expected_goal_involvements_5,expected_goals_5,expected_goals_conceded_5,goals_conceded_5,goals_scored_5,ict_index_5,influence_5,creativity_5,threat_5,minutes_5,own_goals_5,penalties_missed_5,penalties_saved_5,red_cards_5,yellow_cards_5,saves_5,starts_5,team_a_score_5,team_h_score_5,total_points_5,goals_5,shots_5,xG_5,xA_5,assists_y_5,key_passes_5,npg_5,npxG_5,xGChain_5,xGBuildup_5,xP_5,selected_5,pts_bps,whh,whd,wha
0,3,38,0,4.3,233,0.01,0.56,0.55,2.46,7,1,1,8.6,48.2,2024-08-17,90,19,0,0,0,0,1,0,74901,1,2,1,33.0,10,0,0,0,50,False,0,1,1,0.520675003528595,90,West Ham,Aston Villa,1,2,26608,2024,666469,0.0,0,0,1,0.520675003528595,0.3958303928375244,0.3958303928375244,3,2,1,1.6,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.42,0.27,0.36
0,0,2,0,2.0,233,0.01,0.12,0.11,0.49,11,1,0,0.9,0.6,2024-08-24,75,1,0,0,0,0,2,0,309609,1,2,0,6.0,1,129331,151861,22530,50,True,1,0,2,0.1119896620512008,82,Aston Villa,Arsenal,0,2,26618,2024,668266,0.0,0,0,0,0.1119896620512008,0.1079078689217567,0.0502687245607376,5,4,2,4.5,MID,0.0,0.01,0.56,0.55,2.46,1.0,1.0,8.6,48.2,4.3,33.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,10.0,1.0,1.0,0.52,0.0,0.0,0.0,1.0,0.52,0.4,0.4,1.6,74901.0,0.0,0.01,0.56,0.55,2.46,1.0,1.0,8.6,48.2,4.3,33.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,10.0,1.0,1.0,0.52,0.0,0.0,0.0,1.0,0.52,0.4,0.4,1.6,74901.0,1.0,0.23,0.26,0.56
0,2,23,1,18.0,233,0.03,0.48,0.45,0.17,26,0,1,9.7,36.0,2024-08-31,61,11,0,0,0,0,3,0,397994,1,2,1,43.0,9,71222,135639,64417,50,False,1,1,3,0.7200222611427307,64,Leicester,Aston Villa,1,2,26626,2024,671833,0.0470345839858055,0,1,1,0.7200222611427307,0.1682255864143371,0.0,3,2,3,7.2,MID,0.0,0.02,0.68,0.66,2.95,2.0,1.0,9.5,48.8,6.3,39.0,165.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,1.0,11.0,1.0,3.0,0.63,0.0,0.0,0.0,1.0,0.63,0.5,0.45,6.1,384510.0,0.0,0.02,0.68,0.66,2.95,2.0,1.0,9.5,48.8,6.3,39.0,165.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,1.0,11.0,1.0,3.0,0.63,0.0,0.0,0.0,1.0,0.63,0.5,0.45,6.1,384510.0,7.0,0.22,0.26,0.57
0,0,9,0,4.3,233,0.03,0.03,0.0,0.67,31,2,0,0.5,0.4,2024-09-14,45,8,0,0,0,0,4,0,1164286,1,2,3,0.0,1,692927,788967,96040,51,True,0,0,0,0.0,53,Aston Villa,Everton,3,2,26638,2024,673926,0.0,0,0,0,0.0,1.1075360774993896,1.1075360774993896,2,4,4,5.2,MID,1.0,0.05,1.16,1.11,3.12,2.0,2.0,19.2,84.8,24.3,82.0,226.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,6.0,2.0,20.0,2.0,6.0,1.35,0.05,0.0,1.0,2.0,1.35,0.67,0.45,13.3,782504.0,1.0,0.05,1.16,1.11,3.12,2.0,2.0,19.2,84.8,24.3,82.0,226.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,6.0,2.0,20.0,2.0,6.0,1.35,0.05,0.0,1.0,2.0,1.35,0.67,0.45,13.3,782504.0,1.0,0.67,0.23,0.15
0,0,11,0,2.0,233,0.03,0.03,0.0,0.51,41,1,0,2.8,24.0,2024-09-21,61,20,0,0,0,0,5,0,1265414,1,1,3,2.0,2,111855,184794,72939,52,True,0,0,0,0.0,68,Aston Villa,Wolverhampton Wanderers,3,1,26647,2024,675751,0.0,0,0,0,0.0,0.0745987445116043,0.0745987445116043,2,4,5,3.2,MID,1.0,0.07,0.63,0.56,1.33,3.0,1.0,11.1,37.0,24.3,49.0,181.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,6.0,4.0,11.0,1.0,5.0,0.83,0.05,0.0,1.0,1.0,0.83,1.38,1.16,16.9,1871889.0,1.0,0.08,1.19,1.11,3.79,4.0,2.0,19.7,85.2,28.6,82.0,271.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,8.0,5.0,21.0,2.0,6.0,1.35,0.05,0.0,1.0,2.0,1.35,1.78,1.55,18.5,1946790.0,2.0,0.62,0.24,0.18
0,0,18,0,5.3,233,0.02,0.02,0.0,1.18,56,2,0,3.1,26.0,2024-09-29,90,10,0,0,0,0,6,0,1212017,1,2,2,0.0,2,-54345,93488,147833,52,False,0,0,0,0.0,90,Ipswich,Aston Villa,2,2,26659,2024,678381,0.0,0,0,0,0.0,0.9191547632217408,0.9191547632217408,3,2,6,2.2,MID,1.0,0.09,0.54,0.45,1.35,3.0,1.0,13.0,60.4,24.3,45.0,167.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,5.0,7.0,12.0,1.0,3.0,0.72,0.05,0.0,1.0,1.0,0.72,1.35,1.18,15.6,2827694.0,1.0,0.11,1.22,1.11,4.3,5.0,2.0,22.5,109.2,30.6,84.0,332.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,9.0,8.0,23.0,2.0,6.0,1.35,0.05,0.0,1.0,2.0,1.35,1.85,1.63,21.7,3212204.0,2.0,0.25,0.27,0.52
0,0,17,0,12.6,233,0.03,0.03,0.0,1.54,72,1,0,2.6,11.0,2024-10-19,74,9,0,0,0,0,8,0,771989,1,3,1,2.0,2,-187003,8587,195590,51,False,0,0,0,0.0,79,Fulham,Aston Villa,1,3,26673,2024,681338,0.055435661226511,0,1,0,0.0,0.0829335153102874,0.0274978540837764,3,3,8,1.3,MID,0.0,0.05,0.05,0.0,1.69,3.0,0.0,5.9,50.0,7.3,2.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.99,5.4,2477431.0,1.0,0.11,0.56,0.45,2.53,5.0,1.0,16.1,86.4,29.6,45.0,257.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,7.0,9.0,14.0,1.0,3.0,0.72,0.05,0.0,1.0,1.0,0.72,2.27,2.1,17.8,4039711.0,2.0,0.42,0.28,0.35
0,0,1,0,2.1,233,0.02,0.23,0.21,0.18,82,0,0,4.6,3.8,2024-10-26,45,3,0,0,0,0,9,0,723203,1,1,1,40.0,0,-53937,12037,65974,51,True,1,0,2,0.4425643682479858,50,Aston Villa,Bournemouth,1,1,26684,2024,682965,0.0,0,0,0,0.4425643682479858,0.1068822219967842,0.1068822219967842,2,4,9,1.0,MID,0.0,0.05,0.05,0.0,2.72,3.0,0.0,5.7,37.0,17.9,2.0,164.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,4.0,0.0,0.0,0.0,0.06,0.0,1.0,0.0,0.0,1.0,0.95,3.5,1984006.0,0.0,0.11,0.11,0.0,3.9,6.0,0.0,9.0,61.4,24.2,4.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,9.0,7.0,0.0,0.0,0.0,0.06,0.0,1.0,0.0,0.0,2.18,2.13,11.9,4413706.0,0.0,0.54,0.26,0.25
0,0,14,0,16.8,233,0.01,0.12,0.11,2.44,99,4,0,3.5,9.0,2024-11-03,90,18,0,0,0,0,10,0,628718,1,1,4,9.0,2,-95593,10449,106042,50,False,0,0,2,0.0562429167330265,90,Tottenham,Aston Villa,4,1,26700,2024,685536,0.0148524018004536,0,1,0,0.0562429167330265,0.0692789033055305,0.0480826273560524,3,4,10,0.8,MID,0.0,0.05,0.26,0.21,1.72,1.0,0.0,7.2,14.8,14.7,42.0,119.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,2.0,2.0,0.0,2.0,0.44,0.06,0.0,1.0,0.0,0.44,0.19,0.13,2.3,1495192.0,0.0,0.1,0.31,0.21,3.41,4.0,0.0,13.1,64.8,22.0,44.0,270.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,7.0,7.0,6.0,0.0,2.0,0.44,0.06,0.0,1.0,0.0,0.44,1.18,1.13,7.7,3972623.0,2.0,0.52,0.25,0.27
0,0,13,0,1.5,233,0.0,0.15,0.15,1.35,105,1,0,5.4,19.8,2024-11-09,73,12,0,0,0,0,11,0,562996,1,0,2,33.0,2,-66609,6920,73529,50,False,0,0,1,0.1259995698928833,77,Liverpool,Aston Villa,2,0,26707,2024,686990,0.0,0,0,0,0.1259995698928833,0.0,0.0,3,5,11,,,0.0,0.06,0.38,0.32,4.16,5.0,0.0,10.7,23.8,31.5,51.0,209.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,5.0,6.0,4.0,0.0,4.0,0.5,0.07,0.0,2.0,0.0,0.5,0.26,0.18,3.1,2123910.0,0.0,0.08,0.4,0.32,5.34,7.0,0.0,13.8,49.8,36.8,51.0,299.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,7.0,8.0,6.0,0.0,4.0,0.5,0.07,0.0,2.0,0.0,0.5,1.18,1.1,5.3,3335927.0,2.0,0.69,0.21,0.14
