assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,team_h_difficulty,team_a_difficulty,event,xP,position,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,total_points_3,goals_3,shots_3,xG_3,xA_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,selected_3,clean_sheets_5,expected_assists_5,expected_goal_involvements_5,expected_goals_5,expected_goals_conceded_5,goals_conceded_5,goals_scored_5,ict_index_5,influence_5,creativity_5,threat_5,minutes_5,own_goals_5,penalties_missed_5,penalties_saved_5,red_cards_5,yellow_cards_5,saves_5,starts_5,team_a_score_5,team_h_score_5,total_points_5,goals_5,shots_5,xG_5,xA_5,assists_y_5,key_passes_5,npg_5,npxG_5,xGChain_5,xGBuildup_5,xP_5,selected_5,pts_bps,whh,whd,wha
0,0,4,0,0.5,98,0.0,0.0,0.0,0.67,8,0,0,0.3,2.0,2024-08-18,16,7,0,0,0,0,1,0,4328,0,1,2,0.0,1,0,0,0,50,True,0,0,0,0.0,13,Brentford,Crystal Palace,2,1,26609,2024,666808,0.0,0,0,0,0.0,0.0,0.0,2,3,1,1.6,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.41,0.29,0.35
0,0,10,0,11.6,98,0.02,0.08,0.06,1.99,16,1,0,2.8,7.8,2024-08-25,65,12,0,0,0,0,2,0,4592,1,0,2,9.0,2,-435,122,557,50,False,0,0,2,0.0465568825602531,68,Liverpool,Brentford,2,0,26621,2024,668971,0.0345180444419384,0,1,0,0.0465568825602531,0.0810749232769012,0.0,2,5,2,1.0,MID,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.3,2.0,0.5,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,4328.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.3,2.0,0.5,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,4328.0,2.0,0.8,0.15,0.09
0,0,4,0,0.8,98,0.01,0.01,0.0,0.53,22,1,0,0.4,3.4,2024-08-31,15,17,0,0,0,0,3,0,5592,0,1,3,0.0,1,526,1340,814,50,True,0,0,0,0.0,12,Brentford,Southampton,3,1,26623,2024,671735,0.0,0,0,0,0.0,0.0,0.0,2,3,3,1.8,MID,0.0,0.02,0.08,0.06,2.66,1.0,0.0,3.1,9.8,12.1,9.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,3.0,0.0,2.0,0.05,0.03,0.0,1.0,0.0,0.05,0.08,0.0,2.6,8920.0,0.0,0.02,0.08,0.06,2.66,1.0,0.0,3.1,9.8,12.1,9.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,3.0,0.0,2.0,0.05,0.03,0.0,1.0,0.0,0.05,0.08,0.0,2.6,8920.0,1.0,0.57,0.26,0.22
0,0,7,0,5.1,98,0.03,0.05,0.02,2.17,37,2,0,3.4,7.6,2024-09-14,90,13,0,0,0,0,4,0,5078,1,1,2,21.0,2,-721,376,1097,50,False,0,0,1,0.0295312516391277,90,Manchester City,Brentford,2,1,26637,2024,673693,0.0,0,0,0,0.0295312516391277,0.0,0.0,2,5,4,0.5,MID,0.0,0.03,0.09,0.06,3.19,2.0,0.0,3.5,13.2,12.9,9.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,7.0,4.0,0.0,2.0,0.05,0.03,0.0,1.0,0.0,0.05,0.08,0.0,4.4,14512.0,0.0,0.03,0.09,0.06,3.19,2.0,0.0,3.5,13.2,12.9,9.0,96.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,7.0,4.0,0.0,2.0,0.05,0.03,0.0,1.0,0.0,0.05,0.08,0.0,4.4,14512.0,2.0,0.85,0.13,0.07
1,0,24,0,17.1,98,0.15,0.17,0.02,3.52,49,3,0,7.0,42.2,2024-09-21,90,18,0,0,0,0,5,0,5188,1,1,3,11.0,5,-62,412,474,50,False,0,0,1,0.0153518551960587,90,Tottenham,Brentford,3,1,26648,2024,675797,0.1068992912769317,1,1,0,0.0153518551960587,0.1222511529922485,0.0,2,4,5,2.5,MID,0.0,0.06,0.14,0.08,4.69,4.0,0.0,6.6,18.8,17.5,30.0,170.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,7.0,5.0,0.0,3.0,0.08,0.03,0.0,1.0,0.0,0.08,0.08,0.0,3.3,15262.0,0.0,0.06,0.14,0.08,5.36,4.0,0.0,6.9,20.8,18.0,30.0,186.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,9.0,6.0,0.0,3.0,0.08,0.03,0.0,1.0,0.0,0.08,0.08,0.0,4.9,19590.0,5.0,0.64,0.22,0.18
0,0,8,0,6.2,98,0.08,0.09,0.01,0.99,53,1,0,3.3,13.8,2024-09-28,90,19,0,0,0,0,6,0,8616,1,1,1,13.0,1,2939,4232,1293,50,True,1,0,1,0.0091621102765202,90,Brentford,West Ham,1,1,26656,2024,677871,0.0,0,0,0,0.0091621102765202,0.0,0.0,2,3,6,2.7,MID,0.0,0.19,0.23,0.04,6.22,6.0,0.0,10.8,53.2,23.0,32.0,195.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,8.0,8.0,0.0,2.0,0.04,0.11,1.0,1.0,0.0,0.04,0.12,0.0,4.8,15858.0,0.0,0.21,0.31,0.1,8.88,7.0,0.0,13.9,63.0,35.1,41.0,276.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,12.0,11.0,0.0,4.0,0.09,0.14,1.0,2.0,0.0,0.09,0.2,0.0,7.4,24778.0,1.0,0.44,0.28,0.32
1,0,18,0,32.1,98,0.39,0.64,0.25,1.05,63,3,0,10.7,24.2,2024-10-05,90,20,0,0,0,0,7,0,8285,1,3,5,51.0,5,-397,1338,1735,50,True,0,0,1,0.3525225520133972,90,Brentford,Wolverhampton Wanderers,5,3,26667,2024,679554,0.2628502249717712,0,2,0,0.3525225520133972,0.6153727769851685,0.0,2,3,7,3.2,MID,0.0,0.26,0.31,0.05,6.68,6.0,0.0,13.7,63.6,28.4,45.0,270.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,6.0,8.0,0.0,3.0,0.05,0.11,1.0,1.0,0.0,0.05,0.12,0.0,5.7,18882.0,0.0,0.29,0.4,0.11,9.2,8.0,0.0,16.9,74.8,40.8,54.0,350.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,4.0,11.0,11.0,0.0,5.0,0.1,0.14,1.0,2.0,0.0,0.1,0.2,0.0,8.5,29066.0,5.0,0.48,0.28,0.29
0,0,5,0,2.2,98,0.01,0.07,0.06,0.97,75,2,0,0.7,1.0,2024-10-19,65,14,0,0,0,0,8,0,8788,1,1,2,4.0,2,222,1403,1181,50,False,0,0,1,0.0516006648540496,73,Manchester United,Brentford,2,1,26675,2024,681312,0.0,0,0,0,0.0516006648540496,0.0223867427557706,0.0223867427557706,2,3,8,2.7,MID,0.0,0.62,0.9,0.28,5.56,7.0,0.0,21.0,80.2,55.4,75.0,270.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,5.0,9.0,11.0,0.0,3.0,0.38,0.37,1.0,3.0,0.0,0.38,0.74,0.0,8.4,22089.0,0.0,0.66,0.96,0.3,8.26,10.0,0.0,24.8,91.2,61.3,96.0,375.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,7.0,14.0,14.0,0.0,4.0,0.41,0.37,1.0,3.0,0.0,0.41,0.74,0.0,10.7,32759.0,2.0,0.59,0.24,0.22
1,0,23,0,16.1,98,0.5,0.85,0.35,1.14,83,2,0,4.5,11.8,2024-10-26,80,10,0,0,0,0,9,0,9163,1,3,4,17.0,5,240,993,753,50,True,0,0,2,0.1702556163072586,89,Brentford,Ipswich,4,3,26685,2024,683000,0.6494210958480835,0,1,0,0.1702556163072586,1.1472676992416382,0.3275909423828125,2,3,9,4.0,MID,0.0,0.48,0.8,0.32,3.01,6.0,0.0,14.7,39.0,40.5,68.0,245.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,5.0,8.0,8.0,0.0,3.0,0.41,0.26,0.0,2.0,0.0,0.41,0.64,0.02,8.6,25689.0,0.0,0.66,1.02,0.36,8.7,11.0,0.0,25.1,88.8,62.7,100.0,425.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,7.0,13.0,15.0,0.0,5.0,0.46,0.37,1.0,3.0,0.0,0.46,0.76,0.02,11.6,35955.0,5.0,0.59,0.24,0.22
0,0,6,1,11.0,98,0.03,0.1,0.07,0.75,92,0,0,2.8,9.2,2024-11-04,72,9,0,0,0,0,10,0,12482,1,1,2,8.0,3,2910,4011,1101,50,False,0,0,1,0.0564782842993736,75,Fulham,Brentford,2,1,26693,2024,686130,0.0665924102067947,0,1,0,0.0564782842993736,0.1230706945061683,0.0,2,3,10,3.3,MID,0.0,0.9,1.56,0.66,3.16,7.0,0.0,15.9,37.0,50.4,72.0,235.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,11.0,12.0,0.0,4.0,0.57,0.91,0.0,3.0,0.0,0.57,1.79,0.35,9.9,26236.0,0.0,1.13,1.82,0.69,7.67,11.0,0.0,26.2,93.0,73.7,96.0,415.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,9.0,15.0,18.0,0.0,6.0,0.6,1.02,1.0,4.0,0.0,0.6,1.91,0.35,15.1,40040.0,3.0,0.49,0.27,0.29
