assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,team_h_difficulty,team_a_difficulty,event,xP,position,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,total_points_3,goals_3,shots_3,xG_3,xA_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,selected_3,clean_sheets_5,expected_assists_5,expected_goal_involvements_5,expected_goals_5,expected_goals_conceded_5,goals_conceded_5,goals_scored_5,ict_index_5,influence_5,creativity_5,threat_5,minutes_5,own_goals_5,penalties_missed_5,penalties_saved_5,red_cards_5,yellow_cards_5,saves_5,starts_5,team_a_score_5,team_h_score_5,total_points_5,goals_5,shots_5,xG_5,xA_5,assists_y_5,key_passes_5,npg_5,npxG_5,xGChain_5,xGBuildup_5,xP_5,selected_5,pts_bps,whh,whd,wha
0,1,40,1,6.5,482,0.04,0.14,0.1,1.0,19,0,1,5.7,43.8,2024-08-24,71,False,8,0,0,0,0,2,0,8142,1,0,4,7.0,9,-3272,516,3788,50,True,0,1,1,0.0567831993103027,76,Tottenham,Everton,4,0,26617,2024,667980,0.0,0,0,1,0.0567831993103027,0.8033932447433472,0.8033932447433472,2.0,4.0,2.0,4.5,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.69,0.21,0.14
0,0,15,0,29.0,482,0.06,0.06,0.0,1.57,28,2,0,4.3,11.6,2024-09-01,81,False,15,0,0,0,0,3,0,49892,1,1,2,2.0,1,29950,37438,7488,50,False,1,0,0,0.0,87,Newcastle United,Tottenham,2,1,26629,2024,672475,0.1042985469102859,0,2,0,0.0,0.2287852317094802,0.1540571898221969,4.0,4.0,3.0,2.8,MID,1.0,0.04,0.14,0.1,1.0,0.0,1.0,5.7,43.8,6.5,7.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,9.0,1.0,1.0,0.06,0.0,0.0,0.0,1.0,0.06,0.8,0.8,4.5,8142.0,1.0,0.04,0.14,0.1,1.0,0.0,1.0,5.7,43.8,6.5,7.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,9.0,1.0,1.0,0.06,0.0,0.0,0.0,1.0,0.06,0.8,0.8,4.5,8142.0,1.0,0.4,0.25,0.4
0,0,1,0,2.8,482,0.03,0.03,0.0,0.06,49,0,0,0.6,3.6,2024-09-21,27,False,4,0,0,0,0,5,0,38966,0,1,3,0.0,0,-9653,771,10424,50,True,1,0,0,0.0,23,Tottenham,Brentford,3,1,26648,2024,675787,0.0,0,0,0,0.0,0.4397331178188324,0.4397331178188324,2.0,4.0,5.0,1.9,MID,1.0,0.1,0.2,0.1,2.57,2.0,1.0,10.0,55.4,35.5,9.0,152.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,6.0,10.0,1.0,1.0,0.06,0.1,0.0,2.0,1.0,0.06,1.03,0.96,7.3,58034.0,1.0,0.1,0.2,0.1,2.57,2.0,1.0,10.0,55.4,35.5,9.0,152.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,6.0,10.0,1.0,1.0,0.06,0.1,0.0,2.0,1.0,0.06,1.03,0.96,7.3,58034.0,0.0,0.64,0.22,0.18
0,0,4,0,0.3,482,0.0,0.0,0.0,0.02,64,0,0,0.3,2.6,2024-10-06,11,False,5,0,0,0,0,7,0,36721,0,2,3,0.0,1,-1663,3361,5024,49,False,0,0,0,0.0,9,Brighton,Tottenham,3,2,26671,2024,680445,0.0,0,0,0,0.0,0.0,0.0,4.0,3.0,7.0,0.2,MID,0.0,0.03,0.03,0.0,0.06,0.0,0.0,0.6,3.6,2.8,0.0,27.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.44,1.9,38966.0,1.0,0.13,0.23,0.1,2.63,2.0,1.0,10.6,59.0,38.3,9.0,179.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,9.0,10.0,1.0,1.0,0.06,0.1,0.0,2.0,1.0,0.06,1.47,1.4,9.2,97000.0,1.0,0.34,0.25,0.45
0,3,44,0,14.0,482,0.02,0.18,0.16,0.78,79,1,1,8.6,55.0,2024-10-19,80,False,19,0,0,0,0,8,0,35290,1,1,4,17.0,10,-1859,1733,3592,49,True,0,1,1,0.0917693525552749,82,Tottenham,West Ham,4,1,26672,2024,680945,0.0482799224555492,0,1,1,0.0917693525552749,0.4579264521598816,0.3178772032260895,2.0,4.0,8.0,4.2,MID,0.0,0.03,0.03,0.0,0.08,0.0,0.0,0.9,6.2,3.1,0.0,38.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,0.44,2.1,75687.0,0.0,0.09,0.09,0.0,1.65,2.0,0.0,5.2,17.8,32.1,2.0,119.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,4.0,8.0,2.0,0.0,0.0,0.0,0.1,0.0,2.0,0.0,0.0,0.67,0.59,4.9,125579.0,7.0,0.65,0.21,0.18
0,0,13,0,2.0,482,0.09,0.09,0.0,0.83,86,1,0,1.8,15.6,2024-10-27,86,False,7,0,0,0,0,9,0,45810,1,0,1,0.0,2,9205,10689,1484,49,False,0,0,0,0.0,90,Crystal Palace,Tottenham,1,0,26689,2024,683497,0.0,0,0,0,0.0,0.2875473201274872,0.2875473201274872,4.0,3.0,9.0,3.7,MID,0.0,0.02,0.18,0.16,0.8,1.0,1.0,8.9,57.6,14.3,17.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,7.0,11.0,1.0,1.0,0.09,0.05,0.0,1.0,1.0,0.09,0.46,0.32,4.4,72011.0,0.0,0.05,0.21,0.16,0.86,1.0,1.0,9.5,61.2,17.1,17.0,118.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,10.0,11.0,1.0,1.0,0.09,0.05,0.0,1.0,1.0,0.09,0.9,0.76,6.3,110977.0,2.0,0.25,0.25,0.55
0,0,5,0,2.3,482,0.01,0.01,0.0,0.47,99,0,0,1.1,8.2,2024-11-03,34,False,2,0,0,0,0,10,0,50162,0,1,4,0.0,1,4062,7682,3620,49,True,0,0,0,0.0,33,Tottenham,Aston Villa,4,1,26700,2024,685526,0.0,0,0,0,0.0,0.0,0.0,3.0,4.0,10.0,4.8,MID,0.0,0.11,0.27,0.16,1.63,2.0,1.0,10.7,73.2,16.3,17.0,177.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,8.0,13.0,1.0,1.0,0.09,0.05,0.0,1.0,1.0,0.09,0.75,0.61,8.1,117821.0,0.0,0.14,0.3,0.16,1.69,2.0,1.0,11.3,76.8,19.1,17.0,204.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,11.0,13.0,1.0,1.0,0.09,0.05,0.0,1.0,1.0,0.09,1.19,1.05,10.0,156787.0,1.0,0.52,0.25,0.27
0,0,4,0,0.3,482,0.0,0.0,0.0,0.02,108,0,0,0.1,0.4,2024-11-10,6,False,10,0,0,0,0,11,0,50086,0,2,1,0.0,1,-215,4660,4875,49,True,0,0,0,0.0,2,Tottenham,Ipswich,1,2,26709,2024,687294,0.0,0,0,0,0.0,0.0,0.0,2.0,4.0,11.0,1.8,MID,0.0,0.12,0.28,0.16,2.08,2.0,1.0,11.5,78.8,18.3,17.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,9.0,13.0,1.0,1.0,0.09,0.05,0.0,1.0,1.0,0.09,0.75,0.61,12.7,131262.0,0.0,0.12,0.28,0.16,2.1,2.0,1.0,11.8,81.4,18.6,17.0,211.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,12.0,14.0,1.0,1.0,0.09,0.05,0.0,1.0,1.0,0.09,0.75,0.61,12.9,167983.0,1.0,0.8,0.15,0.09
0,0,7,1,3.6,482,0.01,0.04,0.03,2.14,118,0,0,0.8,3.2,2024-11-23,90,False,13,0,0,0,0,12,0,45814,1,4,0,1.0,2,-4497,1446,5943,49,False,1,0,1,0.0292849950492382,90,Manchester City,Tottenham,0,4,26720,2024,688686,0.0,0,0,0,0.0292849950492382,0.8236628770828247,0.794377863407135,4.0,4.0,12.0,0.8,MID,0.0,0.1,0.1,0.0,1.32,1.0,0.0,3.0,24.2,4.6,0.0,126.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.29,10.3,146058.0,0.0,0.12,0.28,0.16,2.12,2.0,1.0,11.9,81.8,18.9,17.0,217.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,13.0,15.0,1.0,1.0,0.09,0.05,0.0,1.0,1.0,0.09,0.75,0.61,14.7,218069.0,2.0,0.67,0.2,0.17
0,0,12,0,3.7,482,0.04,0.04,0.0,1.38,128,1,0,2.1,17.2,2024-12-01,90,False,9,0,0,0,0,13,0,44013,1,1,1,0.0,2,-2137,1410,3547,49,True,0,0,0,0.0,90,Tottenham,Fulham,1,1,26729,2024,690616,0.0,0,0,0,0.0,0.4222196340560913,0.4222196340560913,3.0,4.0,13.0,2.0,MID,1.0,0.02,0.05,0.03,2.63,0.0,0.0,2.0,11.8,6.2,1.0,130.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.0,5.0,4.0,0.0,1.0,0.03,0.0,0.0,0.0,0.0,0.03,0.82,0.79,7.4,146062.0,1.0,0.13,0.32,0.19,4.24,2.0,1.0,12.4,82.4,22.2,18.0,296.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,8.0,10.0,16.0,1.0,2.0,0.12,0.05,0.0,1.0,1.0,0.12,1.57,1.4,15.3,227162.0,2.0,0.58,0.24,0.23
