,league_id,manager_id,gw,active_chip,automatic_subs,gw_points,total_points,picks,captain,vice_captain,bank
1420,2123557,9221340,15,,[],48.0,759.0,"(597, 20, 511, 283, 412, 19, 308, 362, 526, 60, 355, 524, 33, 36, 405)",355.0,19.0,16.0
1421,2123557,9221340,16,,"[(412, 355)]",50.0,809.0,"(597, 511, 283, 20, 526, 19, 362, 308, 412, 60, 590, 524, 355, 36, 405)",355.0,590.0,5.0
1422,2123557,9221340,17,,"[(412, 355)]",70.0,879.0,"(409, 511, 283, 20, 526, 19, 362, 308, 412, 60, 590, 597, 355, 36, 405)",308.0,19.0,5.0
1423,2123557,9221340,18,,[],31.0,910.0,"(409, 506, 405, 283, 19, 308, 362, 526, 412, 590, 60, 597, 511, 36, 355)",60.0,590.0,5.0
1424,2123557,9221340,19,,"[(405, 355)]",32.0,942.0,"(409, 283, 506, 31, 405, 526, 19, 412, 308, 60, 590, 597, 362, 511, 355)",355.0,308.0,0.0
1425,2123557,9221340,20,,"[(405, 31)]",100.0,1042.0,"(597, 341, 506, 405, 526, 19, 412, 362, 308, 60, 590, 409, 355, 31, 283)",308.0,60.0,0.0
1426,2123557,9221340,21,,"[(405, 341)]",45.0,1079.0,"(524, 405, 506, 31, 19, 412, 362, 303, 60, 343, 590, 409, 526, 341, 283)",343.0,362.0,130.0
1427,2123557,9221340,22,,"[(283, 341)]",65.0,1144.0,"(524, 283, 506, 31, 526, 19, 412, 362, 349, 60, 343, 409, 590, 341, 405)",349.0,343.0,98.0
1428,2123557,9221340,23,,"[(283, 341)]",64.0,1208.0,"(409, 283, 506, 31, 526, 19, 412, 362, 349, 60, 355, 524, 590, 341, 405)",355.0,349.0,27.0
1429,2123557,9221340,24,,"[(283, 31)]",66.0,1274.0,"(409, 321, 506, 283, 526, 19, 362, 349, 60, 355, 590, 524, 412, 31, 405)",355.0,60.0,31.0
1430,2123557,9221340,25,,[],68.0,1342.0,"(409, 405, 342, 321, 19, 349, 362, 526, 412, 355, 60, 524, 590, 506, 283)",355.0,349.0,33.0
1431,2123557,9221340,26,,[],61.0,1403.0,"(524, 405, 342, 283, 19, 349, 526, 412, 279, 355, 60, 409, 362, 506, 321)",355.0,349.0,45.0
1432,2123557,9221340,27,,[],83.0,1486.0,"(524, 405, 5, 283, 19, 349, 526, 412, 362, 355, 60, 409, 279, 506, 321)",355.0,349.0,42.0
1433,2123557,9221340,28,,[],40.0,1526.0,"(524, 321, 5, 506, 19, 308, 526, 412, 362, 355, 60, 409, 279, 283, 405)",355.0,308.0,17.0
1434,2123557,9221340,29,freehit,[],21.0,1547.0,"(101, 321, 32, 506, 504, 516, 526, 630, 326, 117, 60, 524, 378, 96, 42)",516.0,326.0,17.0
1435,2123557,9221340,30,,[],55.0,1602.0,"(524, 321, 283, 506, 19, 308, 526, 412, 362, 355, 60, 409, 279, 5, 405)",355.0,308.0,17.0
1436,2123557,9221340,31,,"[(279, 19), (321, 355)]",69.0,1671.0,"(409, 283, 506, 5, 321, 526, 353, 362, 308, 279, 415, 524, 19, 355, 405)",308.0,355.0,4.0
1437,2123557,9221340,32,,"[(279, 353)]",72.0,1743.0,"(409, 321, 506, 5, 526, 19, 362, 308, 279, 415, 355, 524, 353, 283, 405)",308.0,355.0,4.0
1438,2123557,9221340,33,,"[(409, 361), (279, 526), (283, 353)]",63.0,1806.0,"(409, 321, 506, 5, 283, 19, 362, 308, 279, 85, 355, 361, 526, 353, 405)",308.0,355.0,13.0
1439,2123557,9221340,34,3xc,"[(409, 361), (279, 526), (283, 362)]",87.0,1893.0,"(409, 321, 29, 5, 283, 19, 353, 308, 279, 85, 355, 361, 526, 362, 405)",308.0,355.0,9.0
1440,2123557,9221340,35,,"[(279, 353)]",67.0,1960.0,"(361, 321, 29, 5, 526, 19, 362, 516, 279, 85, 355, 409, 353, 283, 405)",362.0,353.0,43.0
1441,2123557,9221340,36,,[],94.0,2054.0,"(409, 5, 321, 29, 19, 516, 526, 353, 362, 355, 60, 361, 279, 283, 405)",355.0,353.0,26.0
1442,2123557,9221340,37,bboost,[],92.0,2146.0,"(409, 5, 321, 29, 19, 516, 526, 353, 362, 355, 415, 361, 279, 283, 405)",355.0,353.0,32.0
1443,2123557,9221340,38,,"[(361, 409), (279, 526), (283, 19)]",61.0,2207.0,"(361, 321, 29, 5, 283, 353, 362, 516, 279, 415, 355, 409, 526, 19, 405)",362.0,353.0,32.0
1444,2123557,4116973,1,,[],83.0,83.0,"(597, 195, 131, 5, 12, 353, 396, 143, 19, 355, 135, 524, 60, 473, 602)",355.0,396.0,5.0
1445,2123557,4116973,2,,[],44.0,127.0,"(597, 195, 131, 5, 12, 396, 143, 19, 60, 355, 135, 524, 353, 473, 602)",355.0,19.0,5.0
1446,2123557,4116973,3,,[],48.0,175.0,"(597, 195, 131, 506, 396, 143, 19, 353, 108, 60, 355, 524, 135, 602, 473)",355.0,19.0,18.0
1447,2123557,4116973,4,,[],76.0,251.0,"(524, 195, 131, 506, 396, 19, 353, 108, 211, 60, 355, 597, 143, 602, 473)",355.0,19.0,2.0
1448,2123557,4116973,5,,"[(602, 131)]",34.0,281.0,"(597, 195, 602, 506, 353, 396, 504, 19, 355, 343, 211, 524, 108, 131, 473)",504.0,355.0,2.0
1449,2123557,4116973,6,,[],76.0,357.0,"(597, 405, 131, 506, 396, 19, 353, 504, 108, 343, 355, 524, 211, 602, 473)",355.0,504.0,12.0
1450,2123557,4116973,7,,"[(602, 405)]",39.0,396.0,"(597, 602, 131, 506, 353, 396, 504, 19, 108, 355, 343, 524, 405, 473, 211)",355.0,504.0,12.0
1451,2123557,4116973,8,,[],37.0,429.0,"(597, 427, 36, 506, 504, 516, 353, 108, 211, 343, 355, 524, 19, 602, 473)",516.0,355.0,3.0
1452,2123557,4116973,9,,[],99.0,524.0,"(597, 427, 36, 506, 504, 516, 412, 108, 60, 343, 355, 524, 19, 602, 473)",355.0,516.0,9.0
1453,2123557,4116973,10,,[],75.0,599.0,"(524, 427, 36, 506, 504, 516, 143, 19, 60, 343, 355, 597, 412, 602, 473)",355.0,516.0,11.0
1454,2123557,4116973,11,,[],31.0,630.0,"(230, 427, 36, 506, 504, 516, 143, 19, 60, 343, 355, 524, 412, 602, 473)",355.0,516.0,13.0
1455,2123557,4116973,12,,[],56.0,682.0,"(230, 427, 430, 506, 678, 516, 143, 412, 19, 355, 60, 524, 343, 602, 473)",355.0,60.0,6.0
1456,2123557,4116973,13,,[],56.0,738.0,"(230, 473, 430, 506, 678, 516, 412, 19, 343, 355, 60, 524, 427, 143, 602)",516.0,60.0,6.0
1457,2123557,4116973,14,,[],63.0,797.0,"(230, 506, 430, 20, 108, 516, 412, 19, 143, 355, 293, 524, 343, 473, 602)",108.0,293.0,5.0
1458,2123557,4116973,15,,[],32.0,829.0,"(230, 506, 430, 20, 108, 516, 412, 19, 343, 355, 293, 524, 143, 473, 602)",355.0,293.0,5.0
1459,2123557,4116973,16,,"[(412, 355)]",41.0,870.0,"(230, 20, 430, 506, 516, 557, 19, 143, 412, 343, 60, 524, 355, 473, 602)",355.0,60.0,10.0
1460,2123557,4116973,17,,"[(412, 85)]",45.0,911.0,"(524, 20, 506, 602, 516, 557, 19, 308, 412, 343, 60, 230, 85, 473, 430)",308.0,516.0,16.0
1461,2123557,4116973,18,,[],49.0,956.0,"(409, 506, 430, 20, 308, 516, 557, 19, 256, 85, 60, 524, 602, 473, 343)",60.0,308.0,26.0
1462,2123557,4116973,19,,[],49.0,1005.0,"(409, 506, 430, 20, 308, 516, 557, 19, 256, 85, 60, 524, 602, 473, 343)",85.0,308.0,26.0
1463,2123557,4116973,20,,[],87.0,1092.0,"(524, 506, 290, 20, 308, 516, 19, 362, 343, 85, 60, 409, 557, 602, 473)",343.0,308.0,7.0
1464,2123557,4116973,21,,[],81.0,1165.0,"(524, 506, 20, 131, 526, 294, 19, 362, 343, 85, 60, 409, 473, 602, 557)",294.0,343.0,111.0
1465,2123557,4116973,22,,[],59.0,1224.0,"(524, 506, 20, 131, 526, 294, 349, 362, 343, 85, 60, 409, 19, 473, 602)",349.0,294.0,61.0
1466,2123557,4116973,23,,[],51.0,1275.0,"(409, 506, 20, 131, 526, 294, 349, 362, 343, 85, 60, 524, 19, 473, 602)",362.0,294.0,61.0
1467,2123557,4116973,24,,[],79.0,1354.0,"(409, 506, 20, 131, 19, 294, 362, 567, 343, 355, 60, 524, 349, 602, 473)",355.0,294.0,8.0
1468,2123557,4116973,25,3xc,"[(567, 314)]",92.0,1438.0,"(409, 20, 131, 342, 303, 294, 349, 19, 567, 355, 60, 524, 314, 602, 473)",355.0,294.0,10.0
1469,2123557,4116973,26,,[],47.0,1477.0,"(524, 342, 20, 131, 19, 122, 567, 349, 85, 355, 60, 409, 303, 602, 473)",355.0,567.0,20.0
1470,2123557,4116973,27,,[],62.0,1539.0,"(524, 342, 20, 83, 19, 122, 349, 303, 85, 355, 60, 409, 567, 602, 473)",355.0,85.0,24.0
1471,2123557,4116973,28,,[],41.0,1572.0,"(524, 342, 20, 595, 19, 122, 349, 526, 85, 326, 60, 409, 567, 602, 473)",85.0,326.0,113.0
1472,2123557,4116973,29,freehit,[],15.0,1587.0,"(101, 506, 321, 508, 516, 504, 689, 526, 117, 326, 60, 524, 256, 36, 602)",516.0,326.0,113.0
1473,2123557,4116973,30,,[],76.0,1655.0,"(524, 342, 20, 595, 19, 308, 516, 526, 362, 85, 60, 409, 326, 602, 473)",308.0,516.0,32.0
1474,2123557,4116973,31,,"[(326, 19)]",53.0,1704.0,"(409, 20, 595, 313, 526, 308, 516, 362, 326, 85, 415, 524, 19, 602, 473)",308.0,19.0,26.0
1475,2123557,4116973,32,,"[(326, 353)]",62.0,1766.0,"(409, 20, 595, 313, 308, 516, 19, 362, 326, 85, 415, 524, 353, 602, 473)",362.0,516.0,23.0
1476,2123557,4116973,33,,"[(326, 353)]",71.0,1833.0,"(409, 20, 595, 313, 308, 664, 19, 362, 326, 85, 355, 524, 353, 602, 473)",355.0,308.0,0.0
1477,2123557,4116973,34,,"[(279, 362), (602, 355)]",84.0,1913.0,"(409, 20, 595, 313, 602, 353, 308, 226, 19, 279, 85, 524, 362, 355, 473)",308.0,355.0,0.0
1478,2123557,4116973,35,,"[(308, 353)]",61.0,1966.0,"(409, 20, 313, 506, 308, 516, 19, 362, 279, 85, 211, 524, 353, 595, 473)",362.0,516.0,16.0
1479,2123557,4116973,36,,[],68.0,2034.0,"(409, 313, 20, 506, 19, 353, 362, 516, 279, 85, 211, 524, 308, 595, 473)",362.0,516.0,16.0
1480,2123557,4116973,37,wildcard,[],113.0,2147.0,"(687, 616, 407, 511, 412, 353, 362, 516, 415, 355, 211, 53, 450, 129, 20)",355.0,516.0,5.0
1481,2123557,4116973,38,bboost,[],67.0,2202.0,"(687, 616, 407, 511, 26, 353, 362, 516, 297, 355, 211, 291, 450, 182, 20)",355.0,362.0,6.0
1482,2123557,1224251,1,,[],75.0,75.0,"(597, 5, 131, 616, 308, 143, 19, 396, 196, 355, 135, 28, 262, 538, 316)",355.0,597.0,25.0
1483,2123557,1224251,2,,[],54.0,129.0,"(28, 5, 131, 616, 143, 19, 396, 196, 308, 355, 135, 597, 262, 538, 316)",308.0,135.0,25.0
1484,2123557,1224251,3,,[],49.0,178.0,"(597, 203, 131, 616, 143, 19, 396, 308, 135, 355, 343, 28, 262, 196, 316)",355.0,135.0,15.0
1485,2123557,1224251,4,,"[(262, 616)]",90.0,268.0,"(597, 203, 131, 262, 308, 143, 19, 396, 343, 119, 355, 28, 616, 196, 316)",355.0,19.0,8.0
1486,2123557,1224251,5,,"[(316, 131)]",53.0,321.0,"(597, 203, 316, 616, 308, 143, 19, 396, 343, 119, 355, 28, 131, 262, 196)",355.0,19.0,8.0
1487,2123557,1224251,6,,[],87.0,408.0,"(597, 405, 131, 616, 143, 396, 308, 19, 119, 355, 343, 28, 203, 316, 196)",355.0,19.0,8.0
1488,2123557,1224251,7,,"[(316, 616)]",28.0,436.0,"(597, 131, 316, 405, 308, 143, 516, 396, 343, 119, 355, 28, 616, 203, 196)",355.0,308.0,2.0
1489,2123557,1224251,8,wildcard,[],64.0,500.0,"(28, 506, 407, 36, 516, 402, 504, 308, 355, 343, 293, 524, 196, 419, 139)",308.0,36.0,13.0
1490,2123557,1224251,9,,[],90.0,590.0,"(28, 506, 407, 36, 308, 402, 504, 516, 355, 343, 293, 524, 419, 196, 139)",516.0,36.0,13.0
1491,2123557,1224251,10,,[],68.0,658.0,"(524, 506, 407, 36, 516, 122, 308, 402, 355, 343, 293, 28, 504, 419, 139)",308.0,36.0,6.0
1492,2123557,1224251,11,,[],16.0,674.0,"(524, 506, 42, 36, 122, 599, 308, 516, 343, 293, 355, 28, 504, 419, 139)",355.0,516.0,0.0
1493,2123557,1224251,12,,[],81.0,755.0,"(524, 506, 42, 36, 419, 122, 599, 516, 308, 293, 355, 28, 343, 504, 139)",308.0,355.0,0.0
1494,2123557,1224251,13,,[],32.0,787.0,"(524, 506, 42, 228, 122, 599, 308, 516, 293, 355, 343, 28, 419, 139, 504)",516.0,355.0,4.0
1495,2123557,1224251,14,,[],53.0,840.0,"(524, 506, 42, 228, 14, 599, 516, 308, 293, 355, 343, 28, 419, 122, 139)",308.0,355.0,0.0
1496,2123557,1224251,15,,[],31.0,871.0,"(409, 506, 419, 228, 14, 122, 516, 308, 293, 355, 343, 524, 599, 42, 139)",308.0,355.0,1.0
1497,2123557,1224251,16,,"[(412, 355)]",75.0,946.0,"(409, 419, 42, 506, 308, 516, 14, 122, 412, 343, 293, 524, 355, 228, 139)",355.0,308.0,7.0
1498,2123557,1224251,17,,"[(122, 355)]",49.0,995.0,"(409, 419, 506, 197, 308, 412, 516, 14, 122, 343, 293, 524, 355, 42, 139)",308.0,516.0,7.0
1499,2123557,1224251,18,,[],48.0,1043.0,"(409, 506, 419, 197, 42, 14, 267, 308, 516, 34, 293, 524, 343, 355, 139)",308.0,516.0,9.0
1500,2123557,1224251,19,,"[(34, 355)]",41.0,1084.0,"(409, 42, 506, 197, 308, 412, 516, 14, 34, 343, 293, 524, 355, 419, 139)",308.0,516.0,0.0
1501,2123557,1224251,20,,[],75.0,1159.0,"(524, 506, 48, 197, 14, 412, 308, 516, 34, 293, 343, 409, 355, 419, 139)",516.0,308.0,1.0
1502,2123557,1224251,21,,"[(412, 355)]",73.0,1228.0,"(524, 48, 506, 197, 294, 19, 14, 34, 412, 343, 293, 409, 355, 419, 139)",19.0,294.0,56.0
1503,2123557,1224251,22,,"[(139, 197)]",56.0,1284.0,"(524, 48, 506, 139, 294, 412, 19, 14, 343, 293, 355, 409, 34, 419, 197)",343.0,294.0,56.0
1504,2123557,1224251,23,,[],44.0,1328.0,"(409, 506, 48, 283, 14, 294, 412, 19, 34, 343, 355, 524, 293, 419, 139)",355.0,294.0,58.0
1505,2123557,1224251,24,,[],81.0,1409.0,"(409, 506, 342, 283, 14, 19, 34, 294, 355, 343, 293, 524, 412, 139, 419)",294.0,355.0,54.0
1506,2123557,1224251,25,3xc,[],97.0,1506.0,"(409, 313, 342, 139, 14, 19, 412, 294, 343, 293, 355, 524, 34, 419, 283)",355.0,294.0,44.0
1507,2123557,1224251,26,,[],62.0,1568.0,"(524, 283, 342, 139, 14, 19, 412, 34, 343, 355, 60, 409, 294, 313, 419)",355.0,60.0,32.0
1508,2123557,1224251,27,,[],88.0,1656.0,"(524, 283, 342, 313, 14, 19, 412, 34, 516, 355, 60, 409, 343, 139, 419)",355.0,60.0,15.0
1509,2123557,1224251,28,,[],55.0,1703.0,"(524, 283, 321, 313, 14, 19, 526, 516, 85, 326, 60, 409, 34, 139, 419)",85.0,326.0,83.0
1510,2123557,1224251,29,,[],31.0,1726.0,"(524, 283, 321, 506, 504, 526, 34, 516, 326, 60, 117, 409, 19, 313, 419)",516.0,326.0,59.0
1511,2123557,1224251,30,,[],43.0,1769.0,"(524, 283, 313, 506, 504, 34, 308, 516, 60, 117, 326, 409, 19, 321, 419)",308.0,516.0,7.0
1512,2123557,1224251,31,,"[(34, 19)]",26.0,1795.0,"(409, 313, 506, 283, 516, 308, 34, 504, 117, 415, 326, 524, 19, 321, 419)",308.0,516.0,18.0
1513,2123557,1224251,32,,[],67.0,1862.0,"(409, 321, 313, 506, 362, 19, 516, 308, 117, 326, 415, 524, 34, 283, 419)",516.0,415.0,37.0
1514,2123557,1224251,33,,"[(326, 117)]",63.0,1925.0,"(409, 313, 506, 283, 516, 308, 19, 362, 303, 326, 415, 524, 117, 321, 419)",308.0,415.0,16.0
1515,2123557,1224251,34,freehit,[],121.0,2046.0,"(385, 260, 313, 5, 226, 19, 308, 6, 294, 85, 232, 263, 485, 573, 27)",308.0,232.0,16.0
1516,2123557,1224251,35,wildcard,"[(355, 353)]",74.0,2120.0,"(409, 545, 506, 377, 516, 373, 362, 412, 355, 211, 415, 352, 353, 150, 203)",362.0,516.0,3.0
1517,2123557,1224251,36,,"[(545, 150), (211, 373)]",94.0,2214.0,"(409, 545, 506, 377, 516, 353, 362, 412, 211, 415, 355, 352, 373, 150, 203)",355.0,516.0,3.0
1518,2123557,1224251,37,bboost,[],143.0,2349.0,"(352, 407, 506, 203, 373, 353, 412, 516, 362, 415, 355, 152, 211, 639, 401)",355.0,516.0,5.0
1519,2123557,1224251,38,,[],50.0,2399.0,"(152, 407, 506, 203, 353, 373, 516, 362, 26, 355, 211, 352, 415, 639, 401)",355.0,516.0,2.0
1520,2123557,8082405,1,,,,,,,,
1521,2123557,8082405,2,,[],68.0,68.0,"(17, 195, 103, 131, 19, 140, 504, 599, 308, 135, 119, 597, 60, 20, 341)",308.0,135.0,38.0
1522,2123557,8082405,3,wildcard,[],41.0,109.0,"(597, 195, 20, 131, 19, 140, 108, 353, 355, 415, 211, 524, 506, 664, 430)",355.0,415.0,0.0
1523,2123557,8082405,4,,[],63.0,172.0,"(524, 195, 506, 220, 19, 108, 353, 664, 211, 415, 355, 597, 140, 430, 131)",108.0,664.0,5.0
1524,2123557,8082405,5,,"[(225, 131), (108, 140), (220, 415)]",52.0,224.0,"(524, 506, 195, 430, 220, 353, 664, 108, 19, 225, 355, 597, 131, 140, 415)",140.0,19.0,21.0
1525,2123557,8082405,6,,"[(225, 140)]",79.0,299.0,"(597, 427, 131, 430, 353, 664, 108, 19, 225, 355, 343, 524, 140, 195, 506)",355.0,108.0,24.0
1526,2123557,8082405,7,,"[(108, 293)]",57.0,352.0,"(524, 427, 131, 430, 353, 664, 412, 19, 108, 355, 343, 597, 293, 506, 195)",355.0,664.0,15.0
1527,2123557,8082405,8,,"[(427, 19)]",41.0,389.0,"(597, 506, 36, 430, 427, 353, 664, 504, 293, 355, 343, 524, 19, 131, 412)",293.0,504.0,11.0
1528,2123557,8082405,9,,[],80.0,469.0,"(597, 427, 430, 506, 412, 353, 504, 19, 293, 343, 355, 524, 664, 36, 245)",343.0,412.0,21.0
1529,2123557,8082405,10,,[],78.0,547.0,"(524, 36, 430, 506, 412, 599, 504, 19, 293, 343, 355, 597, 664, 427, 245)",599.0,19.0,30.0
1530,2123557,8082405,11,,[],25.0,568.0,"(597, 36, 245, 506, 599, 504, 308, 664, 412, 343, 355, 524, 13, 430, 427)",355.0,343.0,6.0
1531,2123557,8082405,12,,"[(664, 132)]",60.0,624.0,"(597, 36, 427, 430, 599, 412, 19, 308, 664, 13, 343, 524, 132, 245, 506)",412.0,132.0,80.0
1532,2123557,8082405,13,freehit,[],48.0,672.0,"(569, 20, 220, 234, 516, 308, 226, 689, 468, 355, 293, 546, 599, 245, 166)",689.0,308.0,80.0
1533,2123557,8082405,14,,[],64.0,728.0,"(524, 427, 430, 36, 599, 19, 308, 412, 447, 355, 132, 291, 13, 245, 506)",308.0,355.0,6.0
1534,2123557,8082405,15,,[],26.0,750.0,"(113, 427, 430, 506, 19, 308, 412, 447, 85, 355, 132, 524, 599, 245, 36)",355.0,308.0,3.0
1535,2123557,8082405,16,,"[(599, 355)]",37.0,787.0,"(113, 427, 245, 430, 447, 412, 19, 308, 599, 85, 132, 524, 355, 197, 506)",132.0,355.0,6.0
1536,2123557,8082405,17,,"[(447, 83), (132, 85)]",40.0,823.0,"(113, 506, 197, 427, 447, 516, 412, 19, 308, 132, 355, 524, 83, 85, 245)",85.0,516.0,2.0
1537,2123557,8082405,18,,[],69.0,884.0,"(524, 506, 83, 197, 689, 308, 412, 516, 60, 85, 287, 113, 19, 427, 245)",516.0,308.0,57.0
1538,2123557,8082405,19,,[],50.0,934.0,"(113, 506, 427, 83, 308, 412, 516, 19, 415, 60, 85, 524, 689, 197, 245)",415.0,516.0,28.0
1539,2123557,8082405,20,,"[(245, 31), (412, 689)]",55.0,985.0,"(113, 506, 197, 245, 344, 412, 19, 308, 85, 415, 60, 524, 689, 31, 83)",344.0,689.0,60.0
1540,2123557,8082405,21,wildcard,[],53.0,1038.0,"(524, 321, 131, 31, 353, 134, 14, 362, 396, 558, 85, 409, 343, 369, 506)",85.0,14.0,130.0
1541,2123557,8082405,22,,"[(321, 369)]",65.0,1103.0,"(409, 506, 321, 131, 134, 362, 353, 14, 236, 343, 85, 524, 558, 369, 31)",353.0,134.0,155.0
1542,2123557,8082405,23,,[],62.0,1165.0,"(409, 31, 369, 506, 353, 14, 362, 134, 236, 355, 85, 524, 558, 321, 131)",362.0,85.0,85.0
1543,2123557,8082405,24,,"[(369, 31), (134, 308)]",64.0,1225.0,"(409, 506, 321, 369, 362, 353, 14, 134, 314, 355, 85, 524, 308, 31, 131)",85.0,314.0,18.0
1544,2123557,8082405,25,,"[(85, 314)]",84.0,1309.0,"(524, 369, 131, 321, 134, 43, 353, 14, 308, 85, 355, 409, 314, 31, 506)",353.0,355.0,20.0
1545,2123557,8082405,26,,[],61.0,1370.0,"(524, 369, 131, 31, 584, 353, 14, 134, 43, 85, 355, 409, 314, 308, 506)",43.0,134.0,19.0
1546,2123557,8082405,27,,"[(369, 506)]",66.0,1428.0,"(524, 369, 131, 31, 516, 43, 353, 14, 689, 355, 85, 409, 314, 584, 506)",85.0,516.0,50.0
1547,2123557,8082405,28,,[],55.0,1479.0,"(524, 131, 369, 584, 689, 14, 516, 43, 326, 85, 60, 409, 353, 31, 506)",85.0,326.0,99.0
1548,2123557,8082405,29,,[],17.0,1492.0,"(524, 131, 506, 584, 689, 205, 516, 43, 326, 117, 60, 409, 353, 31, 369)",205.0,326.0,126.0
1549,2123557,8082405,30,,"[(131, 31)]",58.0,1550.0,"(524, 506, 584, 131, 516, 308, 353, 205, 689, 60, 117, 409, 326, 369, 31)",308.0,516.0,52.0
1550,2123557,8082405,31,,[],52.0,1598.0,"(409, 31, 506, 584, 689, 6, 516, 308, 353, 117, 293, 524, 60, 131, 369)",308.0,6.0,3.0
1551,2123557,8082405,32,,"[(293, 353)]",83.0,1681.0,"(409, 506, 545, 31, 516, 308, 6, 689, 293, 60, 117, 524, 353, 584, 131)",516.0,117.0,9.0
1552,2123557,8082405,33,,"[(409, 524), (506, 545), (60, 117)]",27.0,1708.0,"(409, 506, 131, 31, 516, 308, 236, 6, 689, 293, 60, 524, 117, 545, 584)",516.0,117.0,34.0
1553,2123557,8082405,34,,[],86.0,1794.0,"(409, 31, 584, 545, 373, 308, 236, 6, 60, 293, 117, 524, 516, 506, 131)",6.0,308.0,20.0
1554,2123557,8082405,35,,[],65.0,1855.0,"(409, 506, 584, 545, 373, 412, 236, 516, 6, 60, 211, 524, 293, 31, 131)",516.0,211.0,102.0
1555,2123557,8082405,36,,"[(545, 31)]",71.0,1922.0,"(409, 369, 584, 545, 516, 412, 236, 6, 447, 60, 211, 524, 293, 31, 506)",6.0,412.0,122.0
1556,2123557,8082405,37,3xc,"[(545, 31)]",95.0,2017.0,"(409, 506, 369, 545, 516, 412, 236, 6, 447, 415, 211, 524, 60, 31, 584)",412.0,415.0,113.0
1557,2123557,8082405,38,bboost,"[(524, 409)]",70.0,2083.0,"(524, 506, 369, 439, 516, 450, 236, 6, 447, 415, 211, 409, 60, 545, 584)",447.0,516.0,123.0
1558,2123557,273839,1,,[],81.0,81.0,"(597, 369, 131, 585, 19, 226, 396, 308, 143, 135, 355, 28, 538, 36, 316)",355.0,308.0,5.0
1559,2123557,273839,2,,[],48.0,129.0,"(28, 195, 131, 36, 19, 226, 396, 308, 143, 135, 355, 597, 369, 538, 316)",355.0,308.0,0.0
1560,2123557,273839,3,,[],41.0,170.0,"(597, 195, 131, 369, 19, 226, 396, 308, 143, 135, 355, 28, 36, 538, 316)",355.0,19.0,0.0
1561,2123557,273839,4,,[],75.0,245.0,"(597, 195, 36, 369, 19, 226, 396, 526, 143, 60, 355, 28, 131, 538, 316)",355.0,19.0,30.0
1562,2123557,273839,5,,[],31.0,276.0,"(28, 195, 36, 369, 226, 19, 516, 396, 143, 60, 355, 597, 131, 316, 538)",516.0,355.0,10.0
1563,2123557,273839,6,wildcard,[],67.0,343.0,"(101, 430, 220, 131, 226, 19, 396, 108, 225, 343, 355, 524, 504, 139, 36)",355.0,343.0,18.0
1564,2123557,273839,7,,[],53.0,396.0,"(524, 430, 36, 131, 504, 19, 396, 108, 664, 343, 355, 101, 220, 139, 225)",355.0,343.0,18.0
1565,2123557,273839,8,,"[(225, 19)]",35.0,431.0,"(524, 506, 36, 430, 396, 664, 108, 504, 225, 343, 355, 101, 19, 220, 139)",355.0,343.0,19.0
1566,2123557,273839,9,,[],81.0,512.0,"(101, 430, 36, 506, 664, 504, 19, 396, 108, 343, 355, 524, 220, 225, 139)",355.0,343.0,19.0
1567,2123557,273839,10,,[],74.0,586.0,"(524, 430, 36, 506, 108, 504, 19, 599, 60, 343, 355, 101, 664, 220, 139)",19.0,355.0,12.0
1568,2123557,273839,11,,[],21.0,607.0,"(101, 220, 36, 506, 108, 504, 19, 599, 60, 343, 355, 524, 430, 664, 139)",355.0,343.0,12.0
1569,2123557,273839,12,,[],49.0,656.0,"(524, 220, 36, 430, 689, 12, 19, 599, 343, 60, 355, 101, 108, 506, 139)",12.0,355.0,12.0
1570,2123557,273839,13,,[],44.0,700.0,"(524, 220, 36, 430, 689, 226, 19, 599, 108, 60, 355, 101, 343, 506, 139)",60.0,355.0,27.0
1571,2123557,273839,14,,[],66.0,762.0,"(101, 5, 36, 430, 216, 19, 599, 108, 343, 60, 355, 524, 689, 220, 506)",355.0,216.0,10.0
1572,2123557,273839,15,,[],27.0,789.0,"(409, 5, 220, 430, 216, 19, 689, 108, 343, 60, 355, 101, 599, 506, 36)",355.0,216.0,12.0
1573,2123557,273839,16,,"[(599, 355)]",25.0,814.0,"(101, 506, 5, 430, 19, 689, 362, 216, 599, 343, 60, 409, 355, 220, 36)",355.0,689.0,29.0
1574,2123557,273839,17,,"[(689, 355)]",81.0,891.0,"(409, 519, 506, 5, 19, 516, 362, 216, 689, 343, 60, 101, 355, 36, 430)",355.0,19.0,1.0
1575,2123557,273839,18,,[],44.0,935.0,"(409, 430, 506, 5, 36, 216, 19, 362, 516, 689, 60, 101, 355, 343, 519)",60.0,516.0,1.0
1576,2123557,273839,19,,"[(689, 355)]",43.0,978.0,"(409, 519, 506, 5, 290, 19, 516, 43, 689, 343, 60, 101, 355, 362, 36)",516.0,343.0,0.0
1577,2123557,273839,20,,"[(519, 689)]",74.0,1052.0,"(101, 506, 5, 290, 519, 19, 516, 362, 43, 343, 60, 409, 689, 355, 36)",60.0,343.0,0.0
1578,2123557,273839,21,,[],87.0,1135.0,"(409, 5, 506, 321, 43, 19, 294, 362, 117, 343, 60, 101, 519, 290, 689)",362.0,343.0,81.0
1579,2123557,273839,22,,[],76.0,1211.0,"(409, 5, 506, 321, 349, 19, 294, 362, 117, 343, 60, 101, 519, 290, 43)",349.0,362.0,44.0
