assists_x,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,team_h_difficulty,team_a_difficulty,event,xP,position
0,0,10,0,0.0,641,151,3,0,1.8,17.6,2021-12-11,90,1,0,0,0,0,16,2,2374,0,3,0.0,1,2126,2252,126,45,False,0,0,0,0,90,Arsenal,Southampton,3,0,16526,2021,501710,0,0,0,0,0,0.0,0.0,2,4,16,1.6,GK
0,0,13,0,0.0,641,165,2,0,3.6,35.6,2021-12-15,90,7,0,0,0,0,17,4,3332,2,2,0.0,1,902,1502,600,45,False,1,0,0,0,90,Crystal Palace,Southampton,2,2,16542,2021,503259,0,0,0,0,0,0.0,0.0,2,2,17,1.0,GK
