assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,team_h_difficulty,team_a_difficulty,event,xP,position,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,total_points_3,goals_3,shots_3,xG_3,xA_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,selected_3
0,0,9,0,0.9,402,0.01,0.01,0.0,0.2,5,0,0,0.6,5.0,2024-08-17,29,False,17,0,0,0,0,1,0,193533,1,0,1,0.0,1,0,0,0,55,True,0,0,0,0.0,29,Newcastle United,Southampton,1,0,26606,2024,666363,0.0,0,0,0,0.0,0.0,0.0,2.0,4.0,1.0,3.0,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,3,0,12.8,402,0.01,0.01,0.0,1.16,12,1,0,1.6,3.0,2024-08-25,57,False,3,0,0,0,0,2,0,184726,1,1,1,0.0,1,-14971,6437,21408,55,False,0,0,0,0.0,61,Bournemouth,Newcastle United,1,1,26620,2024,668724,0.0358997993171215,0,1,0,0.0,0.0358997993171215,0.0,3.0,3.0,2.0,1.5,MID,0.0,0.01,0.01,0.0,0.2,0.0,0.0,0.6,5.0,0.9,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,193533.0
1,0,16,0,14.8,402,0.67,0.76,0.09,0.27,28,0,0,6.0,23.8,2024-09-01,29,False,18,0,0,0,0,3,0,110889,0,1,2,21.0,4,-74712,3085,77797,54,True,0,0,2,0.1319728344678878,24,Newcastle United,Tottenham,2,1,26629,2024,672468,0.7756212949752808,1,1,0,0.1319728344678878,0.8897727131843567,0.0,4.0,4.0,3.0,2.5,MID,0.0,0.02,0.02,0.0,1.36,1.0,0.0,2.2,8.0,13.7,0.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0,0.04,0.0,1.0,0.0,0.0,0.04,0.0,4.5,378259.0
0,0,-1,0,13.7,402,0.19,0.29,0.1,0.99,40,1,0,3.3,6.4,2024-09-15,90,False,20,0,0,0,0,4,0,83894,1,2,1,13.0,1,-29329,5327,34656,53,False,1,0,1,0.1131092011928558,90,Wolverhampton Wanderers,Newcastle United,1,2,26641,2024,674634,0.0330638997256755,0,1,0,0.1131092011928558,0.3789944350719452,0.2658852338790893,3.0,2.0,4.0,2.3,MID,0.0,0.69,0.78,0.09,1.63,1.0,0.0,8.2,31.8,28.5,21.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,6.0,0.0,2.0,0.13,0.81,1.0,2.0,0.0,0.13,0.93,0.0,7.0,489148.0
1,0,11,0,18.3,402,0.1,0.13,0.03,1.01,44,1,0,3.9,16.8,2024-09-21,45,False,9,0,0,0,0,5,0,73320,0,1,3,4.0,4,-11061,2141,13202,53,False,0,0,1,0.0388423614203929,43,Fulham,Newcastle United,3,1,26646,2024,675742,0.0875868052244186,1,1,0,0.0388423614203929,0.2691668272018432,0.1427376568317413,3.0,3.0,5.0,3.0,MID,0.0,0.87,1.06,0.19,2.42,2.0,0.0,10.9,33.2,41.3,34.0,176.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,4.0,6.0,0.0,3.0,0.25,0.84,1.0,3.0,0.0,0.25,1.3,0.27,6.3,379509.0
0,0,10,0,25.0,402,0.07,0.07,0.0,0.91,58,1,0,3.8,9.0,2024-09-28,90,False,13,0,0,0,0,6,0,56277,1,1,1,4.0,2,-17377,1843,19220,52,True,0,0,0,0.0,90,Newcastle United,Manchester City,1,1,26652,2024,677440,0.1345834285020828,0,2,0,0.0,0.2326900511980056,0.1951541900634765,4.0,4.0,6.0,2.3,MID,0.0,0.96,1.18,0.22,2.27,2.0,0.0,13.2,47.0,46.8,38.0,164.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,6.0,9.0,0.0,4.0,0.28,0.9,2.0,3.0,0.0,0.28,1.54,0.41,7.8,268103.0
0,0,9,1,6.1,402,0.12,0.17,0.05,0.61,67,0,0,4.1,16.2,2024-10-05,68,False,8,0,0,0,0,7,0,54005,1,0,0,19.0,3,-2986,4917,7903,52,False,0,0,1,0.0681840255856514,75,Everton,Newcastle United,0,0,26669,2024,679749,0.0,0,0,0,0.0681840255856514,0.1870548725128173,0.1188708394765853,3.0,3.0,7.0,3.0,MID,0.0,0.36,0.49,0.13,2.91,3.0,0.0,11.0,32.2,57.0,21.0,225.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,5.0,7.0,0.0,2.0,0.15,0.26,1.0,4.0,0.0,0.15,0.88,0.6,7.6,213491.0
0,0,9,0,14.7,402,0.03,0.07,0.04,0.57,76,1,0,2.7,3.4,2024-10-19,64,False,5,0,0,0,0,8,0,50768,1,1,0,9.0,2,-3550,2732,6282,52,True,0,0,2,0.0704520866274833,66,Newcastle United,Brighton,0,1,26676,2024,681357,0.0433338843286037,0,1,0,0.0704520866274833,0.137099951505661,0.0402462556958198,3.0,4.0,8.0,2.3,MID,1.0,0.29,0.37,0.08,2.53,2.0,0.0,11.8,42.0,49.4,27.0,203.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,9.0,0.0,2.0,0.11,0.22,1.0,3.0,0.0,0.11,0.69,0.46,8.3,183602.0
0,0,2,0,0.8,402,0.0,0.0,0.0,0.41,85,0,0,0.4,1.0,2024-10-27,22,False,6,0,0,0,0,9,0,46661,0,1,2,2.0,1,-4202,1022,5224,51,False,0,0,0,0.0,15,Chelsea,Newcastle United,2,1,26688,2024,683534,0.0,0,0,0,0.0,0.0,0.0,3.0,4.0,9.0,1.5,MID,1.0,0.22,0.31,0.09,2.09,2.0,0.0,10.6,28.6,45.8,32.0,222.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,7.0,0.0,3.0,0.14,0.18,0.0,3.0,0.0,0.14,0.56,0.35,7.6,161050.0
0,0,1,0,0.8,402,0.02,0.02,0.0,0.28,119,0,0,0.2,1.0,2024-11-25,21,False,19,0,0,0,0,12,0,33187,0,2,0,0.0,1,-2199,501,2700,50,True,0,0,0,0.0,18,Newcastle United,West Ham,0,2,26713,2024,689564,0.0,0,0,0,0.0,0.0,0.0,2.0,4.0,12.0,0.3,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
