assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,team_h_difficulty,team_a_difficulty,event,xP,position,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,total_points_3,goals_3,shots_3,xG_3,xA_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,selected_3
0,0,13,0,19.9,117,0.19,0.19,0.0,0.98,10,1,0,3.1,11.4,2024-08-19,78,False,18,0,0,0,0,1,0,8082,1,1,1,0.0,2,0,0,0,50,True,0,0,0,0.0,80,Leicester,Tottenham,1,1,26611,2024,667449,0.3427987992763519,0,1,0,0.0,0.4167591035366058,0.4167591035366058,4.0,2.0,1.0,1.1,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0,19,0,38.5,117,0.19,0.19,0.0,1.74,15,2,0,6.6,25.8,2024-08-24,70,False,9,0,0,0,0,2,0,11229,1,1,2,2.0,5,1379,2588,1209,50,False,0,0,0,0.0,75,Fulham,Leicester,2,1,26614,2024,667968,0.5042760372161865,1,3,0,0.0,0.0194686166942119,0.0,2.0,3.0,2.0,3.0,MID,0.0,0.19,0.19,0.0,0.98,1.0,0.0,3.1,11.4,19.9,0.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.34,0.0,1.0,0.0,0.0,0.42,0.42,1.1,8082.0
0,0,19,0,6.9,117,0.0,0.17,0.17,0.09,26,0,1,5.8,32.6,2024-08-31,22,False,2,0,0,0,0,3,0,16265,0,2,1,18.0,6,3328,6403,3075,50,True,0,1,2,0.5209264755249023,20,Leicester,Aston Villa,1,2,26626,2024,671822,0.0,0,0,1,0.5209264755249023,0.5209264755249023,0.0,3.0,2.0,3.0,3.8,MID,0.0,0.38,0.38,0.0,2.72,3.0,0.0,9.7,37.2,58.4,2.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,7.0,0.0,0.0,0.0,0.85,1.0,4.0,0.0,0.0,0.44,0.42,4.1,19311.0
0,0,-3,0,1.7,117,0.01,0.05,0.04,0.22,45,0,0,0.8,1.4,2024-09-21,34,False,8,0,0,0,0,5,0,32267,0,1,1,5.0,0,-2950,2982,5932,50,True,1,0,1,0.0811550393700599,31,Leicester,Everton,1,1,26644,2024,675667,0.0,0,0,0,0.0811550393700599,0.0811550393700599,0.0,2.0,2.0,5.0,2.3,MID,0.0,0.19,0.36,0.17,1.83,2.0,1.0,12.4,58.4,45.4,20.0,92.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,11.0,1.0,2.0,0.52,0.5,1.0,3.0,1.0,0.52,0.54,0.0,6.8,27494.0
1,0,16,0,14.8,117,0.06,0.24,0.18,3.42,51,2,0,7.0,32.4,2024-09-28,84,False,1,0,0,0,0,6,0,24867,1,2,4,23.0,4,-7437,610,8047,50,False,1,0,2,0.1314598321914672,88,Arsenal,Leicester,4,2,26655,2024,677854,0.047445710748434,1,1,0,0.1314598321914672,0.1314598321914672,0.0,2.0,5.0,6.0,-0.2,MID,0.0,0.01,0.22,0.21,0.31,0.0,1.0,6.6,34.0,8.6,23.0,56.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,2.0,6.0,1.0,3.0,0.6,0.0,0.0,0.0,1.0,0.6,0.6,0.0,6.1,48532.0
0,3,40,1,16.5,117,0.15,0.45,0.3,1.66,68,0,1,9.1,44.4,2024-10-05,81,False,3,0,0,0,0,7,0,28397,1,0,1,30.0,11,2794,5788,2994,50,True,0,1,3,0.4877281785011291,85,Leicester,Bournemouth,1,0,26663,2024,679427,0.3606627881526947,0,1,1,0.4877281785011291,0.8483909964561462,0.4484193027019501,3.0,2.0,7.0,3.3,MID,0.0,0.07,0.29,0.22,3.64,2.0,0.0,7.8,33.8,16.5,28.0,118.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,3.0,5.0,4.0,0.0,3.0,0.21,0.05,1.0,1.0,0.0,0.21,0.21,0.0,2.1,57134.0
0,0,25,0,51.8,117,0.17,1.51,1.34,2.15,78,2,1,14.8,47.0,2024-10-19,90,False,17,0,0,0,0,8,0,106337,1,3,2,49.0,6,73258,79208,5950,50,False,1,1,5,1.0362848043441772,90,Southampton,Leicester,2,3,26678,2024,681404,0.1698783934116363,0,3,1,1.0362848043441772,1.0462558269500732,0.8393218517303467,2.0,2.0,8.0,7.5,MID,1.0,0.22,0.74,0.52,5.3,2.0,1.0,16.9,78.2,33.0,58.0,199.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,3.0,6.0,15.0,1.0,6.0,0.7,0.41,1.0,2.0,1.0,0.7,1.06,0.45,5.4,85531.0
0,0,15,0,37.6,117,0.09,0.21,0.12,1.73,88,3,0,7.5,22.6,2024-10-25,90,False,16,0,0,0,0,9,0,243830,1,3,1,15.0,2,132725,140312,7587,50,True,0,0,4,0.1001932546496391,90,Leicester,Nottingham Forest,1,3,26682,2024,682629,0.02845467813313,0,2,0,0.1001932546496391,0.1457591950893402,0.0281131248921155,3.0,2.0,9.0,6.3,MID,1.0,0.38,2.2,1.82,7.23,4.0,2.0,30.9,123.8,83.1,102.0,255.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,5.0,7.0,21.0,2.0,10.0,1.66,0.58,1.0,5.0,2.0,1.66,2.03,1.29,10.6,159601.0
0,0,17,0,33.0,117,0.08,0.31,0.23,1.0,93,1,0,9.3,17.8,2024-11-02,90,False,10,0,0,0,0,10,0,337772,1,1,1,42.0,1,91153,110647,19494,51,False,1,0,3,0.2342309206724167,90,Ipswich,Leicester,1,1,26695,2024,685014,0.6651824712753296,0,3,0,0.2342309206724167,0.8942782878875732,0.0616222955286502,2.0,2.0,10.0,3.0,MID,1.0,0.41,2.17,1.76,5.54,5.0,2.0,31.4,114.0,105.9,94.0,261.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,6.0,4.0,19.0,2.0,12.0,1.62,0.56,0.0,6.0,2.0,1.62,2.04,1.32,17.1,378564.0
0,0,6,0,50.1,117,0.38,0.38,0.0,0.7,106,3,0,6.6,13.6,2024-11-10,90,False,14,0,0,0,0,11,0,273372,1,0,3,2.0,1,-58284,12581,70865,51,False,1,0,0,0.0,90,Manchester United,Leicester,3,0,26708,2024,687363,0.3283396959304809,0,3,0,0.0,0.3308521509170532,0.3308521509170532,2.0,3.0,11.0,1.3,MID,0.0,0.34,2.03,1.69,4.88,6.0,1.0,31.6,87.4,122.4,106.0,270.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,7.0,4.0,9.0,1.0,12.0,1.37,0.86,0.0,8.0,1.0,1.37,2.09,0.93,16.8,687939.0
