assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,player_team,team_h_difficulty,team_a_difficulty,event,xP,position,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,total_points_3,goals_3,shots_3,xG_3,xA_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,selected_3
0.0,0.0,12.0,0.0,39.2,718.0,0.13,0.13,0.0,1.84,236.0,1.0,0.0,7.0,28.6,2025-02-01,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,10.0,0.0,0.0,0.0,0.0,24.0,0.0,553.0,1.0,2.0,1.0,2.0,1.0,36.0,96.0,60.0,4.0,False,1.0,0.0,0.0,0.0,84.0,Ipswich,Southampton,1.0,2.0,26837.0,2024.0,703373.0,0.0395561046898365,0.0,2.0,0.0,0.0,0.0744838193058967,0.0349277146160602,Southampton,2.0,2.0,24.0,-0.3,DEF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-2.0,0.0,0.7,718.0,0.01,0.01,0.0,0.76,248.0,2.0,0.0,1.9,16.6,2025-02-15,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,3.0,0.0,0.0,0.0,0.0,25.0,0.0,879.0,1.0,3.0,1.0,2.0,0.0,134.0,206.0,72.0,4.0,True,0.0,0.0,0.0,0.0,47.0,Southampton,Bournemouth,1.0,3.0,26849.0,2024.0,706251.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southampton,3.0,2.0,25.0,-0.7,DEF,0.0,0.13,0.13,0.0,1.84,1.0,0.0,7.0,28.6,39.2,2.0,80.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.04,0.0,2.0,0.0,0.0,0.07,0.03,-0.3,553.0
0.0,0.0,-2.0,0.0,0.7,718.0,0.01,0.01,0.0,0.76,248.0,2.0,0.0,1.9,16.6,2025-02-15,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,3.0,0.0,0.0,0.0,0.0,25.0,0.0,879.0,1.0,3.0,1.0,2.0,0.0,134.0,206.0,72.0,4.0,True,0.0,0.0,0.0,0.0,47.0,Southampton,Bournemouth,1.0,3.0,26849.0,2024.0,706251.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southampton,3.0,2.0,25.0,-0.7,DEF,0.0,0.13,0.13,0.0,1.84,1.0,0.0,7.0,28.6,39.2,2.0,80.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.04,0.0,2.0,0.0,0.0,0.07,0.03,-0.3,553.0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4,,,,,,,,,,,,,,,,,,,,,,,,26.0,,2,0.0,0.14,0.14,0.0,2.6,3.0,0.0,8.9,45.2,39.9,4.0,125.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,5.0,2.0,1.0,0.0,0.0,0.0,0.04,0.0,2.0,0.0,0.0,0.07,0.03,-1.0,1432.0
