assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,player_team,team_h_difficulty,team_a_difficulty,event,xP,position,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,total_points_3,goals_3,shots_3,xG_3,xA_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,selected_3,clean_sheets_5,expected_assists_5,expected_goal_involvements_5,expected_goals_5,expected_goals_conceded_5,goals_conceded_5,goals_scored_5,ict_index_5,influence_5,creativity_5,threat_5,minutes_5,own_goals_5,penalties_missed_5,penalties_saved_5,red_cards_5,yellow_cards_5,saves_5,starts_5,team_a_score_5,team_h_score_5,total_points_5,goals_5,shots_5,xG_5,xA_5,assists_y_5,key_passes_5,npg_5,npxG_5,xGChain_5,xGBuildup_5,xP_5,selected_5,pts_bps,whh,whd,wha
0.0,0.0,10.0,0.0,16.8,755.0,0.09,0.24,0.15,1.75,227.0,1.0,0.0,2.9,7.4,2025-01-25,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,6.0,0.0,0.0,0.0,0.0,23.0,0.0,171363.0,1.0,1.0,3.0,5.0,2.0,166025.0,170577.0,4552.0,7.0,True,0.0,0.0,2.0,0.1179600730538368,76.0,Manchester City,Chelsea,3.0,1.0,26828.0,2024.0,701659.0,0.1814546138048172,0.0,1.0,0.0,0.1179600730538368,0.4049560129642486,0.3531023859977722,Manchester City,4.0,4.0,23.0,2.3,FWD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.473,0.236,0.291
0.0,0.0,6.0,0.0,43.0,755.0,0.33,0.35,0.02,0.76,231.0,3.0,0.0,5.4,4.0,2025-02-02,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,1.0,0.0,0.0,0.0,0.0,24.0,0.0,311863.0,1.0,1.0,5.0,7.0,2.0,135862.0,158704.0,22842.0,7.0,False,0.0,0.0,1.0,0.0225296914577484,73.0,Arsenal,Manchester City,5.0,1.0,26833.0,2024.0,704213.0,0.2028606832027435,0.0,3.0,0.0,0.0225296914577484,0.5089869499206543,0.4302590787410736,Manchester City,4.0,4.0,24.0,2.0,FWD,0.0,0.09,0.24,0.15,1.75,1.0,0.0,2.9,7.4,16.8,5.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,0.0,2.0,0.12,0.18,0.0,1.0,0.0,0.12,0.4,0.35,2.3,171363.0,0.0,0.09,0.24,0.15,1.75,1.0,0.0,2.9,7.4,16.8,5.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,0.0,2.0,0.12,0.18,0.0,1.0,0.0,0.12,0.4,0.35,2.3,171363.0,2.0,0.475,0.271,0.253
0.0,3.0,88.0,1.0,17.3,755.0,0.16,0.87,0.71,0.48,247.0,0.0,3.0,16.6,100.0,2025-02-15,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,15.0,0.0,0.0,0.0,0.0,25.0,0.0,294222.0,1.0,0.0,4.0,49.0,17.0,-19156.0,44969.0,64125.0,7.0,True,0.0,3.0,4.0,0.916047215461731,77.0,Manchester City,Newcastle United,4.0,0.0,26848.0,2024.0,706221.0,0.0,0.0,0.0,3.0,0.916047215461731,0.916047215461731,0.0,Manchester City,3.0,4.0,25.0,7.0,FWD,0.0,0.42,0.59,0.17,2.51,4.0,0.0,8.3,11.4,59.8,12.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,8.0,4.0,0.0,3.0,0.14,0.38,0.0,4.0,0.0,0.14,0.91,0.78,4.3,483226.0,0.0,0.42,0.59,0.17,2.51,4.0,0.0,8.3,11.4,59.8,12.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,8.0,4.0,0.0,3.0,0.14,0.38,0.0,4.0,0.0,0.14,0.91,0.78,4.3,483226.0,14.0,0.485,0.237,0.278
0.0,3.0,88.0,1.0,17.3,755.0,0.16,0.87,0.71,0.48,247.0,0.0,3.0,16.6,100.0,2025-02-15,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,15.0,0.0,0.0,0.0,0.0,25.0,0.0,294222.0,1.0,0.0,4.0,49.0,17.0,-19156.0,44969.0,64125.0,7.0,True,0.0,3.0,4.0,0.916047215461731,77.0,Manchester City,Newcastle United,4.0,0.0,26848.0,2024.0,706221.0,0.0,0.0,0.0,3.0,0.916047215461731,0.916047215461731,0.0,Manchester City,3.0,4.0,25.0,7.0,FWD,0.0,0.42,0.59,0.17,2.51,4.0,0.0,8.3,11.4,59.8,12.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,8.0,4.0,0.0,3.0,0.14,0.38,0.0,4.0,0.0,0.14,0.91,0.78,4.3,483226.0,0.0,0.42,0.59,0.17,2.51,4.0,0.0,8.3,11.4,59.8,12.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,8.0,4.0,0.0,3.0,0.14,0.38,0.0,4.0,0.0,0.14,0.91,0.78,4.3,483226.0,14.0,0.485,0.237,0.278
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.71,True,,,,,,Manchester City,Liverpool,,,,,,,,,,,,,,5.0,4.0,26.0,,4,1.0,0.58,1.46,0.88,2.99,4.0,3.0,24.9,111.4,77.1,61.0,219.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,12.0,21.0,3.0,7.0,1.06,0.38,0.0,4.0,3.0,1.06,1.83,0.78,11.3,777448.0,1.0,0.58,1.46,0.88,2.99,4.0,3.0,24.9,111.4,77.1,61.0,219.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,12.0,21.0,3.0,7.0,1.06,0.38,0.0,4.0,3.0,1.06,1.83,0.78,11.3,777448.0,,0.345,0.243,0.412
