assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,player_team,team_h_difficulty,team_a_difficulty,event,xP,position,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,total_points_3,goals_3,shots_3,xG_3,xA_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,selected_3,clean_sheets_5,expected_assists_5,expected_goal_involvements_5,expected_goals_5,expected_goals_conceded_5,goals_conceded_5,goals_scored_5,ict_index_5,influence_5,creativity_5,threat_5,minutes_5,own_goals_5,penalties_missed_5,penalties_saved_5,red_cards_5,yellow_cards_5,saves_5,starts_5,team_a_score_5,team_h_score_5,total_points_5,goals_5,shots_5,xG_5,xA_5,assists_y_5,key_passes_5,npg_5,npxG_5,xGChain_5,xGBuildup_5,xP_5,selected_5,pts_bps,whh,whd,wha
0.0,0.0,4.0,0.0,0.1,642.0,0.0,0.0,0.0,0.15,29.0,0.0,0.0,0.2,2.2,2024-08-31,4.0,False,16.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,50.0,False,0.0,0.0,0.0,0.0,2.0,Nottingham Forest,Wolverhampton Wanderers,1.0,1.0,26627.0,2024.0,671869.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wolverhampton Wanderers,2.0,3.0,3.0,1.6,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.468,0.266,0.266
0.0,0.0,9.0,0.0,12.6,642.0,0.01,0.01,0.0,0.75,40.0,1.0,0.0,2.2,9.6,2024-09-15,76.0,False,15.0,0.0,0.0,0.0,0.0,4.0,0.0,844.0,1.0,2.0,1.0,0.0,1.0,485.0,577.0,92.0,50.0,True,1.0,0.0,0.0,0.0,79.0,Wolverhampton Wanderers,Newcastle United,1.0,2.0,26641.0,2024.0,674616.0,0.0933895632624626,0.0,1.0,0.0,0.0,0.4153265953063965,0.3219370245933532,Wolverhampton Wanderers,3.0,2.0,4.0,0.5,MID,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.2,2.2,0.1,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.2,2.2,0.1,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,1.0,0.289,0.258,0.454
0.0,0.0,21.0,0.0,2.3,642.0,0.01,0.07,0.06,1.73,41.0,3.0,0.0,2.4,16.8,2024-09-21,90.0,False,2.0,0.0,0.0,0.0,0.0,5.0,0.0,1340.0,1.0,1.0,3.0,5.0,2.0,334.0,471.0,137.0,50.0,False,0.0,0.0,1.0,0.0424236468970775,90.0,Aston Villa,Wolverhampton Wanderers,3.0,1.0,26647.0,2024.0,675766.0,0.0,0.0,0.0,0.0,0.0424236468970775,0.0576550103724002,0.0576550103724002,Wolverhampton Wanderers,2.0,4.0,5.0,1.3,MID,0.0,0.01,0.01,0.0,0.9,1.0,0.0,2.4,11.8,12.7,0.0,80.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,2.0,2.0,0.0,0.0,0.0,0.09,0.0,1.0,0.0,0.0,0.42,0.32,2.1,844.0,0.0,0.01,0.01,0.0,0.9,1.0,0.0,2.4,11.8,12.7,0.0,80.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.0,2.0,2.0,0.0,0.0,0.0,0.09,0.0,1.0,0.0,0.0,0.42,0.32,2.1,844.0,2.0,0.598,0.228,0.174
0.0,0.0,12.0,0.0,1.1,642.0,0.01,0.01,0.0,2.54,60.0,2.0,0.0,0.7,5.4,2024-09-28,90.0,False,12.0,0.0,0.0,0.0,0.0,6.0,0.0,1581.0,1.0,2.0,1.0,0.0,1.0,101.0,331.0,230.0,50.0,True,1.0,0.0,0.0,0.0,90.0,Wolverhampton Wanderers,Liverpool,1.0,2.0,26658.0,2024.0,678055.0,0.0,0.0,0.0,0.0,0.0,0.1307133585214615,0.1307133585214615,Wolverhampton Wanderers,5.0,2.0,6.0,0.8,MID,0.0,0.02,0.08,0.06,2.63,4.0,0.0,4.8,28.6,15.0,5.0,170.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,5.0,4.0,0.0,1.0,0.04,0.09,0.0,1.0,0.0,0.04,0.47,0.38,3.4,2184.0,0.0,0.02,0.08,0.06,2.63,4.0,0.0,4.8,28.6,15.0,5.0,170.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,5.0,4.0,0.0,1.0,0.04,0.09,0.0,1.0,0.0,0.04,0.47,0.38,3.4,2184.0,1.0,0.119,0.174,0.707
0.0,0.0,14.0,0.0,23.8,642.0,0.01,0.02,0.01,2.4,63.0,4.0,0.0,4.0,9.4,2024-10-05,56.0,False,4.0,0.0,0.0,0.0,0.0,7.0,0.0,1994.0,1.0,3.0,5.0,7.0,1.0,233.0,444.0,211.0,50.0,False,0.0,0.0,1.0,0.0112776113674044,61.0,Brentford,Wolverhampton Wanderers,5.0,3.0,26667.0,2024.0,679565.0,0.0305459592491388,0.0,2.0,0.0,0.0112776113674044,0.1702047884464264,0.1283812075853347,Wolverhampton Wanderers,2.0,4.0,7.0,1.2,MID,0.0,0.03,0.09,0.06,5.02,6.0,0.0,5.3,31.8,16.0,5.0,256.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,5.0,5.0,4.0,0.0,1.0,0.04,0.09,0.0,1.0,0.0,0.04,0.6,0.51,2.6,3765.0,0.0,0.03,0.09,0.06,5.17,6.0,0.0,5.5,34.0,16.1,5.0,260.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,6.0,6.0,5.0,0.0,1.0,0.04,0.09,0.0,1.0,0.0,0.04,0.6,0.51,4.2,3765.0,1.0,0.458,0.267,0.275
0.0,0.0,4.0,0.0,0.1,642.0,0.0,0.0,0.0,0.64,80.0,1.0,0.0,1.4,13.6,2024-10-20,45.0,False,13.0,0.0,0.0,0.0,0.0,8.0,0.0,2058.0,1.0,2.0,1.0,0.0,1.0,-65.0,211.0,276.0,50.0,True,0.0,0.0,0.0,0.0,48.0,Wolverhampton Wanderers,Manchester City,1.0,2.0,26681.0,2024.0,681880.0,0.0,0.0,0.0,0.0,0.0,0.7448322176933289,0.7448322176933289,Wolverhampton Wanderers,4.0,2.0,8.0,0.0,MID,0.0,0.03,0.1,0.07,6.67,9.0,0.0,7.1,31.6,27.2,12.0,236.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,6.0,9.0,4.0,0.0,2.0,0.05,0.03,0.0,2.0,0.0,0.05,0.36,0.32,3.3,4915.0,0.0,0.04,0.11,0.07,7.57,10.0,0.0,9.5,43.4,39.9,12.0,316.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,9.0,11.0,6.0,0.0,2.0,0.05,0.12,0.0,3.0,0.0,0.05,0.77,0.64,5.4,5759.0,1.0,0.106,0.174,0.72
0.0,0.0,3.0,0.0,0.1,642.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,2024-10-26,1.0,False,5.0,0.0,0.0,0.0,0.0,9.0,0.0,2191.0,0.0,2.0,2.0,0.0,1.0,41.0,173.0,132.0,50.0,False,0.0,0.0,0.0,0.0,1.0,Brighton,Wolverhampton Wanderers,2.0,2.0,26686.0,2024.0,683048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wolverhampton Wanderers,2.0,3.0,9.0,1.0,MID,0.0,0.02,0.03,0.01,5.58,7.0,0.0,6.1,28.4,25.0,7.0,191.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,7.0,7.0,3.0,0.0,1.0,0.01,0.03,0.0,2.0,0.0,0.01,1.05,1.0,2.0,5633.0,0.0,0.04,0.11,0.07,8.06,11.0,0.0,10.7,54.8,39.9,12.0,357.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,10.0,11.0,6.0,0.0,2.0,0.05,0.12,0.0,3.0,0.0,0.05,1.52,1.38,3.8,7817.0,1.0,0.58,0.228,0.192
0.0,0.0,16.0,0.0,3.4,642.0,0.01,0.01,0.0,1.03,115.0,1.0,0.0,1.7,14.0,2024-11-23,90.0,False,9.0,0.0,0.0,0.0,0.0,12.0,0.0,2293.0,1.0,4.0,1.0,0.0,2.0,-85.0,187.0,272.0,50.0,False,0.0,0.0,0.0,0.0,90.0,Fulham,Wolverhampton Wanderers,1.0,4.0,26717.0,2024.0,688412.0,0.0,0.0,0.0,0.0,0.0,0.4774569869041443,0.4774569869041443,Wolverhampton Wanderers,2.0,3.0,12.0,0.7,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.01,3.04,5.0,0.0,5.4,23.0,24.0,7.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,8.0,3.0,0.0,1.0,0.01,0.03,0.0,2.0,0.0,0.01,0.92,0.87,2.2,6243.0,,,,
0.0,0.0,20.0,0.0,4.4,642.0,0.02,0.02,0.0,3.19,130.0,4.0,0.0,2.4,19.8,2024-11-30,81.0,False,3.0,0.0,0.0,0.0,0.0,13.0,0.0,2441.0,1.0,4.0,2.0,0.0,2.0,77.0,263.0,186.0,50.0,True,0.0,0.0,0.0,0.0,90.0,Wolverhampton Wanderers,Bournemouth,2.0,4.0,26731.0,2024.0,689964.0,0.0,0.0,0.0,0.0,0.0,0.6097366213798523,0.6097366213798523,Wolverhampton Wanderers,3.0,2.0,13.0,1.0,MID,0.0,0.01,0.01,0.0,1.03,1.0,0.0,1.7,14.0,3.4,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.48,0.7,2293.0,0.0,0.01,0.01,0.0,1.67,2.0,0.0,3.1,27.6,3.6,0.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.22,1.22,1.7,6542.0,,,,
0.0,0.0,27.0,0.0,3.3,642.0,0.02,0.02,0.0,1.02,134.0,4.0,0.0,2.8,25.0,2024-12-04,90.0,False,8.0,0.0,0.0,0.0,0.0,14.0,0.0,2492.0,1.0,0.0,4.0,0.0,2.0,-24.0,176.0,200.0,50.0,False,0.0,0.0,0.0,0.0,90.0,Everton,Wolverhampton Wanderers,4.0,0.0,26735.0,2024.0,691590.0,0.0,0.0,0.0,0.0,0.0,0.5170024633407593,0.5170024633407593,Wolverhampton Wanderers,2.0,3.0,14.0,1.5,MID,0.0,0.03,0.03,0.0,4.22,5.0,0.0,4.1,33.8,7.8,0.0,171.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,8.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09,1.09,1.7,4734.0,0.0,0.03,0.03,0.0,4.22,5.0,0.0,4.1,33.8,7.9,0.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.09,1.09,2.7,6925.0,,,,
