assists_x,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,team_h_difficulty,team_a_difficulty,event
1,0,19,0,0.0,690,375,0,0,0.0,0.0,2022-05-22,58,18,0,0,0,0,38,0,1358,1,2,0.0,4,63,112,49,45,True,0,0,1,0.0535646490752697,59,DML,Chelsea,Watford,2,1,16750,2021,537775,0.7482358813285828,1,2,0,0.0535646490752697,0.5048700571060181,0.3631519377231598,2,4,38
