assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,team_h_difficulty,team_a_difficulty,event,xP,position,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,total_points_3,goals_3,shots_3,xG_3,xA_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,selected_3,clean_sheets_5,expected_assists_5,expected_goal_involvements_5,expected_goals_5,expected_goals_conceded_5,goals_conceded_5,goals_scored_5,ict_index_5,influence_5,creativity_5,threat_5,minutes_5,own_goals_5,penalties_missed_5,penalties_saved_5,red_cards_5,yellow_cards_5,saves_5,starts_5,team_a_score_5,team_h_score_5,total_points_5,goals_5,shots_5,xG_5,xA_5,assists_y_5,key_passes_5,npg_5,npxG_5,xGChain_5,xGBuildup_5,xP_5,selected_5
0,0,24,1,2.2,198,0.0,0.0,0.0,1.08,64,0,0,2.0,17.4,2023-10-02,90,10,0,0,0,0,7,0,43579,1,2,0,0.0,5,1687,4357,2670,48,False,1,0,0,0.0,90,Fulham,Chelsea,0,2,21964,2023,615823,0.0,0,0,0,0.0,0.7553683519363403,0.7553683519363403,3,3,7,1.7,DEF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,12,0,13.4,198,0.01,0.01,0.0,0.75,73,1,0,3.1,17.2,2023-10-07,90,6,0,0,0,0,8,0,54650,1,4,1,0.0,1,8686,11209,2523,48,False,1,0,0,0.0,90,Burnley,Chelsea,1,4,21967,2023,616387,0.0192575547844171,0,1,0,0.0,0.0991616025567054,0.0799040496349334,3,2,8,2.5,DEF,1.0,0.0,0.0,0.0,1.08,0.0,0.0,2.0,17.4,2.2,0.0,90.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.76,1.7,43579.0,1.0,0.0,0.0,0.0,1.08,0.0,0.0,2.0,17.4,2.2,0.0,90.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.76,1.7,43579.0
0,0,8,0,1.1,198,0.12,0.12,0.0,1.06,84,2,0,2.2,18.6,2023-10-21,90,1,0,0,0,0,9,0,50764,1,2,2,2.0,0,-2918,2238,5156,48,True,1,0,0,0.0,90,Chelsea,Arsenal,2,2,21978,2023,618311,0.0,0,0,0,0.0,0.2235558480024337,0.2235558480024337,5,3,9,1.5,DEF,1.0,0.01,0.01,0.0,1.83,1.0,0.0,5.1,34.6,15.6,0.0,180.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,6.0,1.0,6.0,0.0,0.0,0.0,0.02,0.0,1.0,0.0,0.0,0.85,0.84,4.2,98229.0,1.0,0.01,0.01,0.0,1.83,1.0,0.0,5.1,34.6,15.6,0.0,180.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,6.0,1.0,6.0,0.0,0.0,0.0,0.02,0.0,1.0,0.0,0.0,0.85,0.84,4.2,98229.0
0,0,13,0,22.2,198,0.04,0.63,0.59,0.53,95,1,0,6.9,19.2,2023-10-28,80,4,0,0,0,0,10,0,56398,1,2,0,28.0,2,4452,7518,3066,48,True,0,0,2,0.5819696187973022,84,Chelsea,Brentford,0,2,21989,2023,619559,0.0336998254060745,0,1,0,0.5819696187973022,0.8007107377052307,0.1850413382053375,2,3,10,1.0,DEF,1.0,0.13,0.13,0.0,2.89,3.0,0.0,7.3,53.2,16.7,2.0,270.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,8.0,3.0,6.0,0.0,0.0,0.0,0.02,0.0,1.0,0.0,0.0,1.08,1.06,5.7,148993.0,1.0,0.13,0.13,0.0,2.89,3.0,0.0,7.3,53.2,16.7,2.0,270.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,8.0,3.0,6.0,0.0,0.0,0.0,0.02,0.0,1.0,0.0,0.0,1.08,1.06,5.7,148993.0
0,0,11,0,12.7,198,0.02,0.26,0.24,0.79,110,0,0,4.7,13.4,2023-11-06,45,18,0,0,0,0,11,0,55123,0,4,1,21.0,1,-1509,2900,4409,48,False,0,0,1,0.3683071136474609,32,Tottenham,Chelsea,1,4,22004,2023,622776,0.034571498632431,0,1,0,0.3683071136474609,1.0640203952789309,0.6611418724060059,3,4,11,1.0,DEF,0.0,0.17,0.76,0.59,2.34,4.0,0.0,12.2,55.0,36.7,30.0,260.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,8.0,3.0,3.0,0.0,2.0,0.58,0.05,0.0,2.0,0.0,0.58,1.12,0.49,5.0,161812.0,1.0,0.17,0.76,0.59,3.42,4.0,0.0,14.2,72.4,38.9,30.0,350.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,10.0,3.0,8.0,0.0,2.0,0.58,0.05,0.0,2.0,0.0,0.58,1.88,1.24,6.7,205391.0
0,0,9,0,11.2,198,0.01,0.01,0.0,2.9,115,4,0,2.4,13.2,2023-11-12,90,13,0,0,0,0,12,0,55840,1,4,4,0.0,-1,91,3095,3004,48,True,1,0,0,0.0,90,Chelsea,Manchester City,4,4,22009,2023,624145,0.065186507999897,0,1,0,0.0,0.1334919333457946,0.1334919333457946,5,3,12,-0.3,DEF,0.0,0.18,1.01,0.83,2.38,3.0,0.0,13.8,51.2,36.0,51.0,215.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,8.0,3.0,3.0,0.0,3.0,0.95,0.07,0.0,2.0,0.0,0.95,2.09,1.07,3.5,162285.0,1.0,0.19,1.02,0.83,4.21,4.0,0.0,18.9,85.8,51.6,51.0,395.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,14.0,4.0,9.0,0.0,3.0,0.95,0.09,0.0,3.0,0.0,0.95,2.94,1.91,7.7,260514.0
0,0,8,0,11.4,198,0.01,0.01,0.0,2.28,127,4,0,2.3,12.0,2023-11-25,90,15,0,0,0,0,13,0,60130,1,1,4,0.0,-1,3100,6384,3284,48,False,1,0,0,0.0,90,Newcastle United,Chelsea,4,1,22021,2023,624915,0.0475952327251434,0,1,0,0.0,0.1235466748476028,0.1235466748476028,3,4,13,-0.8,DEF,0.0,0.07,0.9,0.83,4.22,5.0,0.0,14.0,45.8,46.1,49.0,215.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,10.0,5.0,2.0,0.0,3.0,0.95,0.13,0.0,3.0,0.0,0.95,2.0,0.98,1.7,167361.0,0.0,0.2,1.03,0.83,6.03,8.0,0.0,19.3,81.6,60.6,51.0,395.0,0.0,0.0,0.0,0.0,3.0,0.0,4.0,16.0,8.0,3.0,0.0,3.0,0.95,0.15,0.0,4.0,0.0,0.95,2.32,1.28,5.7,272775.0
0,0,3,0,1.3,198,0.0,0.0,0.0,2.83,150,1,0,1.7,15.2,2023-12-06,45,14,0,0,0,0,15,0,51404,1,1,2,0.0,1,-981,698,1679,48,False,0,0,0,0.0,54,Manchester United,Chelsea,2,1,22044,2023,628097,0.0,0,0,0,0.0,0.1679067313671112,0.1679067313671112,3,4,15,-0.7,DEF,0.0,0.02,0.02,0.0,5.18,8.0,0.0,4.7,25.2,22.6,0.0,180.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,5.0,8.0,-2.0,0.0,0.0,0.0,0.11,0.0,2.0,0.0,0.0,0.26,0.26,-1.1,115970.0,0.0,0.08,0.91,0.83,6.5,9.0,0.0,16.3,57.8,57.5,49.0,305.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,11.0,9.0,1.0,0.0,3.0,0.95,0.18,0.0,4.0,0.0,0.95,2.12,1.1,0.9,227491.0
0,0,16,0,16.8,198,0.05,0.07,0.02,1.01,154,1,0,4.6,22.2,2023-12-10,83,9,0,0,0,0,16,0,52667,1,0,2,7.0,2,923,2133,1210,48,False,0,0,1,0.0189781840890645,88,Everton,Chelsea,2,0,22048,2023,629281,0.0284430123865604,0,1,0,0.0189781840890645,0.1965624243021011,0.1775842458009719,3,2,16,0.2,DEF,0.0,0.01,0.01,0.0,5.11,5.0,0.0,4.0,27.2,12.7,0.0,135.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,6.0,0.0,0.0,0.0,0.0,0.05,0.0,1.0,0.0,0.0,0.29,0.29,-1.5,111534.0,0.0,0.04,0.28,0.24,8.8,9.0,0.0,11.1,53.8,36.6,21.0,270.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,10.0,11.0,0.0,0.0,1.0,0.37,0.15,0.0,3.0,0.0,0.37,1.49,1.09,-0.8,222497.0
0,0,14,0,0.5,198,0.0,0.0,0.0,0.8,275,2,0,2.5,24.2,2024-03-11,90,15,0,0,0,0,28,0,38632,1,2,3,0.0,1,322,489,167,48,True,0,0,0,0.0,90,Chelsea,Newcastle United,3,2,22169,2023,647836,0.0,0,0,0,0.0,0.0440075024962425,0.0440075024962425,3,3,28,0.3,DEF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,16,0,56.8,198,0.16,0.23,0.07,1.58,294,2,0,10.6,24.0,2024-03-30,90,6,0,0,0,0,30,0,45453,1,2,2,25.0,0,5602,6165,563,48,True,1,0,1,0.3254351615905761,90,Chelsea,Burnley,2,2,22188,2023,649770,0.1843893826007843,0,5,0,0.3254351615905761,2.299873352050781,2.1554489135742188,2,3,30,0.8,DEF,0.0,0.0,0.0,0.0,0.8,2.0,0.0,2.5,24.2,0.5,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.3,38632.0,0.0,0.0,0.0,0.0,0.8,2.0,0.0,2.5,24.2,0.5,0.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.3,38632.0
1,0,19,0,12.9,198,0.02,0.07,0.05,1.57,307,3,0,3.6,15.4,2024-04-04,90,14,0,0,0,0,31,0,45323,1,3,4,8.0,4,-207,1619,1826,48,True,0,0,1,0.053644236177206,90,Chelsea,Manchester United,4,3,22201,2023,651274,0.0246186312288045,0,1,0,0.053644236177206,0.1620871126651764,0.1374684870243072,3,3,31,1.7,DEF,0.0,0.16,0.23,0.07,2.38,4.0,0.0,13.1,48.2,57.3,25.0,180.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,5.0,1.0,0.0,1.0,0.33,0.18,0.0,5.0,0.0,0.33,2.34,2.2,1.1,84085.0,0.0,0.16,0.23,0.07,2.38,4.0,0.0,13.1,48.2,57.3,25.0,180.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,5.0,1.0,0.0,1.0,0.33,0.18,0.0,5.0,0.0,0.33,2.34,2.2,1.1,84085.0
0,0,9,0,2.3,198,0.01,0.01,0.0,0.76,318,1,0,0.7,2.2,2024-04-07,90,17,0,0,0,0,32,0,53848,1,2,2,2.0,1,8042,8914,872,48,False,1,0,0,0.0,90,Sheffield United,Chelsea,2,2,22212,2023,652590,0.0,0,0,0,0.0,0.0715284198522567,0.0715284198522567,3,2,32,2.0,DEF,0.0,0.18,0.3,0.12,3.15,5.0,0.0,14.2,39.4,69.7,33.0,180.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,5.0,6.0,4.0,0.0,2.0,0.38,0.21,0.0,6.0,0.0,0.38,2.46,2.29,2.5,90776.0,0.0,0.18,0.3,0.12,3.95,7.0,0.0,16.7,63.6,70.2,33.0,270.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,7.0,9.0,5.0,0.0,2.0,0.38,0.21,0.0,6.0,0.0,0.38,2.51,2.34,2.8,129408.0
1,1,38,1,15.5,198,0.05,0.05,0.0,1.41,325,0,0,4.5,29.6,2024-04-15,90,9,0,0,0,0,33,0,56368,1,0,6,0.0,10,2186,4241,2055,48,True,0,0,0,0.0,90,Chelsea,Everton,6,0,22219,2023,654302,0.121836245059967,1,1,0,0.0,0.8453426361083984,0.8453426361083984,2,3,33,3.8,DEF,0.0,0.19,0.31,0.12,3.91,6.0,0.0,14.9,41.6,72.0,35.0,270.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,7.0,8.0,5.0,0.0,2.0,0.38,0.21,0.0,6.0,0.0,0.38,2.53,2.36,4.5,144624.0,0.0,0.19,0.31,0.12,4.71,8.0,0.0,17.4,65.8,72.5,35.0,360.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,9.0,11.0,6.0,0.0,2.0,0.38,0.21,0.0,6.0,0.0,0.38,2.58,2.41,4.8,183256.0
0,0,9,0,12.7,198,0.08,0.15,0.07,3.37,281,5,0,4.7,24.8,2024-04-23,90,1,0,0,0,0,34,0,63042,1,0,5,9.0,-1,6367,9544,3177,48,False,1,0,1,0.0546660758554935,90,Arsenal,Chelsea,5,0,22175,2023,656049,0.0792233720421791,0,1,0,0.0546660758554935,0.1338894516229629,0.0,3,5,34,1.8,DEF,1.0,0.08,0.13,0.05,3.74,4.0,0.0,8.8,47.2,30.7,10.0,270.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,5.0,12.0,15.0,0.0,1.0,0.05,0.15,1.0,2.0,0.0,0.05,1.08,1.05,7.5,155539.0,1.0,0.24,0.36,0.12,5.32,6.0,0.0,19.4,71.2,87.5,35.0,360.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,7.0,14.0,15.0,0.0,2.0,0.38,0.33,1.0,7.0,0.0,0.38,3.38,3.21,8.3,200992.0
0,0,15,0,43.1,198,0.24,0.36,0.12,0.87,341,2,0,6.5,11.4,2024-04-27,90,2,1,0,0,0,35,0,126418,1,2,2,10.0,-1,60662,70539,9877,48,False,0,0,1,0.0508502647280693,90,Aston Villa,Chelsea,2,2,22236,2023,657263,0.5183382630348206,0,3,0,0.0508502647280693,0.6931262016296387,0.1395216435194015,3,4,35,6.0,DEF,1.0,0.14,0.21,0.07,5.54,6.0,0.0,9.9,56.6,30.5,11.0,270.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,2.0,13.0,10.0,0.0,1.0,0.05,0.2,1.0,2.0,0.0,0.05,1.05,0.92,7.6,173258.0,1.0,0.32,0.51,0.19,8.69,11.0,0.0,24.1,96.0,100.2,44.0,450.0,0.0,0.0,0.0,0.0,3.0,0.0,5.0,7.0,19.0,14.0,0.0,3.0,0.43,0.41,1.0,8.0,0.0,0.43,3.51,3.21,10.1,264034.0
0,2,28,1,1.3,198,0.01,0.01,0.0,1.54,255,0,0,2.6,20.4,2024-05-02,90,18,0,0,0,0,35,0,126418,1,0,2,4.0,8,60662,70539,9877,48,True,0,0,0,0.0,90,Chelsea,Tottenham,2,0,22149,2023,658377,0.0,0,0,0,0.0,0.2098304778337478,0.2098304778337478,3,3,35,6.0,DEF,1.0,0.14,0.21,0.07,5.54,6.0,0.0,9.9,56.6,30.5,11.0,270.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,2.0,13.0,10.0,0.0,1.0,0.05,0.2,1.0,2.0,0.0,0.05,1.05,0.92,7.6,173258.0,1.0,0.32,0.51,0.19,8.69,11.0,0.0,24.1,96.0,100.2,44.0,450.0,0.0,0.0,0.0,0.0,3.0,0.0,5.0,7.0,19.0,14.0,0.0,3.0,0.43,0.41,1.0,8.0,0.0,0.43,3.51,3.21,10.1,264034.0
