assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,player_team,team_h_difficulty,team_a_difficulty,event,xP,position,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,total_points_3,goals_3,shots_3,xG_3,xA_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,selected_3,clean_sheets_5,expected_assists_5,expected_goal_involvements_5,expected_goals_5,expected_goals_conceded_5,goals_conceded_5,goals_scored_5,ict_index_5,influence_5,creativity_5,threat_5,minutes_5,own_goals_5,penalties_missed_5,penalties_saved_5,red_cards_5,yellow_cards_5,saves_5,starts_5,team_a_score_5,team_h_score_5,total_points_5,goals_5,shots_5,xG_5,xA_5,assists_y_5,key_passes_5,npg_5,npxG_5,xGChain_5,xGBuildup_5,xP_5,selected_5
0.0,0.0,6.0,0.0,0.1,548.0,0.0,0.0,0.0,0.35,29.0,0.0,0.0,0.3,3.2,2024-08-31,15.0,False,16.0,0.0,0.0,0.0,0.0,3.0,0.0,8464.0,0.0,1.0,1.0,0.0,1.0,-887.0,893.0,1780.0,54.0,False,0.0,0.0,0.0,0.0,13.0,Nottingham Forest,Wolverhampton Wanderers,1.0,1.0,26627.0,2024.0,671871.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wolverhampton Wanderers,2.0,3.0,3.0,0.3,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3.0,0.0,0.5,548.0,0.01,0.01,0.0,0.38,40.0,0.0,0.0,0.1,0.2,2024-09-15,4.0,False,15.0,0.0,0.0,0.0,0.0,4.0,0.0,7834.0,0.0,2.0,1.0,0.0,1.0,-889.0,392.0,1281.0,54.0,True,0.0,0.0,0.0,0.0,2.0,Wolverhampton Wanderers,Newcastle United,1.0,2.0,26641.0,2024.0,674622.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wolverhampton Wanderers,3.0,2.0,4.0,0.0,MID,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.3,3.2,0.1,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,8464.0,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.3,3.2,0.1,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,8464.0
0.0,0.0,3.0,0.0,0.3,548.0,0.0,0.0,0.0,1.6,41.0,3.0,0.0,0.2,0.0,2024-09-21,25.0,False,2.0,0.0,0.0,0.0,0.0,5.0,0.0,7610.0,0.0,1.0,3.0,2.0,1.0,-402.0,214.0,616.0,54.0,False,0.0,0.0,0.0,0.0,19.0,Aston Villa,Wolverhampton Wanderers,3.0,1.0,26647.0,2024.0,675773.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wolverhampton Wanderers,2.0,4.0,5.0,0.8,MID,0.0,0.01,0.01,0.0,0.73,0.0,0.0,0.4,3.4,0.6,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,16298.0,0.0,0.01,0.01,0.0,0.73,0.0,0.0,0.4,3.4,0.6,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,16298.0
0.0,0.0,6.0,0.0,25.3,548.0,0.07,0.11,0.04,1.56,63.0,1.0,0.0,3.6,6.4,2024-10-05,22.0,False,4.0,0.0,0.0,0.0,0.0,7.0,0.0,7032.0,0.0,3.0,5.0,4.0,1.0,-281.0,253.0,534.0,53.0,False,0.0,0.0,1.0,0.0185476746410131,18.0,Brentford,Wolverhampton Wanderers,5.0,3.0,26667.0,2024.0,679572.0,0.1022010371088981,0.0,2.0,0.0,0.0185476746410131,0.0558005087077617,0.0,Wolverhampton Wanderers,2.0,4.0,7.0,0.8,MID,0.0,0.01,0.01,0.0,1.98,3.0,0.0,0.3,0.2,0.8,2.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,15444.0,0.0,0.01,0.01,0.0,2.33,3.0,0.0,0.6,3.4,0.9,2.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,23908.0
0.0,0.0,1.0,0.0,0.6,548.0,0.0,0.0,0.0,0.5,80.0,1.0,0.0,0.1,0.4,2024-10-20,10.0,False,13.0,0.0,0.0,0.0,0.0,8.0,0.0,6898.0,0.0,2.0,1.0,0.0,1.0,-261.0,137.0,398.0,53.0,True,0.0,0.0,0.0,0.0,8.0,Wolverhampton Wanderers,Manchester City,1.0,2.0,26681.0,2024.0,681886.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wolverhampton Wanderers,4.0,2.0,8.0,-0.3,MID,0.0,0.07,0.11,0.04,3.16,4.0,0.0,3.8,6.4,25.6,6.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,2.0,0.0,1.0,0.02,0.1,0.0,2.0,0.0,0.02,0.06,0.0,1.6,14642.0,0.0,0.08,0.12,0.04,3.89,4.0,0.0,4.2,9.8,26.2,6.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,10.0,4.0,0.0,1.0,0.02,0.1,0.0,2.0,0.0,0.02,0.06,0.0,1.9,30940.0
0.0,0.0,3.0,0.0,0.3,548.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0.4,4.0,2024-10-26,1.0,False,5.0,0.0,0.0,0.0,0.0,9.0,0.0,6937.0,0.0,2.0,2.0,0.0,1.0,-34.0,206.0,240.0,53.0,False,0.0,0.0,0.0,0.0,1.0,Brighton,Wolverhampton Wanderers,2.0,2.0,26686.0,2024.0,683049.0,0.0,0.0,0.0,0.0,0.0,0.0392881296575069,0.0392881296575069,Wolverhampton Wanderers,2.0,3.0,9.0,0.8,MID,0.0,0.07,0.11,0.04,2.06,2.0,0.0,3.7,6.8,25.9,4.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,2.0,0.0,1.0,0.02,0.1,0.0,2.0,0.0,0.02,0.06,0.0,0.5,13930.0,0.0,0.08,0.12,0.04,4.04,5.0,0.0,4.0,7.0,26.7,6.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,10.0,4.0,0.0,1.0,0.02,0.1,0.0,2.0,0.0,0.02,0.06,0.0,1.3,29374.0
1.0,0.0,14.0,0.0,12.1,548.0,0.05,0.13,0.08,1.32,100.0,1.0,0.0,4.7,26.2,2024-11-02,28.0,False,7.0,0.0,0.0,0.0,0.0,10.0,0.0,7006.0,0.0,2.0,2.0,9.0,3.0,-32.0,343.0,375.0,53.0,True,1.0,0.0,1.0,0.0526536367833614,28.0,Wolverhampton Wanderers,Crystal Palace,2.0,2.0,26701.0,2024.0,685247.0,0.3342380821704864,1.0,1.0,0.0,0.0526536367833614,0.4452138543128967,0.0583221279084682,Wolverhampton Wanderers,3.0,2.0,10.0,1.7,MID,0.0,0.07,0.11,0.04,2.06,2.0,0.0,4.1,10.8,26.2,4.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,8.0,3.0,0.0,1.0,0.02,0.1,0.0,2.0,0.0,0.02,0.1,0.04,1.3,20867.0,0.0,0.07,0.11,0.04,3.66,5.0,0.0,4.3,10.8,26.5,6.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,11.0,4.0,0.0,1.0,0.02,0.1,0.0,2.0,0.0,0.02,0.1,0.04,2.1,28477.0
0.0,0.0,3.0,0.0,0.0,548.0,0.0,0.0,0.0,0.17,110.0,0.0,0.0,0.0,0.0,2024-11-09,17.0,False,17.0,0.0,0.0,0.0,0.0,11.0,0.0,7738.0,0.0,0.0,2.0,0.0,1.0,589.0,975.0,386.0,53.0,True,0.0,0.0,0.0,0.0,11.0,Wolverhampton Wanderers,Southampton,2.0,0.0,26711.0,2024.0,686674.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Wolverhampton Wanderers,2.0,2.0,11.0,2.2,MID,0.0,0.05,0.13,0.08,1.82,2.0,0.0,5.2,30.6,13.0,9.0,39.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,5.0,5.0,0.0,1.0,0.05,0.33,1.0,1.0,0.0,0.05,0.48,0.1,2.2,20841.0,0.0,0.12,0.24,0.12,3.38,3.0,0.0,8.8,37.0,38.3,13.0,61.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,10.0,6.0,0.0,2.0,0.07,0.44,1.0,3.0,0.0,0.07,0.54,0.1,3.0,27873.0
0.0,0.0,23.0,0.0,0.0,548.0,0.0,0.24,0.24,0.06,115.0,0.0,1.0,5.0,33.0,2024-11-23,1.0,False,9.0,0.0,0.0,0.0,0.0,12.0,0.0,7535.0,0.0,4.0,1.0,17.0,6.0,-277.0,360.0,637.0,53.0,False,0.0,1.0,1.0,0.3590275645256042,1.0,Fulham,Wolverhampton Wanderers,1.0,4.0,26717.0,2024.0,688418.0,0.0,0.0,0.0,1.0,0.3590275645256042,0.3590275645256042,0.0,Wolverhampton Wanderers,2.0,3.0,12.0,3.3,MID,0.0,0.05,0.13,0.08,1.49,1.0,0.0,5.1,30.2,12.4,9.0,46.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,6.0,5.0,0.0,1.0,0.05,0.33,1.0,1.0,0.0,0.05,0.48,0.1,4.7,21681.0,0.0,0.12,0.24,0.12,3.55,3.0,0.0,8.8,37.0,38.3,13.0,78.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,12.0,7.0,0.0,2.0,0.07,0.44,1.0,3.0,0.0,0.07,0.54,0.1,5.2,35611.0
1.0,0.0,18.0,0.0,11.3,548.0,0.11,0.13,0.02,0.89,130.0,1.0,0.0,4.5,26.4,2024-11-30,26.0,False,3.0,0.0,0.0,0.0,0.0,13.0,0.0,9399.0,0.0,4.0,2.0,7.0,4.0,1646.0,2040.0,394.0,53.0,True,0.0,0.0,1.0,0.0127730928361415,18.0,Wolverhampton Wanderers,Bournemouth,2.0,4.0,26731.0,2024.0,689970.0,0.3747012913227081,1.0,1.0,0.0,0.0127730928361415,0.38747438788414,0.0,Wolverhampton Wanderers,3.0,2.0,13.0,3.5,MID,0.0,0.05,0.37,0.32,1.55,1.0,1.0,9.7,59.2,12.1,26.0,46.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,5.0,10.0,1.0,2.0,0.41,0.33,1.0,1.0,1.0,0.41,0.8,0.06,7.2,22279.0,0.0,0.05,0.37,0.32,2.05,2.0,1.0,10.2,63.6,13.0,26.0,57.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,8.0,12.0,1.0,2.0,0.41,0.33,1.0,1.0,1.0,0.41,0.84,0.1,7.7,36114.0
