assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,team_h_difficulty,team_a_difficulty,event,xP,position,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,total_points_3,goals_3,shots_3,xG_3,xA_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,selected_3,clean_sheets_5,expected_assists_5,expected_goal_involvements_5,expected_goals_5,expected_goals_conceded_5,goals_conceded_5,goals_scored_5,ict_index_5,influence_5,creativity_5,threat_5,minutes_5,own_goals_5,penalties_missed_5,penalties_saved_5,red_cards_5,yellow_cards_5,saves_5,starts_5,team_a_score_5,team_h_score_5,total_points_5,goals_5,shots_5,xG_5,xA_5,assists_y_5,key_passes_5,npg_5,npxG_5,xGChain_5,xGBuildup_5,xP_5,selected_5
0,0,2,0,0.3,23,0.0,0.0,0.0,0.15,2,0,0,0.5,4.2,2024-08-17,10,False,20,0,0,0,0,1,0,192689,0,0,2,0.0,1,0,0,0,70,True,0,0,0,0.0,9,Arsenal,Wolverhampton Wanderers,2,0,26604,2024,666306,0.0,0,0,0,0.0,0.0,0.0,2.0,5.0,1.0,3.5,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,1,25,0,0.5,23,0.02,0.2,0.18,0.16,11,0,1,6.0,33.6,2024-08-24,25,False,2,0,0,0,0,2,0,165221,0,2,0,26.0,7,-43402,3440,46842,69,False,0,1,3,0.1454848051071167,19,Aston Villa,Arsenal,0,2,26618,2024,668286,0.0,0,0,1,0.1454848051071167,0.680227518081665,0.5347427129745483,4.0,4.0,2.0,5.0,MID,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.5,4.2,0.3,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,192689.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.5,4.2,0.3,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,192689.0
0,0,11,0,15.2,23,0.08,0.11,0.03,0.93,21,1,0,4.6,9.4,2024-08-31,58,False,5,0,0,0,0,3,0,203684,1,1,1,21.0,1,20874,47196,26322,69,True,0,0,1,0.047767162322998,63,Arsenal,Brighton,1,1,26622,2024,671518,0.308718740940094,0,1,0,0.047767162322998,0.3997776210308075,0.0432917177677154,3.0,5.0,3.0,4.0,MID,0.0,0.02,0.2,0.18,0.31,0.0,1.0,6.5,37.8,0.8,26.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,8.0,1.0,3.0,0.15,0.0,0.0,0.0,1.0,0.15,0.68,0.53,8.5,357910.0,0.0,0.02,0.2,0.18,0.31,0.0,1.0,6.5,37.8,0.8,26.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,8.0,1.0,3.0,0.15,0.0,0.0,0.0,1.0,0.15,0.68,0.53,8.5,357910.0
0,0,13,1,21.2,23,0.03,0.08,0.05,0.61,39,0,0,3.6,9.4,2024-09-15,79,False,18,0,0,0,0,4,0,185675,1,1,0,5.0,3,-23151,19468,42619,69,False,0,0,1,0.0532701835036277,83,Tottenham,Arsenal,0,1,26640,2024,674328,0.3169068694114685,0,2,0,0.0532701835036277,0.4093664884567261,0.0924596041440963,4.0,4.0,4.0,4.0,MID,0.0,0.1,0.31,0.21,1.24,1.0,1.0,11.1,47.2,16.0,47.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,9.0,1.0,4.0,0.19,0.31,0.0,1.0,1.0,0.19,1.08,0.58,12.5,561594.0,0.0,0.1,0.31,0.21,1.24,1.0,1.0,11.1,47.2,16.0,47.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,9.0,1.0,4.0,0.19,0.31,0.0,1.0,1.0,0.19,1.08,0.58,12.5,561594.0
0,0,-10,0,0.0,23,0.0,0.08,0.08,0.6,47,2,0,0.0,0.0,2024-09-22,52,False,13,0,0,0,1,5,0,179003,1,2,2,4.0,-2,-10267,9272,19539,69,False,0,0,1,0.0956112593412399,52,Manchester City,Arsenal,2,2,26651,2024,676608,0.0,0,0,0,0.0956112593412399,0.0956112593412399,0.0,4.0,4.0,5.0,2.2,MID,1.0,0.13,0.39,0.26,1.7,1.0,1.0,14.2,52.4,36.9,52.0,162.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,11.0,1.0,5.0,0.25,0.63,0.0,3.0,1.0,0.25,1.49,0.67,13.0,554580.0,1.0,0.13,0.39,0.26,1.85,1.0,1.0,14.7,56.6,37.2,52.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,3.0,12.0,1.0,5.0,0.25,0.63,0.0,3.0,1.0,0.25,1.49,0.67,16.5,747269.0
1,2,38,0,31.8,23,0.12,1.23,1.11,0.32,51,2,1,13.8,45.2,2024-09-28,90,False,11,0,0,0,0,6,0,164588,1,2,4,61.0,12,-16370,18018,34388,69,True,0,1,4,1.3069829940795898,90,Arsenal,Leicester,4,2,26655,2024,677842,0.2427237778902053,0,3,1,1.3069829940795898,2.0715222358703613,0.6627430319786072,2.0,5.0,6.0,5.8,MID,1.0,0.11,0.27,0.16,2.14,3.0,0.0,8.2,18.8,36.4,30.0,189.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,4.0,3.0,2.0,0.0,3.0,0.2,0.63,0.0,3.0,0.0,0.2,0.9,0.14,10.2,568362.0,1.0,0.13,0.47,0.34,2.45,3.0,1.0,14.7,56.6,37.2,56.0,224.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,6.0,5.0,10.0,1.0,6.0,0.34,0.63,0.0,3.0,1.0,0.34,1.58,0.67,18.7,926272.0
0,0,8,0,42.7,23,0.07,0.07,0.0,0.33,61,0,0,6.1,10.0,2024-10-05,30,False,17,0,0,0,0,7,0,306985,0,1,3,8.0,1,128947,142675,13728,69,True,0,0,0,0.0,27,Arsenal,Southampton,3,1,26666,2024,679525,0.2682422697544098,0,4,0,0.0,0.311237096786499,0.0429948009550571,2.0,5.0,7.0,5.0,MID,1.0,0.15,1.39,1.24,1.53,4.0,1.0,17.4,54.6,53.0,70.0,221.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,5.0,6.0,13.0,1.0,6.0,1.46,0.56,0.0,5.0,1.0,1.46,2.58,0.76,12.0,529266.0,1.0,0.25,1.7,1.45,2.62,5.0,2.0,28.0,97.6,68.7,117.0,304.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,8.0,7.0,21.0,2.0,10.0,1.65,0.87,0.0,6.0,2.0,1.65,3.66,1.33,21.0,898171.0
0,0,5,1,0.8,23,0.01,0.01,0.0,0.8,71,0,0,1.1,7.8,2024-10-19,63,False,3,0,0,0,0,8,0,310889,1,0,2,2.0,3,2617,43474,40857,69,False,0,0,0,0.0,68,Bournemouth,Arsenal,2,0,26680,2024,681588,0.0,0,0,0,0.0,0.0,0.0,4.0,3.0,8.0,6.3,MID,0.0,0.19,1.38,1.19,1.25,4.0,1.0,19.9,55.2,74.5,73.0,172.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,5.0,9.0,11.0,1.0,5.0,1.4,0.51,0.0,7.0,1.0,1.4,2.48,0.71,13.0,650576.0,1.0,0.3,1.57,1.27,2.79,5.0,1.0,28.1,74.0,110.9,99.0,309.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,7.0,10.0,15.0,1.0,7.0,1.5,1.14,0.0,10.0,1.0,1.5,3.29,0.84,21.0,1039935.0
0,0,7,0,2.6,23,0.04,0.04,0.0,0.85,81,2,0,1.3,6.0,2024-10-27,90,False,12,0,0,0,0,9,0,271155,1,2,2,4.0,2,-38386,11718,50104,69,True,0,0,0,0.0,90,Arsenal,Liverpool,2,2,26691,2024,683704,0.0,0,0,0,0.0,0.1322478801012039,0.1322478801012039,5.0,5.0,9.0,2.0,MID,1.0,0.2,1.31,1.11,1.45,2.0,1.0,21.0,63.0,75.3,71.0,183.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,9.0,16.0,1.0,4.0,1.31,0.51,0.0,7.0,1.0,1.31,2.38,0.71,17.1,782462.0,2.0,0.23,1.47,1.24,2.66,4.0,1.0,24.6,72.4,96.5,80.0,314.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,6.0,11.0,17.0,1.0,6.0,1.46,0.83,0.0,9.0,1.0,1.46,2.89,0.8,23.3,1147140.0
0,0,7,0,4.4,23,0.01,0.09,0.08,0.48,96,1,0,2.0,2.0,2024-11-02,70,False,15,0,0,0,0,10,0,256897,1,0,1,14.0,2,-17629,19343,36972,69,False,0,0,2,0.0681428387761116,74,Newcastle United,Arsenal,1,0,26694,2024,684675,0.0,0,0,0,0.0681428387761116,0.0307574421167373,0.0,4.0,4.0,10.0,3.3,MID,1.0,0.12,0.12,0.0,1.98,2.0,0.0,8.5,23.8,46.1,14.0,183.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,7.0,6.0,0.0,0.0,0.0,0.27,0.0,4.0,0.0,0.0,0.44,0.18,13.3,889029.0,1.0,0.24,1.43,1.19,2.9,6.0,1.0,22.3,69.0,77.9,79.0,325.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,7.0,13.0,16.0,1.0,5.0,1.4,0.51,0.0,7.0,1.0,1.4,2.61,0.84,21.3,1232620.0
