assists_x,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,team_h_difficulty,team_a_difficulty,event
0,0,3,0,5.0,541,3,0,0,0.6,1.0,2021-08-14,13,6,0,0,0,0,1,0,0,0,3,0.0,1,0,0,0,45,False,0,0,0,0,12,Sub,Chelsea,Crystal Palace,3,0,16379,2021,475498,0,0,0,0,0,0.0364288128912448,0.0364288128912448,2,4,1
0,0,4,1,0.0,541,376,0,0,0.0,0.0,2022-05-22,66,13,0,0,0,0,38,0,2110,0,1,0.0,3,-4,66,70,44,True,0,0,0,0,68,AMR,Crystal Palace,Manchester United,1,0,16751,2021,537805,0,0,0,0,0,0.0,0.0,3,2,38
