assists_x,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,team_h_difficulty,team_a_difficulty,event
0,0,4,0,11.6,531,1,1,0,3.6,4.0,2021-08-13,19,3,0,0,0,0,1,0,0,0,2,20.0,1,0,0,0,50,False,0,0,1,0.0374335795640945,18,Sub,Brentford,Arsenal,2,0,16376,2021,475199,0.0605893023312091,0,1,0,0.0374335795640945,0.1122174635529518,0.0141945825889706,4,2,1
