assists_x,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,team_h_difficulty,team_a_difficulty,event
0,0,8,0,0.2,685,220,1,0,2.0,20.2,2022-01-15,90,16,0,0,0,0,22,0,0,1,3,0.0,2,0,0,0,45,True,0,0,0,0.0,90,DC,Wolverhampton Wanderers,Southampton,3,1,16595,2021,508139,0,0,0,0,0.0,0.0,0.0,2,3,22
0,0,14,0,1.6,685,222,1,0,2.3,21.4,2022-01-22,90,3,0,0,0,0,23,0,200,2,1,0.0,1,136,170,34,45,False,1,0,0,0.0,90,DC,Brentford,Wolverhampton Wanderers,1,2,16597,2021,509802,0,0,0,0,0.0,0.1259562373161316,0.1259562373161316,3,2,23
0,0,16,0,2.5,685,370,1,0,4.9,18.0,2022-05-15,90,15,0,0,0,0,37,0,827,1,1,28.0,2,10,37,27,44,True,0,0,1,0.0366181954741478,90,DC,Wolverhampton Wanderers,Norwich,1,1,16736,2021,536028,0,0,0,0,0.0366181954741478,0.0647930204868316,0.0647930204868316,2,3,37
0,0,14,0,0.0,685,378,3,0,0.0,0.0,2022-05-22,90,11,0,0,0,0,38,0,874,1,3,0.0,1,30,55,25,44,False,0,0,0,0.0,90,DC,Liverpool,Wolverhampton Wanderers,3,1,16753,2021,537901,0,0,0,0,0.0,0.1018055006861686,0.1018055006861686,3,5,38
