assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,team_h_difficulty,team_a_difficulty,event,xP,position,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,total_points_3,goals_3,shots_3,xG_3,xA_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,selected_3,clean_sheets_5,expected_assists_5,expected_goal_involvements_5,expected_goals_5,expected_goals_conceded_5,goals_conceded_5,goals_scored_5,ict_index_5,influence_5,creativity_5,threat_5,minutes_5,own_goals_5,penalties_missed_5,penalties_saved_5,red_cards_5,yellow_cards_5,saves_5,starts_5,team_a_score_5,team_h_score_5,total_points_5,goals_5,shots_5,xG_5,xA_5,assists_y_5,key_passes_5,npg_5,npxG_5,xGChain_5,xGBuildup_5,xP_5,selected_5
0,2,27,1,0.0,413,0.0,0.0,0.0,1.77,5,0,0,2.5,25.2,2024-08-17,90,False,17,0,0,0,0,1,3,510361,1,0,1,0.0,9,0,0,0,50,True,0,0,0,0.0,90,Newcastle United,Southampton,1,0,26606,2024,666355,0.0,0,0,0,0.0,0.0,0.0,2.0,4.0,1.0,4.1,GK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,14,0,0.0,413,0.0,0.0,0.0,2.23,12,1,0,2.6,25.6,2024-08-25,90,False,3,0,0,0,0,2,3,855716,1,1,1,0.0,3,151457,181570,30113,50,False,0,0,0,0.0,90,Bournemouth,Newcastle United,1,1,26620,2024,668716,0.0,0,0,0,0.0,0.0989904925227165,0.0989904925227165,3.0,3.0,2.0,6.5,GK,1.0,0.0,0.0,0.0,1.77,0.0,0.0,2.5,25.2,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,510361.0,1.0,0.0,0.0,0.0,1.77,0.0,0.0,2.5,25.2,0.0,0.0,90.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.1,510361.0
0,0,16,0,0.0,413,0.0,0.0,0.0,1.26,28,1,0,3.5,34.8,2024-09-01,90,False,18,0,0,0,0,3,6,839389,1,1,2,0.0,4,-30263,77529,107792,50,True,0,0,0,0.0,90,Newcastle United,Tottenham,2,1,26629,2024,672455,0.0,0,0,0,0.0,0.8435561656951904,0.8435561656951904,4.0,4.0,3.0,5.8,GK,1.0,0.0,0.0,0.0,4.0,1.0,0.0,5.1,50.8,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,1.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,10.6,1366077.0,1.0,0.0,0.0,0.0,4.0,1.0,0.0,5.1,50.8,0.0,0.0,180.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,1.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,10.6,1366077.0
0,0,12,0,0.0,413,0.0,0.0,0.0,0.99,40,1,0,3.4,33.6,2024-09-15,90,False,20,0,0,0,0,4,4,925661,1,2,1,0.0,3,47458,136366,88908,50,False,0,0,0,0.0,90,Wolverhampton Wanderers,Newcastle United,1,2,26641,2024,674626,0.0,0,0,0,0.0,0.3085587918758392,0.3085587918758392,3.0,2.0,4.0,5.3,GK,1.0,0.0,0.0,0.0,5.26,2.0,0.0,8.6,85.6,0.0,0.0,270.0,0.0,0.0,0.0,0.0,0.0,12.0,3.0,2.0,4.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.94,16.4,2205466.0,1.0,0.0,0.0,0.0,5.26,2.0,0.0,8.6,85.6,0.0,0.0,270.0,0.0,0.0,0.0,0.0,0.0,12.0,3.0,2.0,4.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.94,16.4,2205466.0
0,0,9,0,0.0,413,0.0,0.0,0.0,2.29,44,3,0,5.3,53.0,2024-09-21,90,False,9,0,0,0,0,5,8,928683,1,1,3,0.0,3,-1891,39791,41682,50,False,0,0,0,0.0,90,Fulham,Newcastle United,3,1,26646,2024,675729,0.0,0,0,0,0.0,0.0,0.0,3.0,3.0,5.0,3.7,GK,0.0,0.0,0.0,0.0,4.48,3.0,0.0,9.5,94.0,0.0,0.0,270.0,0.0,0.0,0.0,0.0,0.0,13.0,3.0,4.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,17.6,2620766.0,1.0,0.0,0.0,0.0,6.25,3.0,0.0,12.0,119.2,0.0,0.0,360.0,0.0,0.0,0.0,0.0,0.0,16.0,4.0,4.0,5.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,21.7,3131127.0
0,0,14,0,0.0,413,0.0,0.0,0.0,0.91,58,1,0,3.5,35.4,2024-09-28,90,False,13,0,0,0,0,6,5,811290,1,1,1,0.0,3,-117139,11026,128165,50,True,0,0,0,0.0,90,Newcastle United,Manchester City,1,1,26652,2024,677432,0.0,0,0,0,0.0,0.0327307805418968,0.0327307805418968,4.0,4.0,6.0,2.7,GK,0.0,0.0,0.0,0.0,4.54,5.0,0.0,12.2,121.4,0.0,0.0,270.0,0.0,0.0,0.0,0.0,0.0,18.0,3.0,4.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.15,1.15,14.8,2693733.0,1.0,0.0,0.0,0.0,8.54,6.0,0.0,17.3,172.2,0.0,0.0,450.0,0.0,0.0,0.0,0.0,0.0,24.0,5.0,5.0,8.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.25,25.4,4059810.0
0,0,24,1,0.0,413,0.0,0.0,0.0,0.67,67,0,0,1.6,16.2,2024-10-05,90,False,8,0,0,0,0,7,2,751744,1,0,0,0.0,6,-65743,16446,82189,50,False,0,0,0,0.0,90,Everton,Newcastle United,0,0,26669,2024,679741,0.0,0,0,0,0.0,0.3275180757045746,0.3275180757045746,3.0,3.0,7.0,3.2,GK,0.0,0.0,0.0,0.0,4.19,5.0,0.0,12.2,122.0,0.0,0.0,270.0,0.0,0.0,0.0,0.0,0.0,17.0,3.0,4.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.34,11.7,2665634.0,0.0,0.0,0.0,0.0,7.68,7.0,0.0,18.3,182.4,0.0,0.0,450.0,0.0,0.0,0.0,0.0,0.0,26.0,5.0,6.0,8.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.28,1.28,24.0,4360739.0
0,0,13,0,0.0,413,0.0,0.0,0.0,1.12,76,1,0,2.7,27.4,2024-10-19,90,False,5,0,0,0,0,8,4,755562,1,1,0,0.0,3,-5000,20889,25889,50,True,0,0,0,0.0,90,Newcastle United,Brighton,0,1,26676,2024,681349,0.0,0,0,0,0.0,0.0609520114958286,0.0609520114958286,3.0,4.0,8.0,4.0,GK,1.0,0.0,0.0,0.0,3.87,4.0,0.0,10.4,104.6,0.0,0.0,270.0,0.0,0.0,0.0,0.0,0.0,15.0,3.0,2.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.36,9.6,2491717.0,1.0,0.0,0.0,0.0,6.12,6.0,0.0,17.3,173.0,0.0,0.0,450.0,0.0,0.0,0.0,0.0,0.0,25.0,5.0,5.0,7.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.51,1.51,20.7,4256767.0
0,0,13,0,0.0,413,0.0,0.0,0.0,1.64,85,2,0,3.7,37.2,2024-10-27,90,False,6,0,0,0,0,9,5,733651,1,1,2,0.0,2,-22057,5329,27386,50,False,0,0,0,0.0,90,Chelsea,Newcastle United,2,1,26688,2024,683522,0.0,0,0,0,0.0,0.0,0.0,3.0,4.0,9.0,3.2,GK,1.0,0.0,0.0,0.0,2.7,2.0,0.0,7.8,79.0,0.0,0.0,270.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,2.0,1.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.42,9.9,2318596.0,1.0,0.0,0.0,0.0,5.98,6.0,0.0,16.5,165.6,0.0,0.0,450.0,0.0,0.0,0.0,0.0,0.0,23.0,5.0,5.0,5.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73,0.73,18.9,4172940.0
0,0,19,1,0.0,413,0.0,0.0,0.0,1.05,96,0,0,0.0,0.0,2024-11-02,90,False,1,0,0,0,0,10,0,714431,1,0,1,0.0,5,-22317,8265,30582,50,True,1,0,0,0.0,90,Newcastle United,Arsenal,1,0,26694,2024,684652,0.0,0,0,0,0.0,0.0779419615864753,0.0779419615864753,4.0,4.0,10.0,2.3,GK,1.0,0.0,0.0,0.0,3.43,3.0,0.0,8.0,80.8,0.0,0.0,270.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,2.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.39,10.4,2240957.0,1.0,0.0,0.0,0.0,6.63,7.0,0.0,16.8,169.2,0.0,0.0,450.0,0.0,0.0,0.0,0.0,0.0,24.0,5.0,4.0,6.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.42,16.8,3980930.0
0,0,9,0,0.0,413,0.0,0.0,0.0,0.63,107,1,0,1.9,19.2,2024-11-10,90,False,16,0,0,0,0,11,2,749230,1,3,1,0.0,2,27618,42285,14667,50,False,0,0,0,0.0,90,Nottingham Forest,Newcastle United,1,3,26704,2024,687326,0.0,0,0,0,0.0,0.043878898024559,0.043878898024559,3.0,3.0,11.0,3.0,GK,1.0,0.0,0.0,0.0,3.81,3.0,0.0,6.4,64.6,0.0,0.0,270.0,0.0,0.0,0.0,0.0,1.0,9.0,3.0,2.0,3.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.14,9.5,2203644.0,2.0,0.0,0.0,0.0,5.39,4.0,0.0,11.5,116.2,0.0,0.0,450.0,0.0,0.0,0.0,0.0,1.0,16.0,5.0,3.0,4.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,15.4,3766678.0
0,0,10,0,0.0,413,0.0,0.0,0.0,0.91,119,2,0,2.4,24.4,2024-11-25,90,False,19,0,0,0,0,12,4,752707,1,2,0,0.0,2,421,22025,21604,50,True,0,0,0,0.0,90,Newcastle United,West Ham,0,2,26713,2024,689550,0.0,0,0,0,0.0,0.0906602069735527,0.0906602069735527,2.0,4.0,12.0,3.0,GK,1.0,0.0,0.0,0.0,3.32,3.0,0.0,5.6,56.4,0.0,0.0,270.0,0.0,0.0,0.0,0.0,1.0,7.0,3.0,4.0,4.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,8.5,2197312.0,2.0,0.0,0.0,0.0,5.11,4.0,0.0,9.9,100.0,0.0,0.0,450.0,0.0,0.0,0.0,0.0,1.0,13.0,5.0,5.0,4.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.51,15.7,3704618.0
0,0,8,0,0.0,413,0.0,0.0,0.0,1.76,124,1,0,1.9,19.4,2024-11-30,90,False,7,0,0,0,0,13,2,754285,1,1,1,0.0,2,-52,17990,18042,50,False,0,0,0,0.0,90,Crystal Palace,Newcastle United,1,1,26725,2024,690096,0.0,0,0,0,0.0,0.0,0.0,3.0,3.0,13.0,2.8,GK,1.0,0.0,0.0,0.0,2.59,3.0,0.0,4.3,43.6,0.0,0.0,270.0,0.0,0.0,0.0,0.0,1.0,6.0,3.0,5.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.21,8.3,2216368.0,1.0,0.0,0.0,0.0,5.35,6.0,0.0,10.7,108.2,0.0,0.0,450.0,0.0,0.0,0.0,0.0,1.0,15.0,5.0,7.0,4.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.27,15.5,3705581.0
