assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,team_h_difficulty,team_a_difficulty,event,xP,position,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,total_points_3,goals_3,shots_3,xG_3,xA_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,selected_3
0,0,16,0,1.0,557,0.01,0.01,0.0,1.24,2,2,0,3.1,29.8,2024-08-17,90,1,0,0,0,0,1,0,14599,1,0,2,0.0,2,0,0,0,50,False,0,0,0,0.0,90,Arsenal,Wolverhampton Wanderers,2,0,26604,2024,666315,0.0,0,0,0,0.0,0.0,0.0,2,5,1,0.6,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,6,0,1.8,557,0.05,0.1,0.05,1.56,20,6,0,1.1,5.6,2024-08-25,89,6,0,0,0,0,2,0,14851,1,6,2,4.0,2,-864,646,1510,50,True,0,0,1,0.0562512427568435,90,Wolverhampton Wanderers,Chelsea,2,6,26619,2024,668738,0.0,0,0,0,0.0562512427568435,0.7140518426895142,0.657800555229187,4,2,2,2.0,MID,0.0,0.0,0.0,0.0,0.41,0.67,0.0,1.03,9.93,0.33,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.67,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,4866.33
1,1,27,0,12.2,557,0.01,0.01,0.0,1.04,29,1,0,5.5,41.2,2024-08-31,90,16,0,0,0,0,3,0,14590,1,1,1,2.0,5,-957,1181,2138,50,False,1,0,0,0.0,90,Nottingham Forest,Wolverhampton Wanderers,1,1,26627,2024,671865,0.0254900846630334,1,1,0,0.0,0.4980884492397308,0.4725983738899231,2,2,3,3.0,MID,0.0,0.02,0.04,0.02,0.93,2.67,0.0,1.4,11.8,0.93,1.33,59.67,0.0,0.0,0.0,0.0,0.0,0.0,0.67,2.0,1.33,1.33,0.0,0.33,0.02,0.0,0.0,0.0,0.0,0.02,0.24,0.22,0.87,9816.67
0,3,42,0,35.8,557,0.26,0.72,0.46,1.21,40,2,1,10.0,44.6,2024-09-15,90,15,0,0,0,0,4,0,14158,1,2,1,20.0,10,-1017,1586,2603,50,True,0,1,2,0.7006365656852722,90,Wolverhampton Wanderers,Newcastle United,1,2,26641,2024,674615,0.3098068535327911,0,2,1,0.7006365656852722,1.0104434490203855,0.3098068535327911,3,2,4,3.2,MID,0.0,0.02,0.04,0.02,1.28,3.0,0.0,3.23,25.53,5.0,2.0,89.67,0.0,0.0,0.0,0.0,0.33,0.0,1.0,2.33,1.67,3.0,0.0,0.33,0.02,0.01,0.33,0.33,0.0,0.02,0.4,0.38,1.87,14680.0
0,0,3,0,5.2,557,0.02,0.21,0.19,1.73,41,3,0,5.6,17.2,2024-09-21,90,2,0,0,0,0,5,0,38369,1,1,3,34.0,1,21241,24658,3417,50,False,1,0,2,0.1165500506758689,90,Aston Villa,Wolverhampton Wanderers,3,1,26647,2024,675769,0.0,0,0,0,0.1165500506758689,0.1624697893857956,0.1624697893857956,2,4,5,4.5,MID,0.0,0.11,0.28,0.17,1.27,3.0,0.33,5.53,30.47,16.6,8.67,89.67,0.0,0.0,0.0,0.0,0.33,0.0,1.0,3.0,1.33,5.67,0.33,1.0,0.25,0.11,0.33,1.0,0.33,0.25,0.74,0.48,2.73,14533.0
0,0,15,0,9.7,557,0.06,0.07,0.01,2.54,60,2,0,3.3,19.2,2024-09-28,90,12,0,0,0,0,6,0,45417,1,2,1,4.0,2,6945,15709,8764,50,True,0,0,0,0.0,90,Wolverhampton Wanderers,Liverpool,1,2,26658,2024,678058,0.0,0,0,0,0.0,0.0753610506653785,0.0753610506653785,5,2,6,3.8,MID,0.0,0.1,0.31,0.22,1.33,2.0,0.33,7.03,34.33,17.73,18.67,90.0,0.0,0.0,0.0,0.0,0.67,0.0,1.0,1.33,1.67,5.33,0.33,1.33,0.27,0.11,0.33,1.0,0.33,0.27,0.56,0.31,3.57,22372.33
0,0,9,0,13.7,557,0.02,0.24,0.22,4.25,63,5,0,4.1,6.8,2024-10-05,90,4,0,0,0,0,7,0,50291,1,3,5,20.0,2,4037,10520,6483,50,False,0,0,4,0.0988716557621955,90,Brentford,Wolverhampton Wanderers,5,3,26667,2024,679568,0.0185476746410131,0,1,0,0.0988716557621955,0.2187796384096145,0.1845950782299041,2,3,7,3.8,MID,0.0,0.11,0.33,0.22,1.83,2.33,0.33,6.3,27.0,16.9,19.33,90.0,0.0,0.0,0.0,0.0,0.33,0.0,1.0,1.67,1.67,4.33,0.33,1.33,0.27,0.1,0.0,0.67,0.33,0.27,0.42,0.18,3.83,32648.0
0,0,8,0,1.8,557,0.0,0.0,0.0,1.62,80,2,0,1.5,13.6,2024-10-20,90,13,0,0,0,0,8,0,44400,1,2,1,0.0,2,-6017,1802,7819,50,True,0,0,0,0.0,90,Wolverhampton Wanderers,Manchester City,1,2,26681,2024,681882,0.0,0,0,0,0.0,0.3284612894058227,0.3284612894058227,5,2,8,1.0,MID,0.0,0.03,0.17,0.14,2.84,3.33,0.0,4.33,14.4,9.53,19.33,90.0,0.0,0.0,0.0,0.0,0.33,0.0,1.0,2.0,3.0,1.67,0.0,2.0,0.07,0.01,0.0,0.33,0.0,0.07,0.15,0.14,4.03,44692.33
0,0,12,0,0.5,557,0.0,0.0,0.0,1.05,84,1,0,1.2,9.8,2024-10-26,45,5,0,0,0,0,9,0,44890,1,2,2,2.0,1,48,4261,4213,50,False,0,0,0,0.0,50,Brighton,Wolverhampton Wanderers,2,2,26686,2024,683043,0.0,0,0,0,0.0,0.0609717704355716,0.0609717704355716,2,3,9,1.8,MID,0.0,0.03,0.1,0.08,2.8,3.0,0.0,2.97,13.2,8.4,8.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.33,2.33,2.0,0.0,1.33,0.03,0.01,0.0,0.33,0.0,0.03,0.21,0.2,2.87,46702.67
0,0,8,0,0.4,557,0.0,0.02,0.02,1.32,100,1,0,1.7,14.6,2024-11-02,28,7,0,0,0,0,10,0,41313,0,2,2,2.0,1,-3750,3902,7652,50,True,0,0,1,0.0176003761589527,27,Wolverhampton Wanderers,Crystal Palace,2,2,26701,2024,685246,0.0,0,0,0,0.0176003761589527,0.4452138543128967,0.4276134669780731,2,2,10,1.0,MID,0.0,0.01,0.08,0.07,2.31,2.67,0.0,2.27,10.07,5.33,7.33,75.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.33,2.67,1.67,0.0,1.33,0.03,0.01,0.0,0.33,0.0,0.03,0.2,0.19,2.2,46527.0
