assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,team_h_difficulty,team_a_difficulty,event,xP,position,clean_sheets_3,creativity_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,influence_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,total_points_3,yellow_cards_3,goals_3,shots_3,xG_3,xA_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3
0,1,26,1,4.2,29,0.02,0.02,0.0,1.06,12,0,0,2.6,21.6,2023-08-21,90,8,0,0,0,0,2,0,846686,1,1,0,0.0,7,-26439,40504,66943,55,False,0,0,0,0.0,90,Crystal Palace,Arsenal,0,1,22294,2023,606385,0.0,0,0,0,0.0,0.5514682531356812,0.5514682531356812,5,2,2,4.5,DEF,0.33,1.4,0.01,0.01,0.0,0.35,0.0,0.0,7.2,30.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.0,2.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.18,1.5
0,0,18,0,32.4,29,0.1,0.1,0.0,0.53,21,2,0,5.7,20.6,2023-08-26,90,10,0,0,0,0,3,0,895528,1,2,2,4.0,1,18413,67894,49481,55,True,0,0,0,0.0,90,Arsenal,Fulham,2,2,22297,2023,606920,0.1049731150269508,0,2,0,0.0,0.9988599419593812,0.9483943581581116,2,5,3,3.5,DEF,0.33,12.2,0.04,0.04,0.0,0.53,0.67,0.0,14.07,60.0,0.0,0.0,0.0,0.0,0.0,0.67,1.0,0.67,2.67,0.0,0.0,0.0,0.0,0.03,0.0,0.67,0.0,0.0,0.52,0.5,2.67
0,0,19,0,26.5,29,0.29,0.29,0.0,0.96,31,1,0,5.5,26.6,2023-09-03,90,14,0,0,0,0,4,0,859849,1,1,3,2.0,2,-46415,27773,74188,55,True,0,0,0,0.0,90,Arsenal,Manchester United,3,1,21934,2023,609645,0.5269850492477417,0,2,0,0.0,0.6751933693885803,0.1482083648443222,3,5,4,2.8,DEF,0.33,21.03,0.14,0.14,0.0,0.85,1.0,0.0,22.93,90.0,0.0,0.0,0.0,0.0,0.0,1.0,1.33,1.67,3.33,0.0,0.0,0.0,0.0,0.21,0.0,1.33,0.0,0.0,0.74,0.55,3.6
0,1,28,1,27.9,29,0.13,0.17,0.04,0.3,43,0,0,6.5,20.2,2023-09-17,90,9,0,0,0,0,5,0,870119,1,1,0,17.0,7,-13195,36886,50081,55,False,0,0,1,0.0218694955110549,90,Everton,Arsenal,0,1,21941,2023,611286,0.0645250976085662,0,1,0,0.0218694955110549,0.187421828508377,0.187421828508377,5,2,5,4.7,DEF,0.33,28.93,0.17,0.19,0.01,0.6,1.0,0.0,22.47,90.0,0.0,0.0,0.0,0.0,0.0,1.0,1.33,1.67,3.33,0.0,0.0,0.33,0.01,0.23,0.0,1.67,0.0,0.01,0.62,0.43,3.67
1,0,19,0,5.8,29,0.02,0.38,0.36,1.5,51,2,0,2.9,15.4,2023-09-24,90,18,0,0,0,0,6,0,873638,1,2,2,8.0,4,-4393,28862,33255,55,True,0,0,1,0.5631000995635986,90,Arsenal,Tottenham,2,2,21952,2023,612766,0.0,0,0,0,0.5631000995635986,0.0337860770523548,0.0337860770523548,3,5,6,4.0,DEF,0.33,20.07,0.15,0.28,0.13,0.92,1.0,0.0,20.73,90.0,0.0,0.0,0.0,0.0,0.0,1.0,1.33,1.67,4.33,0.0,0.0,0.67,0.19,0.2,0.0,1.0,0.0,0.19,0.3,0.12,3.83
0,2,40,1,1.8,29,0.01,0.13,0.12,0.69,62,0,1,7.9,56.2,2023-09-30,90,3,0,0,0,0,7,0,955610,1,4,0,21.0,14,55864,88760,32896,55,False,0,1,1,0.3442012965679168,90,Bournemouth,Arsenal,0,4,21959,2023,614705,0.0,0,0,1,0.3442012965679168,0.1716831177473068,0.1716831177473068,5,2,7,8.8,DEF,0.67,11.83,0.05,0.23,0.17,0.83,0.67,0.33,30.6,90.0,0.0,0.0,0.0,0.0,0.0,1.0,2.33,0.67,8.33,0.0,0.33,1.0,0.31,0.02,0.0,0.33,0.33,0.31,0.13,0.13,5.83
0,3,31,1,23.6,29,0.07,0.07,0.0,0.55,71,0,0,4.6,16.0,2023-10-08,90,13,0,0,0,0,8,0,1085967,1,0,1,6.0,9,127049,181884,54835,55,True,0,0,0,0.0,90,Arsenal,Manchester City,1,0,21965,2023,617289,0.05806390568614,0,2,0,0.0,0.0897620171308517,0.0897620171308517,5,5,8,8.5,DEF,0.67,10.4,0.03,0.19,0.16,0.91,0.67,0.33,29.2,90.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,9.0,0.0,0.33,0.67,0.3,0.02,0.0,0.67,0.33,0.3,0.1,0.1,7.1
0,0,8,0,27.2,29,0.07,0.07,0.0,1.36,84,2,0,4.1,13.6,2023-10-21,90,7,0,0,0,0,9,0,1333314,1,2,2,0.0,0,216831,244689,27858,56,False,1,0,0,0.0,90,Chelsea,Arsenal,2,2,21978,2023,618322,0.145571231842041,0,2,0,0.0,0.5612595677375793,0.5038906931877136,5,3,9,8.2,DEF,0.67,17.53,0.05,0.09,0.04,0.87,0.67,0.33,28.6,90.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,7.67,0.33,0.33,0.33,0.11,0.07,0.0,1.33,0.33,0.11,0.27,0.26,8.5
0,0,24,1,2.6,29,0.01,0.05,0.04,0.03,91,0,0,3.1,11.6,2023-10-28,65,17,0,0,0,0,10,0,1479984,1,0,5,17.0,6,134728,193115,58387,56,True,0,0,1,0.0674876794219017,69,Arsenal,Sheffield United,5,0,21986,2023,619897,0.0,0,0,0,0.0674876794219017,0.1858892440795898,0.1184015572071075,2,5,10,6.0,DEF,0.67,17.8,0.05,0.06,0.01,0.65,0.67,0.0,13.73,81.67,0.0,0.0,0.0,0.0,0.0,1.0,0.67,2.67,5.0,0.33,0.0,0.33,0.02,0.07,0.0,1.33,0.0,0.02,0.28,0.24,7.57
0,0,15,0,16.9,29,0.07,0.07,0.0,1.08,107,1,0,3.3,16.4,2023-11-04,72,15,0,0,0,0,11,0,1486113,1,0,1,0.0,2,9986,74664,64678,57,False,0,0,0,0.0,77,Newcastle United,Arsenal,1,0,22001,2023,621781,0.0449715591967105,0,1,0,0.0,0.0640826523303985,0.0640826523303985,5,4,11,2.7,DEF,0.33,15.57,0.05,0.06,0.01,0.82,1.0,0.0,13.87,75.67,0.0,0.0,0.0,0.0,0.0,1.0,0.67,2.67,2.67,0.33,0.0,0.33,0.02,0.06,0.0,1.0,0.0,0.02,0.27,0.23,5.63
