assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,team_h_difficulty,team_a_difficulty,event,xP,position,clean_sheets_3,creativity_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,influence_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,total_points_3,yellow_cards_3,goals_3,shots_3,xG_3,xA_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3
0,0,5,0,11.8,534,0.0,0.11,0.11,0.18,19,0,0,3.5,6.2,2023-08-20,14,7,0,0,0,0,2,0,9388,0,1,3,17.0,1,-761,468,1229,50,True,0,0,1,0.0962184742093086,5,West Ham,Chelsea,3,1,22293,2023,605909,0.0181876253336668,0,1,0,0.0962184742093086,0.1144061014056205,0.0181876253336668,3,3,2,1.5,MID,0.0,3.93,0.0,0.04,0.04,0.06,0.0,0.0,2.07,4.67,0.0,0.0,0.0,0.0,0.0,0.0,0.33,1.0,0.33,0.0,0.0,0.33,0.03,0.01,0.0,0.33,0.0,0.03,0.04,0.01,0.5
0,0,2,0,0.8,534,0.01,0.01,0.0,0.36,24,0,0,0.2,1.6,2023-08-26,6,5,0,0,0,0,3,0,8310,0,3,1,0.0,1,-1342,185,1527,50,False,0,0,0,0.0,2,Brighton,West Ham,1,3,22301,2023,607035,0.0,0,0,0,0.0,0.0920761972665786,0.0920761972665786,2,3,3,1.3,MID,0.0,4.2,0.0,0.04,0.04,0.18,0.0,0.0,2.6,6.67,0.0,0.0,0.0,0.0,0.0,0.0,1.33,1.33,0.67,0.0,0.0,0.33,0.03,0.01,0.0,0.33,0.0,0.03,0.07,0.04,0.93
0,0,2,0,0.6,534,0.0,0.0,0.0,0.27,38,1,0,0.2,1.0,2023-09-01,19,12,0,0,0,0,4,0,7625,0,2,1,0.0,1,-893,411,1304,49,False,0,0,0,0.0,17,Luton,West Ham,1,2,21925,2023,608302,0.0,0,0,0,0.0,0.0,0.0,2,2,4,1.7,MID,0.0,4.4,0.0,0.04,0.04,0.27,0.33,0.0,2.93,13.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.67,1.0,0.0,0.0,0.33,0.03,0.01,0.0,0.33,0.0,0.03,0.07,0.04,1.5
0,0,3,0,0.4,534,0.0,0.04,0.04,0.73,57,1,0,1.4,2.6,2023-09-24,16,11,0,0,0,0,6,0,6563,0,1,3,11.0,1,-443,184,627,48,False,0,0,2,0.0507390797138214,12,Liverpool,West Ham,3,1,21953,2023,612821,0.0,0,0,0,0.0507390797138214,0.0507390797138214,0.0,2,5,6,0.3,MID,0.0,0.33,0.0,0.01,0.01,0.33,0.67,0.0,1.2,11.67,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.33,0.67,0.0,0.0,0.67,0.02,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.67
0,0,3,0,0.1,534,0.0,0.0,0.0,0.05,69,0,0,0.2,0.0,2023-09-30,1,17,0,0,0,0,7,0,6305,0,0,2,2.0,1,-313,243,556,48,True,0,0,0,0.0,1,West Ham,Sheffield United,2,0,21960,2023,614734,0.0,0,0,0,0.0,0.0,0.0,2,3,7,1.2,MID,0.0,0.17,0.0,0.01,0.01,0.26,0.33,0.0,0.87,5.67,0.0,0.0,0.0,0.0,0.0,0.0,0.33,1.67,0.67,0.0,0.0,0.67,0.02,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.5
0,0,4,0,10.4,534,0.02,0.02,0.0,0.0,81,0,0,1.3,2.6,2023-10-22,1,2,0,0,0,0,9,0,5953,0,1,4,0.0,1,-231,142,373,48,False,0,0,0,0.0,1,Aston Villa,West Ham,4,1,21976,2023,618990,0.0480912365019321,0,1,0,0.0,0.0480912365019321,0.0480912365019321,2,4,9,0.7,MID,0.0,3.5,0.01,0.01,0.0,0.02,0.0,0.0,0.87,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.33,2.0,0.67,0.0,0.0,0.0,0.0,0.02,0.0,0.33,0.0,0.0,0.02,0.02,0.63
0,0,7,0,2.3,534,0.02,0.07,0.05,0.37,101,1,0,1.7,3.2,2023-11-04,26,4,0,0,0,0,11,0,5978,0,2,3,11.0,1,36,330,294,47,False,0,0,1,0.0582123138010501,19,Brentford,West Ham,3,2,21995,2023,621548,0.0,0,0,0,0.0582123138010501,0.0726164504885673,0.0144041404128074,2,2,11,0.7,MID,0.0,4.23,0.01,0.03,0.02,0.12,0.33,0.0,1.93,9.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.33,0.67,0.0,0.0,0.33,0.02,0.02,0.0,0.33,0.0,0.02,0.04,0.02,0.47
0,0,6,0,14.6,534,0.13,0.13,0.0,0.0,140,0,0,2.3,4.8,2023-12-03,1,8,0,0,0,0,14,0,5593,0,1,1,4.0,1,-120,105,225,47,True,0,0,0,0.0,1,West Ham,Crystal Palace,1,1,22034,2023,627369,0.3337250649929046,0,1,0,0.0,0.3337250649929046,0.3337250649929046,2,3,14,0.5,MID,0.0,4.87,0.04,0.04,0.0,0.0,0.0,0.0,1.6,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.33,0.33,0.0,0.0,0.0,0.0,0.11,0.0,0.33,0.0,0.0,0.11,0.11,0.17
0,0,3,0,0.0,534,0.0,0.0,0.0,0.12,148,0,0,0.5,5.0,2023-12-07,2,18,0,0,0,0,15,0,5515,0,2,1,0.0,1,-85,65,150,47,False,0,0,0,0.0,1,Tottenham,West Ham,1,2,22041,2023,628224,0.0,0,0,0,0.0,0.0,0.0,2,4,15,0.5,MID,0.0,4.87,0.04,0.04,0.0,0.04,0.0,0.0,3.27,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.67,0.67,0.0,0.0,0.0,0.0,0.11,0.0,0.33,0.0,0.0,0.11,0.11,0.33
0,0,3,0,4.3,534,0.01,0.01,0.0,1.12,155,3,0,1.0,1.6,2023-12-10,45,10,0,0,0,0,16,0,5426,1,0,5,4.0,1,-111,40,151,47,False,0,0,0,0.0,50,Fulham,West Ham,5,0,22049,2023,629317,0.0,0,0,0,0.0,0.0,0.0,2,3,16,0.6,MID,0.0,6.3,0.05,0.05,0.0,0.41,1.0,0.0,3.8,16.0,0.0,0.0,0.0,0.0,0.0,0.33,1.0,2.33,1.0,0.0,0.0,0.0,0.0,0.11,0.0,0.33,0.0,0.0,0.11,0.11,0.53
