assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,team_h_difficulty,team_a_difficulty,event,xP,position,clean_sheets_3,creativity_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,influence_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,total_points_3,yellow_cards_3,goals_3,shots_3,xG_3,xA_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3
0,1,28,1,16.0,341,0.02,0.05,0.03,0.29,16,0,0,3.3,16.4,2023-08-19,90,15,0,0,0,0,2,0,559028,1,0,1,1.0,7,90710,119275,28565,50,True,0,0,1,0.0190800428390502,90,Manchester City,Newcastle United,1,0,22291,2023,605557,0.0370738357305526,0,1,0,0.0190800428390502,0.5267192125320435,0.5076391696929932,3,5,2,7.0,DEF,0.33,5.33,0.01,0.02,0.01,0.1,0.0,0.0,5.47,30.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.33,2.33,0.0,0.0,0.33,0.01,0.01,0.0,0.33,0.0,0.01,0.18,0.17,2.33
0,0,18,0,6.5,341,0.19,0.19,0.0,1.45,39,1,0,2.6,15.4,2023-09-02,90,10,0,0,0,0,4,0,858486,1,1,5,4.0,2,-232181,52658,284839,51,True,0,0,0,0.0,90,Manchester City,Fulham,5,1,21927,2023,608709,0.0,0,0,0,0.0,0.3291329741477966,0.3291329741477966,2,5,4,3.6,DEF,0.33,7.5,0.07,0.08,0.01,0.58,0.33,0.0,10.6,60.0,0.0,0.0,0.0,0.0,0.0,0.67,0.33,2.0,3.0,0.0,0.0,0.33,0.01,0.01,0.0,0.33,0.0,0.01,0.29,0.28,3.53
0,0,16,0,28.3,341,0.04,0.04,0.0,0.94,49,1,0,5.6,27.8,2023-09-16,90,19,0,0,0,0,5,0,835396,1,3,1,0.0,2,-46969,28588,75557,51,False,0,0,0,0.0,90,West Ham,Manchester City,1,3,21937,2023,610355,0.0460658222436904,0,2,0,0.0,0.5634019374847412,0.5634019374847412,5,3,5,2.3,DEF,0.0,11.6,0.08,0.08,0.0,0.8,0.67,0.0,14.4,60.0,0.0,0.0,0.0,0.0,0.0,0.67,1.33,2.0,1.33,0.0,0.0,0.0,0.0,0.02,0.0,0.67,0.0,0.0,0.3,0.3,1.97
0,0,22,1,5.3,341,0.03,0.03,0.0,1.03,59,0,0,2.0,15.0,2023-09-23,90,16,0,0,0,0,6,0,833174,1,0,2,0.0,5,-9018,47395,56413,50,True,1,0,0,0.0,90,Manchester City,Nottingham Forest,2,0,21946,2023,612150,0.0,0,0,0,0.0,0.2676543593406677,0.2676543593406677,2,5,6,3.2,DEF,0.33,13.37,0.09,0.09,0.0,1.14,0.67,0.0,19.4,90.0,0.0,0.0,0.0,0.0,0.0,1.0,1.33,2.67,3.0,0.33,0.0,0.0,0.0,0.02,0.0,0.67,0.0,0.0,0.39,0.39,3.03
0,0,18,0,18.9,341,0.06,0.14,0.08,0.44,70,2,0,6.4,26.2,2023-09-30,90,20,0,0,0,0,7,0,828530,1,1,2,19.0,1,-7691,36034,43725,50,False,0,0,3,0.0859771445393562,90,Wolverhampton Wanderers,Manchester City,2,1,21961,2023,614617,0.0341322794556617,0,1,0,0.0859771445393562,0.1185510903596878,0.0559774003922939,5,2,7,3.7,DEF,0.33,17.5,0.04,0.07,0.03,0.8,1.0,0.0,23.0,90.0,0.0,0.0,0.0,0.0,0.0,1.0,1.33,1.67,2.67,0.33,0.0,1.0,0.03,0.03,0.0,1.0,0.0,0.03,0.32,0.3,3.07
0,0,4,0,2.8,341,0.01,0.01,0.0,0.83,86,1,0,0.7,4.4,2023-10-21,90,5,0,0,0,1,9,0,720853,1,1,2,0.0,-1,-49674,10173,59847,50,True,0,0,0,0.0,90,Manchester City,Brighton,2,1,21980,2023,618125,0.0,0,0,0,0.0,0.1266893297433853,0.1266893297433853,2,5,9,1.0,DEF,0.0,7.23,0.02,0.05,0.03,0.42,1.0,0.0,10.2,60.0,0.0,0.0,0.0,0.33,0.0,0.67,0.67,1.33,0.0,0.0,0.0,1.0,0.03,0.01,0.0,0.33,0.0,0.03,0.08,0.06,1.57
0,0,25,0,13.8,341,0.26,0.27,0.01,0.77,106,1,1,7.8,45.0,2023-11-04,90,3,0,0,0,0,11,0,477776,1,1,6,19.0,8,-37688,5047,42735,49,True,0,1,1,0.1200776696205139,90,Manchester City,Bournemouth,6,1,22000,2023,621491,0.0859205573797226,0,1,1,0.1200776696205139,1.1546295881271362,1.1546295881271362,2,5,11,3.3,DEF,0.0,5.53,0.09,0.09,0.0,0.53,0.67,0.33,16.47,60.0,0.0,0.0,0.0,0.33,0.0,0.67,0.67,2.67,2.33,0.0,0.33,0.33,0.04,0.03,0.0,0.33,0.33,0.04,0.43,0.43,1.43
0,0,27,0,2.6,341,0.02,0.31,0.29,2.96,115,4,1,7.3,53.2,2023-11-12,90,7,0,0,0,0,12,0,477005,1,4,4,17.0,6,-2386,17809,20195,49,False,0,1,1,0.3693853914737701,90,Chelsea,Manchester City,4,4,22009,2023,624161,0.0,0,0,1,0.3693853914737701,0.4868804812431335,0.4868804812431335,5,3,12,5.7,DEF,0.0,5.47,0.09,0.19,0.1,1.24,1.67,0.67,32.73,60.0,0.0,0.0,0.0,0.0,0.0,0.67,1.67,3.33,4.67,0.0,0.67,0.67,0.16,0.03,0.0,0.33,0.67,0.16,0.55,0.55,3.0
0,0,13,0,7.0,341,0.03,0.03,0.0,0.56,126,1,0,2.0,12.6,2023-11-25,90,11,0,0,0,0,13,0,528212,1,1,1,0.0,2,43559,54094,10535,49,True,0,0,0,0.0,90,Manchester City,Liverpool,1,1,22020,2023,624570,0.0,0,0,0,0.0,0.8239327073097229,0.8239327073097229,4,5,13,5.8,DEF,0.0,7.8,0.1,0.2,0.1,1.43,2.0,0.67,36.93,90.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.67,5.33,0.0,0.67,0.67,0.16,0.03,0.0,0.33,0.67,0.16,0.82,0.82,4.93
0,0,12,0,3.7,341,0.01,0.22,0.21,0.49,137,3,0,2.2,8.8,2023-12-03,90,18,0,0,0,0,14,0,549737,1,3,3,9.0,1,20207,32195,11988,49,True,0,0,1,0.1348864436149597,90,Manchester City,Tottenham,3,3,22031,2023,627543,0.0,0,0,0,0.1348864436149597,0.3060871362686157,0.3060871362686157,3,5,14,5.2,DEF,0.0,4.43,0.02,0.19,0.17,1.34,2.67,0.33,24.87,90.0,0.0,0.0,0.0,0.0,0.0,1.0,2.67,2.67,3.0,0.0,0.33,0.67,0.17,0.0,0.0,0.0,0.33,0.17,0.54,0.54,5.57
