assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,team_h_difficulty,team_a_difficulty,event,xP,position,clean_sheets_3,creativity_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,influence_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,total_points_3,yellow_cards_3,goals_3,shots_3,xG_3,xA_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3
0,0,11,1,14.4,105,0.15,0.15,0.0,0.46,13,0,0,2.6,7.8,2023-08-19,90,10,0,0,0,0,2,0,7750,1,3,0,4.0,3,-283,783,1066,55,False,0,0,0,0.0,90,Fulham,Brentford,0,3,22287,2023,605108,0.0983580499887466,0,1,0,0.0,0.8103819489479065,0.8103819489479065,2,3,2,2.5,MID,0.33,4.8,0.05,0.05,0.0,0.15,0.0,0.0,2.6,30.0,0.0,0.0,0.0,0.0,0.0,0.33,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.03,0.0,0.33,0.0,0.0,0.27,0.27,0.83
0,0,4,0,2.3,105,0.02,0.06,0.04,0.8,23,1,0,1.3,5.2,2023-08-26,90,8,0,0,0,0,3,0,7694,1,1,1,5.0,2,-595,542,1137,55,True,0,0,1,0.0396294891834259,90,Brentford,Crystal Palace,1,1,22298,2023,606898,0.0,0,0,0,0.0396294891834259,0.1089144274592399,0.069284938275814,2,2,3,2.3,MID,0.33,5.57,0.06,0.07,0.01,0.42,0.33,0.0,4.33,60.0,0.0,0.0,0.0,0.0,0.0,0.67,1.33,0.33,1.67,0.0,0.0,0.33,0.01,0.03,0.0,0.33,0.0,0.01,0.31,0.29,1.6
0,0,9,0,3.8,105,0.0,0.23,0.23,1.0,32,1,0,2.9,4.6,2023-09-02,70,3,0,0,0,0,4,0,7551,1,2,2,21.0,2,-616,348,964,55,True,0,0,2,0.1909657716751098,74,Brentford,Bournemouth,2,2,21928,2023,608651,0.0,0,0,0,0.1909657716751098,0.3270530700683594,0.1360872834920883,2,2,4,2.2,MID,0.33,6.83,0.06,0.15,0.09,0.75,0.67,0.0,5.87,83.33,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.33,0.0,0.0,1.0,0.08,0.03,0.0,0.33,0.0,0.08,0.42,0.34,2.33
0,0,15,0,24.3,105,0.02,0.02,0.0,1.43,46,1,0,3.5,10.8,2023-09-16,71,15,0,0,0,0,5,0,7177,1,0,1,0.0,2,-720,128,848,54,False,0,0,0,0.0,77,Newcastle United,Brentford,1,0,21943,2023,610667,0.0600773021578788,0,2,0,0.0,0.0600773021578788,0.0345424897968769,2,4,5,1.5,MID,0.0,10.13,0.01,0.1,0.09,1.08,1.0,0.0,6.87,77.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.33,2.0,0.0,0.0,1.0,0.08,0.02,0.0,0.67,0.0,0.08,0.17,0.08,2.0
1,0,21,0,11.3,105,0.03,0.05,0.02,0.91,52,1,0,3.5,21.6,2023-09-23,61,9,0,0,0,0,6,0,7112,1,3,1,2.0,5,-190,237,427,54,True,0,0,1,0.036133948713541,65,Brentford,Everton,1,3,21949,2023,612337,0.0661335214972496,1,1,0,0.036133948713541,0.1614836901426315,0.0592162199318409,2,2,6,2.8,MID,0.0,13.13,0.02,0.1,0.08,1.11,1.0,0.0,12.33,67.33,0.0,0.0,0.0,0.0,0.0,1.0,1.67,1.33,3.0,0.0,0.0,1.0,0.08,0.04,0.33,1.0,0.0,0.08,0.18,0.08,2.17
0,0,14,0,14.1,105,0.17,0.2,0.03,0.22,67,1,0,3.5,8.0,2023-10-01,88,16,0,0,0,0,7,0,7003,1,1,1,13.0,2,-147,286,433,54,False,0,0,1,0.069039300084114,90,Nottingham Forest,Brentford,1,1,21963,2023,615265,0.1174188107252121,0,1,0,0.069039300084114,0.069039300084114,0.069039300084114,2,2,7,3.0,MID,0.0,16.57,0.07,0.09,0.02,0.85,1.0,0.0,13.47,73.33,0.0,0.0,0.0,0.0,0.0,1.0,1.33,1.0,3.0,0.0,0.0,0.67,0.04,0.08,0.33,1.33,0.0,0.04,0.1,0.05,2.43
0,0,5,1,23.1,105,0.02,0.02,0.0,0.52,78,0,0,3.2,9.2,2023-10-07,69,14,0,0,0,0,8,0,6855,1,1,2,0.0,2,-200,219,419,54,False,1,0,0,0.0,72,Manchester United,Brentford,2,1,21972,2023,616485,0.0452882163226604,0,2,0,0.0,0.0,0.0,2,4,8,2.5,MID,0.33,16.17,0.07,0.09,0.02,0.55,0.67,0.0,12.93,72.67,0.0,0.0,0.0,0.0,0.0,1.0,1.67,1.33,3.0,0.33,0.0,0.67,0.04,0.08,0.33,1.33,0.0,0.04,0.08,0.04,2.77
0,0,8,1,27.2,105,0.2,0.2,0.0,1.14,83,0,0,4.4,5.2,2023-10-21,90,6,0,0,0,0,9,0,7106,1,0,3,12.0,2,110,475,365,54,True,1,0,0,0.0,90,Brentford,Burnley,3,0,21977,2023,618096,0.1624883860349655,0,2,0,0.0,0.3316585123538971,0.2656193673610687,2,2,9,2.5,MID,0.67,21.47,0.13,0.14,0.01,0.63,0.33,0.0,7.47,82.33,0.0,0.0,0.0,0.0,0.0,1.0,0.67,2.0,2.0,0.67,0.0,0.33,0.02,0.11,0.0,1.67,0.0,0.02,0.13,0.11,2.67
0,0,5,1,0.8,105,0.01,0.27,0.26,1.11,95,0,0,3.0,10.4,2023-10-28,75,7,0,0,0,0,10,0,6825,1,2,0,19.0,3,-295,205,500,54,False,0,0,1,0.3632629215717315,79,Chelsea,Brentford,0,2,21989,2023,619578,0.0,0,0,0,0.3632629215717315,0.3632629215717315,0.3632629215717315,2,3,10,2.3,MID,1.0,17.03,0.08,0.16,0.09,0.92,0.0,0.0,8.27,78.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.67,2.33,0.67,0.0,0.33,0.12,0.07,0.0,1.33,0.0,0.12,0.23,0.21,2.43
0,0,14,0,27.5,105,0.08,0.09,0.01,2.07,101,2,0,5.3,13.0,2023-11-04,90,19,0,0,0,0,11,0,6761,1,2,3,12.0,2,-118,238,356,54,True,0,0,1,0.0126198520883917,90,Brentford,West Ham,3,2,21995,2023,621525,0.1100421324372291,0,2,0,0.0126198520883917,0.1041310429573059,0.0915111899375915,2,2,11,2.3,MID,0.67,18.5,0.1,0.19,0.09,1.44,0.67,0.0,9.53,85.0,0.0,0.0,0.0,0.0,0.0,1.0,1.33,2.0,2.33,0.33,0.0,0.67,0.13,0.09,0.0,1.33,0.0,0.13,0.27,0.24,2.37
