assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,team_h_difficulty,team_a_difficulty,xP,position
0,2,32,0,48.8,83,0.04,0.88,0.84,1.56,12,1,1,13.0,46.4,2024-08-25,84,15,0,0,0,0,2,0,15285,1,1,1,35.0,9,-1331,673,2004,55,True,0,1,2,0.8897989988327026,88,Bournemouth,Newcastle United,1,1,26620,2024,668709,0.1668254435062408,0,4,1,0.8897989988327026,1.8981869220733645,0.9579110741615297,3,2,5.0,MID
0,0,6,0,30.8,83,0.22,0.88,0.66,1.97,24,2,0,13.3,21.0,2024-08-31,90,8,0,0,0,0,3,0,31663,1,3,2,81.0,2,11543,15632,4089,55,False,0,0,5,1.2918425798416138,90,Everton,Bournemouth,2,3,26624,2024,671773,0.1480759978294372,0,2,0,1.2918425798416138,2.326092004776001,1.0527276992797852,2,3,4.3,MID
0,0,9,1,34.7,83,0.26,0.36,0.1,0.48,32,0,0,7.4,14.8,2024-09-14,82,6,0,0,0,0,4,0,30733,1,1,0,24.0,3,-1922,7743,9665,55,True,0,0,2,0.0847443118691444,84,Bournemouth,Chelsea,0,1,26639,2024,674155,0.0846727415919303,0,2,0,0.0847443118691444,0.3064809143543243,0.1641299277544021,3,2,4.0,MID
0,0,17,0,41.8,83,0.07,0.09,0.02,2.06,46,3,0,6.0,16.0,2024-09-21,90,12,0,0,0,0,5,0,35852,1,0,3,2.0,2,3763,8482,4719,55,False,0,0,1,0.0141034815460443,90,Liverpool,Bournemouth,3,0,26645,2024,675706,0.1358899474143982,0,3,0,0.0141034815460443,0.1786699146032333,0.0666425079107284,2,5,3.5,MID
1,0,18,0,25.6,83,0.11,0.15,0.04,0.58,52,1,0,5.7,22.4,2024-09-30,75,17,0,0,0,0,6,0,46358,1,1,3,9.0,4,9278,16276,6998,55,True,1,0,1,0.0288081336766481,79,Bournemouth,Southampton,3,1,26661,2024,678930,0.5955068469047546,1,2,0,0.0288081336766481,0.3416845798492431,0.1880842745304107,2,2,3.5,MID
