assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,team_h_difficulty,team_a_difficulty,xP,position
1,0,3,0,10.4,567,0.22,0.22,0.0,1.56,20,6,0,3.9,26.6,2024-08-25,90,6,0,0,0,0,2,0,21092,1,6,2,2.0,2,-2626,427,3053,45,True,0,0,0,0.0,90,Wolverhampton Wanderers,Chelsea,2,6,26619,2024,668735,0.5481940507888794,1,1,0,0.0,0.0,0.0,3,2,1.0,DEF
0,0,6,0,1.6,567,0.01,0.01,0.0,1.04,29,1,0,1.5,13.8,2024-08-31,90,16,0,0,0,0,3,0,21398,1,1,1,0.0,1,-931,1075,2006,45,False,1,0,0,0.0,90,Nottingham Forest,Wolverhampton Wanderers,1,1,26627,2024,671862,0.0,0,0,0,0.0,0.0713048055768013,0.0713048055768013,2,2,1.0,DEF
0,0,9,0,1.3,567,0.01,0.01,0.0,2.54,60,2,0,1.4,13.0,2024-09-28,90,12,0,0,0,0,6,0,16478,1,2,1,0.0,1,-2275,33,2308,44,True,0,0,0,0.0,90,Wolverhampton Wanderers,Liverpool,1,2,26658,2024,678052,0.0,0,0,0,0.0,0.0199809316545724,0.0199809316545724,4,2,-0.2,DEF
