assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,team_h_difficulty,team_a_difficulty,event,xP,position
0,0,5,0,0.4,12,0.0,0.0,0.0,0.09,39,0,0,0.9,8.2,2024-09-15,4,18,0,0,0,0,4,0,26639,0,1,0,0.0,1,3034,7926,4892,45,False,0,0,0,0.0,1,Tottenham,Arsenal,0,1,26640,2024,674331,0.0,0,0,0,0.0,0.0,0.0,5,4,4,1.2,MID
0,0,6,0,11.0,12,0.16,0.18,0.02,0.0,51,0,0,3.2,6.2,2024-09-28,5,11,0,0,0,0,6,0,29329,0,2,4,15.0,1,947,4511,3564,45,True,0,0,1,0.0208247583359479,2,Arsenal,Leicester,4,2,26655,2024,677846,0.1044448390603065,0,1,0,0.0208247583359479,0.1767537891864776,0.0514841862022876,2,5,6,2.2,MID
0,0,1,0,0.7,12,0.0,0.0,0.0,0.0,71,0,0,0.1,0.0,2024-10-19,9,3,0,0,0,0,8,0,32334,0,0,2,0.0,1,-1503,1958,3461,45,False,0,0,0,0.0,5,Bournemouth,Arsenal,2,0,26680,2024,681593,0.0,0,0,0,0.0,0.0,0.0,5,3,8,1.7,MID
0,0,4,0,0.5,12,0.0,0.0,0.0,0.0,81,0,0,0.4,1.0,2024-10-27,5,12,0,0,0,0,9,0,32660,0,2,2,2.0,1,-37,1800,1837,45,True,0,0,0,0.0,1,Arsenal,Liverpool,2,2,26691,2024,683708,0.0,0,0,0,0.0,0.0949419885873794,0.0949419885873794,5,5,9,0.7,MID
0,0,2,0,1.0,12,0.01,0.04,0.03,0.08,96,0,0,0.4,0.4,2024-11-02,29,15,0,0,0,0,10,0,34690,0,0,1,3.0,1,1700,3978,2278,45,False,0,0,1,0.0317001268267631,26,Newcastle United,Arsenal,1,0,26694,2024,684680,0.0,0,0,0,0.0317001268267631,0.4703463315963745,0.4386461973190307,5,4,10,2.0,MID
