assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,team_h_difficulty,team_a_difficulty,event,xP,position
0,0,3,0,0.1,60,0.0,0.0,0.0,0.0,82,0,0,0.1,0.6,2024-10-26,9,2,0,0,0,0,9,0,853,0,1,1,0.0,1,131,194,63,49,False,0,0,0,0.0,5,Aston Villa,Bournemouth,1,1,26684,2024,682987,0.0,0,0,0,0.0,0.0,0.0,2,4,9,0.2,MID
0,0,1,0,10.3,60,0.01,0.01,0.0,0.97,91,1,0,2.1,10.4,2024-11-02,24,13,0,0,0,0,10,0,1161,0,1,2,0.0,0,217,359,142,49,True,1,0,0,0.0,23,Bournemouth,Manchester City,2,1,26692,2024,684976,0.0747580528259277,0,1,0,0.0,0.1166209951043129,0.0418629460036754,5,3,10,-0.7,MID
0,0,14,0,13.8,60,0.02,0.05,0.03,0.95,101,3,0,3.6,18.4,2024-11-09,66,4,0,0,0,0,11,0,1444,1,2,3,4.0,2,179,350,171,49,False,0,0,1,0.0202405080199241,69,Brentford,Bournemouth,3,2,26702,2024,686591,0.0232946332544088,0,1,0,0.0202405080199241,0.1501510888338089,0.1066159456968307,2,3,11,,
