assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,team_h_difficulty,team_a_difficulty,xP,position
0,0,7,0,11.4,53,0.01,0.04,0.03,0.51,11,2,0,4.2,7.2,2024-08-24,25,1,0,0,0,0,2,0,31422,0,2,0,23.0,1,567,3567,3000,55,True,0,0,1,0.0420124232769012,19,Aston Villa,Arsenal,0,2,26618,2024,668272,0.0154424728825688,0,1,0,0.0420124232769012,0.1225727871060371,0.0651178881525993,5,4,1.5,MID
0,0,13,0,12.6,53,0.55,0.61,0.06,0.4,26,1,0,4.1,11.2,2024-08-31,63,11,0,0,0,0,3,0,33892,0,2,1,17.0,2,-294,5783,6077,55,False,0,0,1,0.0497884266078472,66,Leicester,Aston Villa,1,2,26626,2024,671840,0.4717567861080169,0,1,0,0.0497884266078472,0.4718958735466003,0.422107458114624,3,2,2.8,MID
0,0,7,0,7.6,53,0.07,0.33,0.26,0.67,31,2,0,2.1,3.0,2024-09-14,68,8,0,0,0,0,4,0,39423,1,2,3,10.0,2,2629,9394,6765,55,True,0,0,2,0.0877467691898346,76,Aston Villa,Everton,3,2,26638,2024,673930,0.0,0,0,0,0.0877467691898346,1.4184046983718872,1.3473466634750366,2,4,2.2,MID
0,0,10,0,7.2,53,0.03,0.03,0.0,0.51,41,1,0,1.2,2.6,2024-09-21,61,20,0,0,0,0,5,0,45163,1,1,3,2.0,2,4228,8282,4054,55,True,0,0,0,0.0,68,Aston Villa,Wolverhampton Wanderers,3,1,26647,2024,675754,0.0,0,0,0,0.0,0.0,0.0,2,4,1.8,MID
0,0,14,0,17.4,53,0.04,0.09,0.05,1.18,56,2,0,3.1,7.4,2024-09-29,90,10,0,0,0,0,6,0,45073,1,2,2,6.0,2,-948,5834,6782,55,False,0,0,1,0.0569250509142875,90,Ipswich,Aston Villa,2,2,26659,2024,678384,0.0142383761703968,0,1,0,0.0569250509142875,0.3845619857311249,0.3276369571685791,3,2,2.5,MID
