assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,team_h_difficulty,team_a_difficulty,event,xP,position
0.0,0.0,6.0,0.0,0.1,548.0,0.0,0.0,0.0,0.35,29.0,0.0,0.0,0.3,3.2,2024-08-31,15.0,False,16.0,0.0,0.0,0.0,0.0,3.0,0.0,8464.0,0.0,1.0,1.0,0.0,1.0,-887.0,893.0,1780.0,54.0,False,0.0,0.0,0.0,0.0,13.0,Nottingham Forest,Wolverhampton Wanderers,1.0,1.0,26627.0,2024.0,671871.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,3.0,0.3,MID
0.0,0.0,3.0,0.0,0.5,548.0,0.01,0.01,0.0,0.38,40.0,0.0,0.0,0.1,0.2,2024-09-15,4.0,False,15.0,0.0,0.0,0.0,0.0,4.0,0.0,7834.0,0.0,2.0,1.0,0.0,1.0,-889.0,392.0,1281.0,54.0,True,0.0,0.0,0.0,0.0,2.0,Wolverhampton Wanderers,Newcastle United,1.0,2.0,26641.0,2024.0,674622.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,4.0,0.0,MID
0.0,0.0,3.0,0.0,0.3,548.0,0.0,0.0,0.0,1.6,41.0,3.0,0.0,0.2,0.0,2024-09-21,25.0,False,2.0,0.0,0.0,0.0,0.0,5.0,0.0,7610.0,0.0,1.0,3.0,2.0,1.0,-402.0,214.0,616.0,54.0,False,0.0,0.0,0.0,0.0,19.0,Aston Villa,Wolverhampton Wanderers,3.0,1.0,26647.0,2024.0,675773.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,5.0,0.8,MID
0.0,0.0,6.0,0.0,25.3,548.0,0.07,0.11,0.04,1.56,63.0,1.0,0.0,3.6,6.4,2024-10-05,22.0,False,4.0,0.0,0.0,0.0,0.0,7.0,0.0,7032.0,0.0,3.0,5.0,4.0,1.0,-281.0,253.0,534.0,53.0,False,0.0,0.0,1.0,0.0185476746410131,18.0,Brentford,Wolverhampton Wanderers,5.0,3.0,26667.0,2024.0,679572.0,0.1022010371088981,0.0,2.0,0.0,0.0185476746410131,0.0558005087077617,0.0,2.0,4.0,7.0,0.8,MID
0.0,0.0,1.0,0.0,0.6,548.0,0.0,0.0,0.0,0.5,80.0,1.0,0.0,0.1,0.4,2024-10-20,10.0,False,13.0,0.0,0.0,0.0,0.0,8.0,0.0,6898.0,0.0,2.0,1.0,0.0,1.0,-261.0,137.0,398.0,53.0,True,0.0,0.0,0.0,0.0,8.0,Wolverhampton Wanderers,Manchester City,1.0,2.0,26681.0,2024.0,681886.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,8.0,-0.3,MID
0.0,0.0,3.0,0.0,0.3,548.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0.4,4.0,2024-10-26,1.0,False,5.0,0.0,0.0,0.0,0.0,9.0,0.0,6937.0,0.0,2.0,2.0,0.0,1.0,-34.0,206.0,240.0,53.0,False,0.0,0.0,0.0,0.0,1.0,Brighton,Wolverhampton Wanderers,2.0,2.0,26686.0,2024.0,683049.0,0.0,0.0,0.0,0.0,0.0,0.0392881296575069,0.0392881296575069,2.0,3.0,9.0,0.8,MID
1.0,0.0,14.0,0.0,12.1,548.0,0.05,0.13,0.08,1.32,100.0,1.0,0.0,4.7,26.2,2024-11-02,28.0,False,7.0,0.0,0.0,0.0,0.0,10.0,0.0,7006.0,0.0,2.0,2.0,9.0,3.0,-32.0,343.0,375.0,53.0,True,1.0,0.0,1.0,0.0526536367833614,28.0,Wolverhampton Wanderers,Crystal Palace,2.0,2.0,26701.0,2024.0,685247.0,0.3342380821704864,1.0,1.0,0.0,0.0526536367833614,0.4452138543128967,0.0583221279084682,3.0,2.0,10.0,1.7,MID
0.0,0.0,3.0,0.0,0.0,548.0,0.0,0.0,0.0,0.17,110.0,0.0,0.0,0.0,0.0,2024-11-09,17.0,False,17.0,0.0,0.0,0.0,0.0,11.0,0.0,7738.0,0.0,0.0,2.0,0.0,1.0,589.0,975.0,386.0,53.0,True,0.0,0.0,0.0,0.0,11.0,Wolverhampton Wanderers,Southampton,2.0,0.0,26711.0,2024.0,686674.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,11.0,2.2,MID
0.0,0.0,23.0,0.0,0.0,548.0,0.0,0.24,0.24,0.06,115.0,0.0,1.0,5.0,33.0,2024-11-23,1.0,False,9.0,0.0,0.0,0.0,0.0,12.0,0.0,7535.0,0.0,4.0,1.0,17.0,6.0,-277.0,360.0,637.0,53.0,False,0.0,1.0,1.0,0.3590275645256042,1.0,Fulham,Wolverhampton Wanderers,1.0,4.0,26717.0,2024.0,688418.0,0.0,0.0,0.0,1.0,0.3590275645256042,0.3590275645256042,0.0,2.0,3.0,12.0,3.3,MID
1.0,0.0,18.0,0.0,11.3,548.0,0.11,0.13,0.02,0.89,130.0,1.0,0.0,4.5,26.4,2024-11-30,26.0,False,3.0,0.0,0.0,0.0,0.0,13.0,0.0,9399.0,0.0,4.0,2.0,7.0,4.0,1646.0,2040.0,394.0,53.0,True,0.0,0.0,1.0,0.0127730928361415,18.0,Wolverhampton Wanderers,Bournemouth,2.0,4.0,26731.0,2024.0,689970.0,0.3747012913227081,1.0,1.0,0.0,0.0127730928361415,0.38747438788414,0.0,3.0,2.0,13.0,3.5,MID
