assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,player_team,team_h_difficulty,team_a_difficulty,event,xP,position
0.0,0.0,9.0,0.0,16.2,541.0,0.02,0.08,0.06,0.25,2.0,1.0,0.0,4.7,13.8,2024-08-17,33.0,False,1.0,0.0,0.0,0.0,0.0,1.0,0.0,197434.0,0.0,0.0,2.0,17.0,1.0,0.0,0.0,0.0,65.0,False,0.0,0.0,1.0,0.0430611111223697,32.0,Arsenal,Wolverhampton Wanderers,2.0,0.0,26604.0,2024.0,666320.0,0.0411322973668575,0.0,1.0,0.0,0.0430611111223697,0.0841934084892273,0.0,Wolverhampton Wanderers,2.0,5.0,1.0,1.1,FWD
0.0,0.0,34.0,0.0,26.8,541.0,0.2,1.13,0.93,1.24,20.0,5.0,1.0,11.0,39.6,2024-08-25,67.0,False,6.0,0.0,0.0,0.0,0.0,2.0,0.0,188122.0,1.0,6.0,2.0,44.0,6.0,-22455.0,11678.0,34133.0,65.0,True,0.0,1.0,4.0,1.2959703207015991,77.0,Wolverhampton Wanderers,Chelsea,2.0,6.0,26619.0,2024.0,668740.0,0.42815762758255,0.0,2.0,1.0,1.2959703207015991,1.2526766061782837,0.0,Wolverhampton Wanderers,4.0,2.0,2.0,3.5,FWD
0.0,0.0,15.0,0.0,36.5,541.0,0.34,0.58,0.24,1.04,29.0,1.0,0.0,5.6,5.0,2024-08-31,90.0,False,16.0,0.0,0.0,0.0,0.0,3.0,0.0,282792.0,1.0,1.0,1.0,14.0,2.0,71541.0,104815.0,33274.0,65.0,False,0.0,0.0,4.0,0.1605574786663055,90.0,Nottingham Forest,Wolverhampton Wanderers,1.0,1.0,26627.0,2024.0,671867.0,0.3538403213024139,0.0,2.0,0.0,0.1605574786663055,0.5007186532020569,0.3683682382106781,Wolverhampton Wanderers,2.0,3.0,3.0,3.0,FWD
0.0,0.0,10.0,0.0,8.9,541.0,0.02,0.2,0.18,1.21,40.0,2.0,0.0,7.0,14.2,2024-09-15,90.0,False,15.0,0.0,0.0,0.0,0.0,4.0,0.0,242998.0,1.0,2.0,1.0,47.0,2.0,-40589.0,22327.0,62916.0,65.0,True,0.0,0.0,4.0,0.2640218436717987,90.0,Wolverhampton Wanderers,Newcastle United,1.0,2.0,26641.0,2024.0,674619.0,0.0,0.0,0.0,0.0,0.2640218436717987,1.0282623767852783,0.764240562915802,Wolverhampton Wanderers,3.0,2.0,4.0,2.3,FWD
0.0,3.0,34.0,0.0,52.7,541.0,0.22,0.25,0.03,1.73,41.0,3.0,1.0,10.9,43.6,2024-09-21,90.0,False,2.0,0.0,0.0,0.0,0.0,5.0,0.0,231215.0,1.0,1.0,3.0,13.0,8.0,-16511.0,15910.0,32421.0,65.0,False,1.0,1.0,1.0,0.0249607190489768,90.0,Aston Villa,Wolverhampton Wanderers,3.0,1.0,26647.0,2024.0,675770.0,0.1431190073490142,0.0,3.0,1.0,0.0249607190489768,0.0826157331466674,0.0576550103724002,Wolverhampton Wanderers,2.0,4.0,5.0,4.5,FWD
0.0,0.0,13.0,0.0,12.3,541.0,0.01,0.06,0.05,2.54,60.0,2.0,0.0,4.6,9.2,2024-09-28,90.0,False,12.0,0.0,0.0,0.0,0.0,6.0,0.0,227985.0,1.0,2.0,1.0,24.0,2.0,-6702.0,21355.0,28057.0,65.0,True,0.0,0.0,2.0,0.0488959476351738,90.0,Wolverhampton Wanderers,Liverpool,1.0,2.0,26658.0,2024.0,678056.0,0.1107324287295341,0.0,1.0,0.0,0.0488959476351738,0.1596283763647079,0.0,Wolverhampton Wanderers,5.0,2.0,6.0,3.5,FWD
0.0,3.0,44.0,0.0,14.3,541.0,0.27,0.71,0.44,4.25,63.0,5.0,1.0,9.3,40.6,2024-10-05,90.0,False,4.0,0.0,0.0,0.0,0.0,7.0,0.0,256134.0,1.0,3.0,5.0,38.0,9.0,22936.0,47399.0,24463.0,65.0,False,0.0,1.0,5.0,0.2724606692790985,90.0,Brentford,Wolverhampton Wanderers,5.0,3.0,26667.0,2024.0,679569.0,0.053644809871912,0.0,1.0,1.0,0.2724606692790985,0.3075381517410278,0.0350774861872196,Wolverhampton Wanderers,2.0,4.0,7.0,5.2,FWD
0.0,0.0,9.0,0.0,17.0,541.0,0.19,0.23,0.04,1.0,80.0,1.0,0.0,2.4,6.0,2024-10-20,66.0,False,13.0,0.0,0.0,0.0,0.0,8.0,0.0,265096.0,1.0,2.0,1.0,1.0,2.0,5108.0,33958.0,28850.0,65.0,True,0.0,0.0,1.0,0.016384407877922,69.0,Wolverhampton Wanderers,Manchester City,1.0,2.0,26681.0,2024.0,681883.0,0.4163709282875061,0.0,1.0,0.0,0.016384407877922,0.4327553212642669,0.4163709282875061,Wolverhampton Wanderers,4.0,2.0,8.0,3.3,FWD
0.0,3.0,44.0,0.0,50.8,541.0,0.33,0.55,0.22,1.31,84.0,2.0,1.0,16.7,51.2,2024-10-26,90.0,False,5.0,0.0,0.0,0.0,0.0,9.0,0.0,295049.0,1.0,2.0,2.0,65.0,9.0,27589.0,45127.0,17538.0,65.0,False,0.0,1.0,5.0,0.3733123540878296,90.0,Brighton,Wolverhampton Wanderers,2.0,2.0,26686.0,2024.0,683045.0,0.3263751566410064,0.0,4.0,1.0,0.3733123540878296,0.4276100993156433,0.0,Wolverhampton Wanderers,2.0,3.0,9.0,5.5,FWD
1.0,1.0,29.0,0.0,40.8,541.0,0.22,0.33,0.11,2.51,100.0,2.0,0.0,8.1,27.2,2024-11-02,90.0,False,7.0,0.0,0.0,0.0,0.0,10.0,0.0,633923.0,1.0,2.0,2.0,13.0,6.0,323129.0,342228.0,19099.0,66.0,True,0.0,0.0,2.0,0.0951862782239914,90.0,Wolverhampton Wanderers,Crystal Palace,2.0,2.0,26701.0,2024.0,685242.0,0.9886963963508606,1.0,3.0,0.0,0.0951862782239914,1.4181207418441772,0.3342380821704864,Wolverhampton Wanderers,3.0,2.0,10.0,5.7,FWD
1.0,3.0,45.0,1.0,28.8,541.0,0.42,0.48,0.06,0.48,110.0,0.0,1.0,10.7,56.6,2024-11-09,89.0,False,17.0,0.0,0.0,0.0,0.0,11.0,0.0,942722.0,1.0,0.0,2.0,22.0,12.0,295842.0,319427.0,23585.0,67.0,True,0.0,1.0,2.0,0.0787420645356178,90.0,Wolverhampton Wanderers,Southampton,2.0,0.0,26711.0,2024.0,686669.0,0.578175961971283,1.0,2.0,1.0,0.0787420645356178,0.8441752195358276,0.2325306981801986,Wolverhampton Wanderers,2.0,2.0,11.0,9.5,FWD
1.0,3.0,68.0,0.0,13.5,541.0,0.05,0.82,0.77,0.97,115.0,1.0,2.0,15.7,87.2,2024-11-23,90.0,False,9.0,0.0,0.0,0.0,0.0,12.0,0.0,1251989.0,1.0,4.0,1.0,56.0,16.0,308774.0,362534.0,53760.0,68.0,False,0.0,2.0,4.0,0.6298876404762268,90.0,Fulham,Wolverhampton Wanderers,1.0,4.0,26717.0,2024.0,688414.0,0.1034923493862152,1.0,1.0,2.0,0.6298876404762268,0.7572028040885925,0.0238228198140859,Wolverhampton Wanderers,2.0,3.0,12.0,11.3,FWD
0.0,0.0,8.0,0.0,29.5,541.0,0.07,0.18,0.11,3.29,130.0,4.0,0.0,4.7,12.6,2024-11-30,90.0,False,3.0,0.0,0.0,0.0,0.0,13.0,0.0,2321000.0,1.0,4.0,2.0,5.0,2.0,1032373.0,1041324.0,8951.0,70.0,True,0.0,0.0,2.0,0.1022603511810302,90.0,Wolverhampton Wanderers,Bournemouth,2.0,4.0,26731.0,2024.0,689967.0,0.0585534460842609,0.0,2.0,0.0,0.1022603511810302,0.2800124585628509,0.2350353449583053,Wolverhampton Wanderers,3.0,2.0,13.0,9.0,FWD
0.0,0.0,8.0,0.0,2.8,541.0,0.01,0.1,0.09,1.02,134.0,4.0,0.0,2.5,9.4,2024-12-04,90.0,False,8.0,0.0,0.0,0.0,0.0,14.0,0.0,2646029.0,1.0,0.0,4.0,13.0,2.0,342269.0,415428.0,73159.0,71.0,False,0.0,0.0,2.0,0.0621686391532421,90.0,Everton,Wolverhampton Wanderers,4.0,0.0,26735.0,2024.0,691592.0,0.0,0.0,0.0,0.0,0.0621686391532421,0.5755777955055237,0.5134091377258301,Wolverhampton Wanderers,2.0,3.0,14.0,8.0,FWD
0.0,0.0,10.0,0.0,46.8,541.0,0.25,0.29,0.04,1.01,150.0,2.0,0.0,6.9,12.4,2024-12-09,90.0,False,19.0,0.0,0.0,0.0,0.0,15.0,0.0,2658348.0,1.0,1.0,2.0,10.0,1.0,22375.0,188297.0,165922.0,71.0,False,1.0,0.0,2.0,0.0372333042323589,90.0,West Ham,Wolverhampton Wanderers,2.0,1.0,26746.0,2024.0,693286.0,0.2590522766113281,0.0,4.0,0.0,0.0372333042323589,0.6124629378318787,0.3161773383617401,Wolverhampton Wanderers,2.0,2.0,15.0,5.2,FWD
0.0,3.0,45.0,0.0,30.4,541.0,0.12,0.53,0.41,1.2,160.0,2.0,1.0,13.5,52.6,2024-12-14,90.0,False,10.0,0.0,0.0,0.0,0.0,16.0,0.0,2691487.0,1.0,2.0,1.0,52.0,9.0,11382.0,169503.0,158121.0,71.0,True,0.0,1.0,5.0,0.3805503845214844,90.0,Wolverhampton Wanderers,Ipswich,1.0,2.0,26758.0,2024.0,693608.0,0.0467114113271236,0.0,1.0,1.0,0.3805503845214844,0.7942357063293457,0.4263492524623871,Wolverhampton Wanderers,2.0,2.0,16.0,6.0,FWD
0.0,3.0,43.0,1.0,45.4,541.0,0.31,0.45,0.14,0.81,167.0,0.0,1.0,11.9,51.4,2024-12-22,90.0,False,11.0,0.0,0.0,0.0,0.0,17.0,0.0,2544762.0,1.0,3.0,0.0,22.0,9.0,-149929.0,119053.0,268982.0,71.0,False,0.0,1.0,3.0,0.1559546291828155,90.0,Leicester,Wolverhampton Wanderers,0.0,3.0,26770.0,2024.0,695684.0,0.6083208322525024,0.0,3.0,1.0,0.1559546291828155,0.7004313468933105,0.4790825545787811,Wolverhampton Wanderers,2.0,2.0,17.0,6.5,FWD
