assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,team_h_difficulty,team_a_difficulty,event,xP,position
0,2,35,0,50.2,99,0.45,0.54,0.09,1.17,8,1,1,10.8,40.8,2024-08-18,89,7,0,0,0,0,1,0,360975,1,1,2,17.0,9,0,0,0,70,True,0,1,1,0.0740582570433616,90,Brentford,Crystal Palace,2,1,26609,2024,666801,0.4698812365531921,0,3,1,0.0740582570433616,0.5048030614852905,0.0,2,3,1,2.5,MID
0,0,6,0,17.7,99,0.12,0.15,0.03,2.65,16,2,0,3.0,5.4,2024-08-25,90,12,0,0,0,0,2,0,449513,1,0,2,7.0,1,23925,61882,37957,70,False,1,0,1,0.0345180444419384,90,Liverpool,Brentford,2,0,26621,2024,668972,0.2495764940977096,0,1,0,0.0345180444419384,0.0345180444419384,0.0,2,5,2,4.5,MID
0,3,64,0,41.0,99,0.34,1.15,0.81,1.57,22,1,2,17.8,82.8,2024-08-31,90,17,0,0,0,0,3,0,603697,1,1,3,54.0,14,125074,210412,85338,70,True,1,2,4,0.8111304640769958,90,Brentford,Southampton,3,1,26623,2024,671729,0.7694047093391418,0,3,2,0.8111304640769958,2.016061782836914,0.4355265200138092,2,3,3,8.5,MID
0,0,12,0,49.1,99,0.35,0.54,0.19,2.17,37,2,0,7.0,9.4,2024-09-14,90,13,0,0,0,0,4,0,817384,1,1,2,11.0,2,184014,374751,190737,71,False,0,0,1,0.1212284117937088,90,Manchester City,Brentford,2,1,26637,2024,673697,0.2927728295326233,0,3,0,0.1212284117937088,0.1769198030233383,0.013665834441781,2,5,4,5.5,MID
0,1,31,0,2.4,99,0.02,0.66,0.64,3.52,49,3,1,10.1,43.2,2024-09-21,90,18,0,0,0,0,5,0,1022015,1,1,3,55.0,8,191546,251257,59711,71,False,0,1,3,0.7715756297111511,90,Tottenham,Brentford,3,1,26648,2024,675801,0.0,0,0,1,0.7715756297111511,0.8467352986335754,0.0751596316695213,2,4,5,6.2,MID
0,2,27,0,21.6,99,0.41,0.66,0.25,0.99,53,1,1,10.2,42.4,2024-09-28,90,19,0,0,0,0,6,0,2091760,1,1,1,38.0,9,1032871,1092772,59901,73,True,0,1,4,0.2290481925010681,90,Brentford,West Ham,1,1,26656,2024,677872,0.0132673159241676,0,1,1,0.2290481925010681,0.1875568330287933,0.0918527320027351,2,3,6,6.3,MID
0,1,38,0,47.3,99,0.29,1.13,0.84,1.05,63,3,1,11.8,46.6,2024-10-05,90,20,0,0,0,0,7,0,2654796,1,3,5,24.0,8,544115,598947,54832,74,True,0,1,2,0.8320542573928833,90,Brentford,Wolverhampton Wanderers,5,3,26667,2024,679552,0.4529032111167907,0,3,0,0.0708854123950004,1.2447028160095217,0.892180323600769,2,3,7,6.8,MID
0,0,15,0,33.7,99,0.05,0.08,0.03,1.33,75,2,0,6.2,24.4,2024-10-19,90,14,0,0,0,0,8,0,3066293,1,1,2,4.0,2,396157,454941,58784,75,False,0,0,1,0.0334881208837032,90,Manchester United,Brentford,2,1,26675,2024,681311,0.0663905814290046,0,2,0,0.0334881208837032,0.0998786985874176,0.0223867427557706,2,3,8,6.3,MID
0,3,52,0,18.5,99,0.38,1.29,0.91,1.3,83,3,2,13.1,76.4,2024-10-26,90,10,0,0,0,0,9,0,3692358,1,3,4,36.0,15,601979,639773,37794,76,True,0,2,4,0.9057899713516236,90,Brentford,Ipswich,4,3,26685,2024,682998,0.1390465795993805,0,1,1,0.1446211040019989,0.936098337173462,0.6524306535720825,2,3,9,8.3,MID
0,0,8,1,2.1,99,0.01,0.01,0.0,0.9,92,0,0,0.6,3.4,2024-11-04,86,9,0,0,0,0,10,0,4324739,1,1,2,0.0,3,620628,667099,46471,78,False,0,0,0,0.0,89,Fulham,Brentford,2,1,26693,2024,686128,0.0,0,0,0,0.0,0.0195134691894054,0.0195134691894054,2,3,10,6.7,MID
1,0,14,0,15.8,99,0.25,0.34,0.09,2.17,101,2,0,3.9,19.0,2024-11-09,90,3,0,0,0,0,11,0,4635502,1,2,3,4.0,5,299114,347703,48589,79,True,0,0,1,0.0639220252633094,90,Brentford,Bournemouth,3,2,26702,2024,686579,0.2152646631002426,1,1,0,0.0639220252633094,0.3773718774318695,0.3134498596191406,2,3,11,,
