assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,team_h_difficulty,team_a_difficulty,event,xP,position
0,0,16,0,1.0,557,0.01,0.01,0.0,1.24,2,2,0,3.1,29.8,2024-08-17,90,1,0,0,0,0,1,0,14599,1,0,2,0.0,2,0,0,0,50,False,0,0,0,0.0,90,Arsenal,Wolverhampton Wanderers,2,0,26604,2024,666315,0.0,0,0,0,0.0,0.0,0.0,2,5,1,0.6,MID
0,0,6,0,1.8,557,0.05,0.1,0.05,1.56,20,6,0,1.1,5.6,2024-08-25,89,6,0,0,0,0,2,0,14851,1,6,2,4.0,2,-864,646,1510,50,True,0,0,1,0.0562512427568435,90,Wolverhampton Wanderers,Chelsea,2,6,26619,2024,668738,0.0,0,0,0,0.0562512427568435,0.7140518426895142,0.657800555229187,4,2,2,2.0,MID
1,1,27,0,12.2,557,0.01,0.01,0.0,1.04,29,1,0,5.5,41.2,2024-08-31,90,16,0,0,0,0,3,0,14590,1,1,1,2.0,5,-957,1181,2138,50,False,1,0,0,0.0,90,Nottingham Forest,Wolverhampton Wanderers,1,1,26627,2024,671865,0.0254900846630334,1,1,0,0.0,0.4980884492397308,0.4725983738899231,2,2,3,3.0,MID
0,3,42,0,35.8,557,0.26,0.72,0.46,1.21,40,2,1,10.0,44.6,2024-09-15,90,15,0,0,0,0,4,0,14158,1,2,1,20.0,10,-1017,1586,2603,50,True,0,1,2,0.7006365656852722,90,Wolverhampton Wanderers,Newcastle United,1,2,26641,2024,674615,0.3098068535327911,0,2,1,0.7006365656852722,1.0104434490203855,0.3098068535327911,3,2,4,3.2,MID
0,0,3,0,5.2,557,0.02,0.21,0.19,1.73,41,3,0,5.6,17.2,2024-09-21,90,2,0,0,0,0,5,0,38369,1,1,3,34.0,1,21241,24658,3417,50,False,1,0,2,0.1165500506758689,90,Aston Villa,Wolverhampton Wanderers,3,1,26647,2024,675769,0.0,0,0,0,0.1165500506758689,0.1624697893857956,0.1624697893857956,2,4,5,4.5,MID
0,0,15,0,9.7,557,0.06,0.07,0.01,2.54,60,2,0,3.3,19.2,2024-09-28,90,12,0,0,0,0,6,0,45417,1,2,1,4.0,2,6945,15709,8764,50,True,0,0,0,0.0,90,Wolverhampton Wanderers,Liverpool,1,2,26658,2024,678058,0.0,0,0,0,0.0,0.0753610506653785,0.0753610506653785,5,2,6,3.8,MID
0,0,9,0,13.7,557,0.02,0.24,0.22,4.25,63,5,0,4.1,6.8,2024-10-05,90,4,0,0,0,0,7,0,50291,1,3,5,20.0,2,4037,10520,6483,50,False,0,0,4,0.0988716557621955,90,Brentford,Wolverhampton Wanderers,5,3,26667,2024,679568,0.0185476746410131,0,1,0,0.0988716557621955,0.2187796384096145,0.1845950782299041,2,3,7,3.8,MID
0,0,8,0,1.8,557,0.0,0.0,0.0,1.62,80,2,0,1.5,13.6,2024-10-20,90,13,0,0,0,0,8,0,44400,1,2,1,0.0,2,-6017,1802,7819,50,True,0,0,0,0.0,90,Wolverhampton Wanderers,Manchester City,1,2,26681,2024,681882,0.0,0,0,0,0.0,0.3284612894058227,0.3284612894058227,5,2,8,1.0,MID
0,0,12,0,0.5,557,0.0,0.0,0.0,1.05,84,1,0,1.2,9.8,2024-10-26,45,5,0,0,0,0,9,0,44890,1,2,2,2.0,1,48,4261,4213,50,False,0,0,0,0.0,50,Brighton,Wolverhampton Wanderers,2,2,26686,2024,683043,0.0,0,0,0,0.0,0.0609717704355716,0.0609717704355716,2,3,9,1.8,MID
0,0,8,0,0.4,557,0.0,0.02,0.02,1.32,100,1,0,1.7,14.6,2024-11-02,28,7,0,0,0,0,10,0,41313,0,2,2,2.0,1,-3750,3902,7652,50,True,0,0,1,0.0176003761589527,27,Wolverhampton Wanderers,Crystal Palace,2,2,26701,2024,685246,0.0,0,0,0,0.0176003761589527,0.4452138543128967,0.4276134669780731,2,2,10,1.0,MID
1,0,21,1,11.0,557,0.01,0.03,0.02,0.66,110,0,0,4.0,25.2,2024-11-09,90,17,0,0,0,0,11,0,38068,1,0,2,4.0,6,-3425,2811,6236,50,True,0,0,1,0.0151427956297993,90,Wolverhampton Wanderers,Southampton,2,0,26711,2024,686668,0.0280286967754364,1,1,0,0.0151427956297993,0.1231918856501579,0.0800203904509544,2,2,11,,
