assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,team_h_difficulty,team_a_difficulty,event,xP,position,clean_sheets_3,creativity_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,influence_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,total_points_3,yellow_cards_3,goals_3,shots_3,xG_3,xA_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3
0,0,1,0,1.1,705,0.0,0.57,0.57,2.61,213,1,0,4.7,6.6,2023-02-04,90,5,0,0,0,0,22,0,1390,1,0,1,39.0,2,1022,1212,190,50,False,0,0,4,0.2684150040149688,90,Brighton,Bournemouth,1,0,18414,2022,573328,0.0,0,0,0,0.2684150040149688,0.1996719986200332,0.0,2,3,22,3.5,MID,0.0,0.37,0.0,0.19,0.19,0.87,0.33,0.0,2.2,30.0,0.0,0.0,0.0,0.0,0.0,0.33,0.0,0.33,0.67,0.0,0.0,1.33,0.09,0.0,0.0,0.0,0.0,0.09,0.07,0.0,1.17
1,2,29,0,39.3,705,0.24,0.34,0.1,1.16,222,1,0,7.6,32.4,2023-02-11,78,15,0,0,0,0,23,0,1441,1,1,1,4.0,7,23,262,239,50,True,0,0,1,0.1090340018272399,81,Bournemouth,Newcastle United,1,1,18423,2022,575029,1.1212400197982788,1,3,0,0.1090340018272399,0.4367069900035858,0.0,3,2,23,3.7,MID,0.0,13.47,0.08,0.3,0.22,1.26,0.67,0.0,13.0,56.0,0.0,0.0,0.0,0.0,0.0,0.67,0.33,0.67,3.0,0.0,0.0,1.67,0.13,0.37,0.33,1.0,0.0,0.13,0.21,0.0,2.4
0,0,3,0,4.8,705,0.12,0.12,0.0,0.93,240,0,0,1.5,4.0,2023-02-18,57,20,0,0,0,0,24,0,2332,1,1,0,6.0,1,807,945,138,50,False,0,0,0,0.0,59,Wolverhampton Wanderers,Bournemouth,0,1,18441,2022,576373,0.0,0,0,0,0.0,0.9288740158081056,0.9288740158081056,2,2,24,2.8,MID,0.0,15.07,0.12,0.34,0.22,1.57,0.67,0.0,14.33,75.0,0.0,0.0,0.0,0.0,0.0,1.0,0.67,0.67,3.33,0.0,0.0,1.67,0.13,0.37,0.33,1.0,0.0,0.13,0.52,0.31,3.33
0,0,-1,0,13.4,705,0.02,0.05,0.03,2.38,241,4,0,2.7,4.2,2023-02-25,90,13,0,0,0,0,25,0,2457,1,4,1,9.0,1,37,443,406,50,True,1,0,1,0.0766552984714508,90,Bournemouth,Manchester City,1,4,18442,2022,578081,0.0311354007571935,0,1,0,0.0766552984714508,0.0311354007571935,0.0,5,2,25,1.3,MID,0.0,19.17,0.13,0.17,0.04,1.49,1.67,0.0,13.53,75.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.67,3.0,0.33,0.0,0.67,0.06,0.38,0.33,1.33,0.0,0.06,0.47,0.31,2.6
0,0,5,0,0.6,705,0.0,0.6,0.6,2.28,251,2,0,2.6,8.8,2023-03-04,81,1,0,0,0,0,26,0,2274,1,2,3,17.0,2,-155,236,391,50,False,0,0,1,0.6177520155906677,85,Arsenal,Bournemouth,3,2,18452,2022,579623,0.0,0,0,0,0.6177520155906677,0.7489920258522034,0.1312399953603744,2,4,26,1.8,MID,0.0,6.27,0.05,0.26,0.21,1.86,2.0,0.0,5.67,76.0,0.0,0.0,0.0,0.0,0.0,1.0,2.33,1.33,1.33,0.33,0.0,0.67,0.23,0.01,0.0,0.33,0.0,0.23,0.57,0.35,1.97
1,0,20,1,18.3,705,0.04,0.48,0.44,1.75,261,0,0,6.3,37.0,2023-03-11,90,12,0,0,0,0,27,0,2329,1,0,1,8.0,6,8,422,414,50,True,0,0,1,0.5635610222816467,90,Bournemouth,Liverpool,1,0,18462,2022,580920,0.3601100146770477,1,1,0,0.5635610222816467,0.5635610222816467,0.0,4,2,27,1.5,MID,0.33,10.77,0.02,0.38,0.36,2.14,2.0,0.0,16.67,87.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.67,3.0,0.33,0.0,1.0,0.42,0.13,0.33,0.67,0.0,0.42,0.45,0.04,1.53
0,0,12,0,8.3,705,0.11,0.33,0.22,3.18,272,3,0,7.0,15.6,2023-03-18,90,2,0,0,0,0,28,0,8934,1,0,3,46.0,2,4484,5086,602,50,False,0,0,2,0.1195840016007423,90,Aston Villa,Bournemouth,3,0,18473,2022,583062,0.0,0,0,0,0.1195840016007423,0.0541520006954669,0.0,2,2,28,2.3,MID,0.33,9.07,0.05,0.47,0.42,2.4,1.67,0.0,20.47,87.0,0.0,0.0,0.0,0.0,0.0,1.0,0.67,2.33,3.33,0.0,0.0,1.33,0.43,0.12,0.33,0.33,0.0,0.43,0.46,0.04,1.87
0,0,3,0,0.6,705,0.01,0.08,0.07,0.58,282,1,0,0.6,0.0,2023-04-01,45,9,0,0,0,0,29,0,6957,1,1,2,6.0,1,-29,1529,1558,50,True,0,0,1,0.0836656019091606,48,Bournemouth,Fulham,2,1,18483,2022,584647,0.0,0,0,0,0.0836656019091606,0.0836656019091606,0.0,2,2,29,4.6,MID,0.33,9.07,0.05,0.3,0.24,1.84,1.33,0.0,17.53,75.0,0.0,0.0,0.0,0.0,0.0,1.0,0.33,2.0,3.0,0.0,0.0,1.33,0.26,0.12,0.33,0.33,0.0,0.26,0.23,0.0,2.8
0,0,5,0,46.7,705,0.11,0.14,0.03,1.82,62,1,0,7.8,18.8,2023-04-04,84,5,0,0,0,0,29,0,6957,1,2,0,12.0,2,-29,1529,1558,50,True,0,0,1,0.019981499761343,90,Bournemouth,Brighton,0,2,18266,2022,586010,0.12568399310112,0,4,0,0.019981499761343,0.1456660032272339,0.0,3,2,29,4.6,MID,0.33,24.43,0.09,0.32,0.23,2.25,1.33,0.0,23.8,88.0,0.0,0.0,0.0,0.0,0.0,1.0,0.67,1.33,3.33,0.0,0.0,1.33,0.23,0.16,0.33,1.67,0.0,0.23,0.25,0.0,2.8
0,0,4,0,11.6,705,0.12,0.12,0.0,0.21,295,0,0,3.1,9.8,2023-04-08,37,10,0,0,0,0,30,0,5410,1,1,0,10.0,1,-1532,157,1689,50,False,0,0,0,0.0,37,Leicester,Bournemouth,0,1,18496,2022,586829,0.1118310019373893,0,1,0,0.0,0.1118310019373893,0.0,2,3,30,1.0,MID,0.0,22.2,0.11,0.2,0.08,1.74,1.33,0.0,14.73,70.33,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.67,0.0,0.0,1.0,0.05,0.08,0.0,1.67,0.0,0.05,0.1,0.0,2.63
0,2,27,0,10.3,705,0.01,0.41,0.4,0.3,308,1,1,6.8,37.0,2023-04-15,11,18,0,0,0,0,31,0,4525,0,3,2,21.0,8,-909,99,1008,50,False,0,1,1,0.1842820048332214,8,Tottenham,Bournemouth,2,3,18509,2022,588537,0.0336868017911911,0,1,1,0.1842820048332214,0.217969000339508,0.0,2,4,31,2.5,MID,0.0,22.87,0.08,0.22,0.14,0.78,0.67,0.33,21.87,44.0,0.0,0.0,0.0,0.0,0.0,0.67,2.0,0.67,3.67,0.0,0.33,0.67,0.07,0.09,0.0,2.0,0.33,0.07,0.16,0.0,2.7
0,0,6,0,20.8,705,0.01,0.1,0.09,1.1,312,1,0,3.6,4.6,2023-04-23,29,19,0,0,0,0,32,0,5940,0,4,0,11.0,1,1099,1416,317,50,True,0,0,3,0.0544901490211486,26,Bournemouth,West Ham,0,4,18513,2022,590800,0.061304934322834,0,2,0,0.0544901490211486,0.0960808768868446,0.0,2,2,32,2.1,MID,0.0,14.23,0.05,0.21,0.16,0.54,0.67,0.33,17.13,25.67,0.0,0.0,0.0,0.0,0.0,0.33,2.67,0.67,3.33,0.0,0.33,1.33,0.08,0.07,0.0,1.33,0.33,0.08,0.14,0.0,1.87
0,0,3,0,0.0,705,0.0,0.0,0.0,0.0,330,0,0,0.0,0.0,2023-04-27,1,17,0,0,0,0,33,0,4941,0,1,0,0.0,1,-751,150,901,50,False,0,0,0,0.0,1,Southampton,Bournemouth,0,1,18530,2022,591887,0.0,0,0,0,0.0,0.0,0.0,2,2,33,2.3,MID,0.0,10.37,0.01,0.17,0.16,0.47,0.67,0.33,13.87,13.67,0.0,0.0,0.0,0.0,0.0,0.0,2.67,0.67,3.33,0.0,0.33,1.33,0.08,0.03,0.0,1.0,0.33,0.08,0.1,0.0,2.3
0,0,5,0,1.8,705,0.08,0.11,0.03,1.67,332,1,0,4.6,21.6,2023-04-30,90,11,0,0,0,0,34,0,4194,1,1,4,23.0,2,-596,387,983,50,True,0,0,1,0.0406255647540092,90,Bournemouth,Leeds,4,1,18533,2022,592921,0.0,0,0,0,0.0406255647540092,1.227254867553711,1.186629295349121,2,2,34,2.1,MID,0.0,7.53,0.03,0.07,0.04,0.92,0.67,0.0,8.73,40.0,0.0,0.0,0.0,0.0,0.0,0.33,2.0,1.33,1.33,0.0,0.0,1.33,0.03,0.02,0.0,0.67,0.0,0.03,0.44,0.4,2.17
0,0,8,0,42.2,705,0.57,1.15,0.58,1.39,341,3,0,8.4,22.2,2023-05-06,90,6,0,0,0,0,35,0,4389,1,3,1,20.0,2,-43,615,658,50,True,0,0,2,0.6897287964820862,90,Bournemouth,Chelsea,1,3,18542,2022,594743,0.1587042957544326,0,3,0,0.6897287964820862,0.3061072826385498,0.1474029719829559,3,2,35,2.3,MID,0.0,14.67,0.22,0.42,0.2,1.02,1.33,0.0,14.6,60.33,0.0,0.0,0.0,0.0,0.0,0.67,1.67,1.67,1.67,0.0,0.0,1.0,0.24,0.05,0.0,1.0,0.0,0.24,0.51,0.44,2.23
0,0,8,0,6.8,705,0.06,0.07,0.01,1.49,355,2,0,2.7,14.6,2023-05-13,72,7,0,0,0,0,36,0,4115,1,0,2,6.0,2,-308,334,642,50,False,0,0,1,0.0138968573883175,76,Crystal Palace,Bournemouth,2,0,18556,2022,596413,0.0,0,0,0,0.0138968573883175,0.0138968573883175,0.0,2,2,36,0.0,MID,0.0,16.93,0.24,0.44,0.21,1.52,2.0,0.0,19.47,84.0,0.0,0.0,0.0,0.0,0.0,1.0,1.33,2.33,2.0,0.0,0.0,1.33,0.25,0.05,0.0,1.0,0.0,0.25,0.52,0.44,1.47
0,0,8,0,13.9,705,0.13,0.13,0.0,0.24,361,0,0,2.1,6.8,2023-05-20,24,14,0,0,0,0,37,0,3789,0,1,0,0.0,1,-306,201,507,50,True,0,0,0,0.0,23,Bournemouth,Manchester United,0,1,18562,2022,598096,0.3205567896366119,0,1,0,0.0,0.3205567896366119,0.0,3,2,37,1.3,MID,0.0,20.97,0.25,0.45,0.2,1.04,1.67,0.0,14.53,62.0,0.0,0.0,0.0,0.0,0.0,0.67,1.33,1.0,1.67,0.0,0.0,1.0,0.23,0.16,0.0,1.33,0.0,0.23,0.21,0.05,1.2
