assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,team_h_difficulty,team_a_difficulty,event,xP,position,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,total_points_3,goals_3,shots_3,xG_3,xA_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,selected_3
0,0,1,0,3.4,293,0.02,0.2,0.18,1.25,4,2,0,2.5,0.0,2022-08-06,77,9,0,0,0,0,1,0,1688654,1,2,2,24.0,2,0,0,0,80,False,0,0,2,0.1780599951744079,80,Fulham,Liverpool,2,2,18203,2022,539206,0.0,0,0,0,0.1780599951744079,0.6517009735107422,0.5903130173683167,4,2,1,4.2,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,3,31,0,15.9,293,0.03,0.26,0.23,1.04,16,1,1,11.3,54.8,2022-08-15,90,7,0,0,0,0,2,0,1743693,1,1,1,42.0,9,-84739,84791,169530,80,True,1,1,3,0.2381999939680099,90,Liverpool,Crystal Palace,1,1,18221,2022,541882,0.009840790182352,0,1,1,0.2381999939680099,0.5724610090255737,0.3671849966049194,2,4,2,6.5,MID,0.0,0.01,0.07,0.06,0.42,0.67,0.0,0.83,0.0,1.13,8.0,25.67,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.67,0.67,0.67,0.0,0.67,0.06,0.0,0.0,0.0,0.0,0.06,0.22,0.2,1.4,562884.67
0,0,-4,0,4.3,293,0.04,0.26,0.22,1.79,27,2,0,5.4,2.8,2022-08-22,90,14,0,0,0,0,3,0,2044299,1,1,2,47.0,2,188810,334802,145992,80,False,0,0,2,0.676056981086731,90,Manchester United,Liverpool,2,1,18231,2022,543842,0.0,0,0,0,0.676056981086731,0.676056981086731,0.0,4,4,3,4.8,MID,0.0,0.02,0.15,0.14,0.76,1.0,0.33,4.6,18.27,6.43,22.0,55.67,0.0,0.0,0.0,0.0,0.33,0.0,0.67,1.0,1.0,3.67,0.33,1.67,0.14,0.0,0.0,0.33,0.33,0.14,0.41,0.32,3.57,1144115.67
0,1,52,1,24.5,293,0.11,0.48,0.37,0.33,36,0,2,15.7,76.0,2022-08-27,90,3,0,0,0,0,4,0,2088008,1,0,9,56.0,14,-7358,208449,215807,80,True,0,2,2,0.494031012058258,90,Liverpool,Bournemouth,9,0,18236,2022,544468,0.1115529984235763,0,1,2,0.494031012058258,1.5500600337982178,1.181820034980774,2,4,4,8.3,MID,0.0,0.03,0.24,0.21,1.36,1.67,0.33,6.4,19.2,7.87,37.67,85.67,0.0,0.0,0.0,0.0,0.33,0.0,1.0,1.33,1.67,4.33,0.33,2.33,0.36,0.0,0.0,0.33,0.33,0.36,0.63,0.32,5.17,1825548.67
0,0,2,0,4.7,293,0.12,0.69,0.57,0.72,48,1,0,7.8,5.0,2022-08-31,90,15,0,0,0,0,5,0,2852321,1,1,2,68.0,2,647336,703861,56525,81,True,0,0,5,0.8749060034751892,90,Liverpool,Newcastle United,2,1,18250,2022,546442,0.0,0,0,0,0.8749060034751892,0.9041709899902344,0.0292642004787921,3,4,5,6.8,MID,0.33,0.06,0.33,0.27,1.05,1.0,1.0,10.8,44.53,14.9,48.33,90.0,0.0,0.0,0.0,0.0,0.33,0.0,1.0,0.67,4.0,8.33,1.0,2.33,0.47,0.04,0.0,0.67,1.0,0.47,0.93,0.52,6.53,1958666.67
0,0,4,1,22.8,293,0.13,0.3,0.17,1.72,55,0,0,5.7,3.8,2022-09-03,90,8,0,0,0,0,6,0,3133731,1,0,0,30.0,3,233843,399012,165169,82,False,0,0,2,0.132421001791954,90,Everton,Liverpool,0,0,18252,2022,546869,0.2071149945259094,0,2,0,0.132421001791954,0.4190579950809479,0.0795214995741844,4,2,6,7.0,MID,0.33,0.09,0.48,0.39,0.95,1.0,0.67,9.63,27.93,11.17,57.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.67,4.33,6.0,0.67,3.0,0.68,0.04,0.0,0.33,0.67,0.68,1.04,0.4,6.63,2328209.33
1,0,16,0,12.7,293,0.08,0.08,0.0,0.52,87,1,0,4.1,20.0,2022-10-01,45,5,0,0,0,0,9,0,2829541,0,3,3,8.0,4,34362,234919,200557,82,True,0,0,0,0.0,41,Liverpool,Brighton,3,3,18288,2022,552341,0.6304290294647217,1,1,0,0.0,0.9301270246505736,0.299697995185852,3,4,9,5.0,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0,7,0,11.2,293,0.32,0.32,0.0,0.5,91,1,0,2.8,12.4,2022-10-09,41,1,0,0,0,0,10,0,2460893,1,2,3,4.0,3,-363961,71616,435577,81,False,1,0,0,0.0,41,Arsenal,Liverpool,3,2,18292,2022,555100,0.4801500141620636,1,1,0,0.0,0.5168970227241516,0.0367472991347312,4,4,10,4.0,MID,0.0,0.03,0.03,0.0,0.17,0.33,0.0,1.37,6.67,4.23,2.67,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.33,0.0,0.0,0.0,0.21,0.33,0.33,0.0,0.0,0.31,0.1,1.67,943180.33
0,0,3,0,11.5,293,0.04,0.04,0.0,0.02,304,0,0,1.6,4.8,2023-04-17,9,11,0,0,0,0,31,0,675213,0,6,1,0.0,1,7044,8693,1649,78,False,0,0,0,0.0,7,Leeds,Liverpool,1,6,18505,2022,589613,0.0934367999434471,0,1,0,0.0,0.2339770048856735,0.1405400037765503,4,2,31,0.7,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,3,0,0.8,293,0.0,0.0,0.0,0.17,318,0,0,0.2,1.4,2023-04-22,9,16,0,0,0,0,32,0,688886,0,2,3,0.0,1,12722,15649,2927,78,True,0,0,0,0.0,6,Liverpool,Nottingham Forest,3,2,18519,2022,590119,0.0,0,0,0,0.0,0.0,0.0,2,4,32,0.9,MID,0.0,0.01,0.01,0.0,0.01,0.0,0.0,0.53,1.6,3.83,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.33,0.33,0.0,0.0,0.0,0.03,0.0,0.33,0.0,0.0,0.08,0.05,0.23,225071.0
