assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,team_h_difficulty,team_a_difficulty,event
0,0,13,0,19.9,117,0.19,0.19,0.0,0.98,10,1,0,3.1,11.4,2024-08-19,78,18,0,0,0,0,1,0,8082,1,1,1,0.0,2,0,0,0,50,True,0,0,0,0.0,80,AMC,Leicester,Tottenham,1,1,26611,2024,667449,0.3427987992763519,0,1,0,0.0,0.4167591035366058,0.4167591035366058,4,2,1
1,0,19,0,38.5,117,0.19,0.19,0.0,1.74,15,2,0,6.6,25.8,2024-08-24,70,9,0,0,0,0,2,0,11229,1,1,2,2.0,5,1379,2588,1209,50,False,0,0,0,0.0,75,FWR,Fulham,Leicester,2,1,26614,2024,667968,0.5042760372161865,1,3,0,0.0,0.0194686166942119,0.0,2,3,2
0,0,19,0,6.9,117,0.0,0.17,0.17,0.09,26,0,1,5.8,32.6,2024-08-31,22,2,0,0,0,0,3,0,16265,0,2,1,18.0,6,3328,6403,3075,50,True,0,1,2,0.5209264755249023,20,Sub,Leicester,Aston Villa,1,2,26626,2024,671822,0.0,0,0,1,0.5209264755249023,0.5209264755249023,0.0,3,2,3
0,0,-3,0,1.7,117,0.01,0.05,0.04,0.22,45,0,0,0.8,1.4,2024-09-21,34,8,0,0,0,0,5,0,32267,0,1,1,5.0,0,-2950,2982,5932,50,True,1,0,1,0.0811550393700599,31,Sub,Leicester,Everton,1,1,26644,2024,675667,0.0,0,0,0,0.0811550393700599,0.0811550393700599,0.0,2,2,5
1,0,16,0,14.8,117,0.06,0.24,0.18,3.42,51,2,0,7.0,32.4,2024-09-28,84,1,0,0,0,0,6,0,24867,1,2,4,23.0,4,-7437,610,8047,50,False,1,0,2,0.1314598321914672,88,AMR,Arsenal,Leicester,4,2,26655,2024,677854,0.047445710748434,1,1,0,0.1314598321914672,0.1314598321914672,0.0,2,5,6
0,3,40,1,16.5,117,0.15,0.45,0.3,1.66,68,0,1,9.1,44.4,2024-10-05,81,3,0,0,0,0,7,0,28397,1,0,1,30.0,11,2794,5788,2994,50,True,0,1,3,0.4877281785011291,85,AMR,Leicester,Bournemouth,1,0,26663,2024,679427,0.3606627881526947,0,1,1,0.4877281785011291,0.8483909964561462,0.4484193027019501,2,2,7
0,0,25,0,51.8,117,0.17,1.51,1.34,2.15,78,2,1,14.8,47.0,2024-10-19,90,17,0,0,0,0,8,0,106337,1,3,2,49.0,6,73258,79208,5950,50,False,1,1,5,1.0362848043441772,90,AMR,Southampton,Leicester,2,3,26678,2024,681404,0.1698783934116363,0,3,1,1.0362848043441772,1.0462558269500732,0.8393218517303467,2,2,8
0,0,15,0,37.6,117,0.09,0.21,0.12,1.73,88,3,0,7.5,22.6,2024-10-25,90,16,0,0,0,0,9,0,243830,1,3,1,15.0,2,132725,140312,7587,50,True,0,0,4,0.1001932546496391,90,AMC,Leicester,Nottingham Forest,1,3,26682,2024,682629,0.02845467813313,0,2,0,0.1001932546496391,0.1457591950893402,0.0281131248921155,3,2,9
0,0,17,0,33.0,117,0.08,0.31,0.23,1.0,93,1,0,9.3,17.8,2024-11-02,90,10,0,0,0,0,10,0,337772,1,1,1,42.0,1,91153,110647,19494,51,False,1,0,3,0.2342309206724167,90,AMC,Ipswich,Leicester,1,1,26695,2024,685014,0.6651824712753296,0,3,0,0.2342309206724167,0.8942782878875732,0.0616222955286502,2,2,10
0,0,6,0,50.1,117,0.38,0.38,0.0,0.7,106,3,0,6.6,13.6,2024-11-10,90,14,0,0,0,0,11,0,273372,1,0,3,2.0,1,-58284,12581,70865,51,False,1,0,0,0.0,90,FWR,Manchester United,Leicester,3,0,26708,2024,687363,0.3283396959304809,0,3,0,0.0,0.3308521509170532,0.3308521509170532,2,3,11
