assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,team_h_difficulty,team_a_difficulty,event
0,0,6,0,2.8,222,0.01,0.03,0.02,1.43,3,3,0,0.8,2.4,2024-08-17,90,5,0,0,0,0,1,0,5446,1,3,0,3.0,2,0,0,0,50,True,0,0,1,0.0114608136937022,90,DMC,Everton,Brighton,0,3,26605,2024,666330,0.0,0,0,0,0.0114608136937022,0.1243368908762931,0.1128760799765586,2,2,1
0,0,8,0,4.3,222,0.01,0.01,0.0,2.43,19,4,0,2.1,16.2,2024-08-24,90,18,0,0,0,0,2,0,5938,1,0,4,0.0,2,-643,306,949,50,False,0,0,0,0.0,90,DMC,Tottenham,Everton,4,0,26617,2024,667996,0.0,0,0,0,0.0,0.0885984823107719,0.0885984823107719,2,4,2
0,0,15,0,2.8,222,0.06,0.24,0.18,2.22,24,3,0,4.0,14.6,2024-08-31,90,3,0,0,0,0,3,0,6741,1,3,2,23.0,2,151,1241,1090,50,True,0,0,2,0.1096467971801757,90,DMC,Everton,Bournemouth,2,3,26624,2024,671756,0.0,0,0,0,0.1096467971801757,0.2482306361198425,0.1385838389396667,2,2,3
0,0,5,0,0.4,222,0.0,0.0,0.0,1.4,31,2,0,0.7,6.6,2024-09-14,63,2,0,0,0,0,4,0,6324,1,2,3,0.0,2,-821,640,1461,49,False,0,0,0,0.0,71,DMC,Aston Villa,Everton,3,2,26638,2024,673942,0.0,0,0,0,0.0,0.0,0.0,2,4,4
0,0,3,0,0.6,222,0.03,0.05,0.02,0.03,55,0,0,0.3,0.6,2024-09-28,7,7,0,0,0,0,6,0,5561,0,1,2,2.0,1,-739,230,969,49,True,0,0,1,0.0175908599048852,6,Sub,Everton,Crystal Palace,2,1,26654,2024,677816,0.0,0,0,0,0.0175908599048852,0.0175908599048852,0.0,2,2,6
0,0,3,0,0.4,222,0.0,0.41,0.41,0.49,67,0,0,1.1,6.0,2024-10-05,33,15,0,0,0,0,7,0,5420,0,0,0,5.0,1,-280,248,528,49,True,0,0,2,0.4571408033370971,27,Sub,Everton,Newcastle United,0,0,26669,2024,679739,0.0,0,0,0,0.4571408033370971,0.6107810735702515,0.1536402702331543,3,2,7
0,0,16,1,2.0,222,0.01,0.01,0.0,1.25,73,0,0,1.0,5.6,2024-10-19,90,10,0,0,0,0,8,0,5492,1,2,0,2.0,3,-50,317,367,49,False,0,0,0,0.0,90,DMC,Ipswich,Everton,0,2,26674,2024,681434,0.0,0,0,0,0.0,0.0,0.0,2,2,8
0,0,20,0,4.1,222,0.03,0.07,0.04,1.26,87,1,0,2.0,14.4,2024-10-26,90,9,0,0,0,0,9,0,5553,1,1,1,1.0,2,2,248,246,49,True,0,0,1,0.0231321956962347,90,DMC,Everton,Fulham,1,1,26687,2024,683149,0.0,0,0,0,0.0231321956962347,0.7053693532943726,0.6822371482849121,2,2,9
0,0,10,0,13.7,222,0.11,0.14,0.03,0.74,98,1,0,3.6,15.8,2024-11-02,90,17,0,0,0,0,10,0,5957,1,0,1,6.0,2,285,633,348,49,False,0,0,1,0.0321860164403915,90,DMC,Southampton,Everton,1,0,26699,2024,685134,0.1275311112403869,0,1,0,0.0321860164403915,0.1904508024454116,0.1904508024454116,2,2,10
0,0,9,1,45.6,222,0.26,0.32,0.06,0.83,109,0,0,6.9,14.8,2024-11-09,90,19,0,0,0,0,11,0,6346,1,0,0,9.0,2,326,793,467,49,False,1,0,2,0.0436520762741565,90,DMC,West Ham,Everton,0,0,26710,2024,686654,0.2454620897769928,0,3,0,0.0436520762741565,0.4265440702438354,0.1747792810201645,2,2,11
