assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,team_h_difficulty,team_a_difficulty,event
0,0,26,1,0.9,18,0.0,0.0,0.0,0.47,2,0,0,1.6,14.8,2024-08-17,90,20,0,0,0,0,1,0,3490919,1,0,2,0.0,6,0,0,0,60,True,0,0,0,0.0,90,DC,Arsenal,Wolverhampton Wanderers,2,0,26604,2024,666298,0.0,0,0,0,0.0,0.2369914650917053,0.2369914650917053,2,5,1
0,0,24,1,1.2,18,0.01,0.01,0.0,1.28,11,0,0,2.5,23.8,2024-08-24,90,2,0,0,0,0,2,0,3770895,1,2,0,0.0,6,-54391,71155,125546,60,False,0,0,0,0.0,90,DC,Aston Villa,Arsenal,0,2,26618,2024,668278,0.0,0,0,0,0.0,0.0664410442113876,0.0664410442113876,5,4,2
0,0,10,0,1.3,18,0.01,0.01,0.0,1.83,21,1,0,2.3,22.0,2024-08-31,90,5,0,0,0,0,3,0,3954073,1,1,1,0.0,2,16354,186343,169989,60,True,0,0,0,0.0,90,DC,Arsenal,Brighton,1,1,26622,2024,671511,0.0,0,0,0,0.0,0.9732537865638732,0.9732537865638732,2,5,3
0,0,22,1,0.4,18,0.01,0.01,0.0,0.74,39,0,0,1.1,8.2,2024-09-15,90,18,0,0,0,0,4,0,3736254,1,1,0,2.0,5,-294232,95758,389990,60,False,1,0,0,0.0,90,DC,Tottenham,Arsenal,0,1,26640,2024,674321,0.0,0,0,0,0.0,0.0,0.0,5,4,4
0,0,7,0,0.3,18,0.0,0.0,0.0,2.16,47,2,0,2.5,24.2,2024-09-22,90,13,0,0,0,0,5,0,3663934,1,2,2,0.0,1,-106785,39461,146246,60,False,0,0,0,0.0,90,DC,Manchester City,Arsenal,2,2,26651,2024,676602,0.0,0,0,0,0.0,0.0956112593412399,0.0956112593412399,5,5,5
0,0,4,0,1.5,18,0.01,0.01,0.0,0.32,51,2,0,1.5,13.0,2024-09-28,90,11,0,0,0,0,6,0,3563681,1,2,4,0.0,0,-135179,170729,305908,60,True,1,0,0,0.0,90,DC,Arsenal,Leicester,4,2,26655,2024,677836,0.0,0,0,0,0.0,0.5376276969909668,0.5376276969909668,2,5,6
0,0,10,0,4.0,18,0.03,0.03,0.0,0.65,61,1,0,1.9,13.4,2024-10-05,90,17,0,0,0,0,7,0,3419740,1,1,3,2.0,2,-164493,60456,224949,60,True,0,0,0,0.0,90,DC,Arsenal,Southampton,3,1,26666,2024,679517,0.0,0,0,0,0.0,0.8755447268486023,0.8755447268486023,2,5,7
0,0,-12,0,0.1,18,0.0,0.0,0.0,0.03,71,2,0,0.0,0.0,2024-10-19,29,3,0,0,0,1,8,0,3345949,1,0,2,0.0,-3,-102072,43802,145874,60,False,0,0,0,0.0,29,DC,Bournemouth,Arsenal,2,0,26680,2024,681582,0.0,0,0,0,0.0,0.0,0.0,5,3,8
0,0,19,0,2.7,18,0.24,0.24,0.0,0.53,96,1,0,2.4,18.8,2024-11-02,90,15,0,0,0,0,10,0,2445021,1,0,1,2.0,2,-74076,55502,129578,60,False,0,0,0,0.0,90,DC,Newcastle United,Arsenal,1,0,26694,2024,684669,0.0,0,0,0,0.0,0.5796162486076355,0.5796162486076355,5,4,10
0,0,18,0,22.3,18,0.26,0.26,0.0,1.28,103,1,0,4.3,16.6,2024-11-10,90,6,0,0,0,0,11,0,2368808,1,1,1,4.0,2,-81301,20567,101868,60,False,0,0,0,0.0,90,DC,Chelsea,Arsenal,1,1,26705,2024,687572,0.5203959345817566,0,2,0,0.0,1.0040302276611328,1.0040302276611328,5,4,11
