assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,team_h_difficulty,team_a_difficulty,event,xP,position,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,total_points_3,goals_3,shots_3,xG_3,xA_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,selected_3,clean_sheets_5,expected_assists_5,expected_goal_involvements_5,expected_goals_5,expected_goals_conceded_5,goals_conceded_5,goals_scored_5,ict_index_5,influence_5,creativity_5,threat_5,minutes_5,own_goals_5,penalties_missed_5,penalties_saved_5,red_cards_5,yellow_cards_5,saves_5,starts_5,team_a_score_5,team_h_score_5,total_points_5,goals_5,shots_5,xG_5,xA_5,assists_y_5,key_passes_5,npg_5,npxG_5,xGChain_5,xGBuildup_5,xP_5,selected_5
0,2,33,0,0.1,306,0.0,0.8,0.8,0.98,10,1,1,9.5,40.4,2024-08-19,78,18,0,0,0,0,1,0,119633,1,1,1,54.0,8,0,0,0,55,True,0,1,2,0.8476024270057678,80,Leicester,Tottenham,1,1,26611,2024,667451,0.0,0,0,1,0.8476024270057678,0.8476024270057678,0.0,4,2,1,0.3,FWD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,3,0,1.6,306,0.0,0.0,0.0,1.74,15,2,0,0.1,0.0,2024-08-24,70,9,0,0,0,0,2,0,533898,1,1,2,0.0,2,290505,320113,29608,56,False,0,0,0,0.0,75,Fulham,Leicester,2,1,26614,2024,667969,0.0,0,0,0,0.0,0.0,0.0,2,3,2,4.5,FWD,0.0,0.0,0.8,0.8,0.98,1.0,1.0,9.5,40.4,0.1,54.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,8.0,1.0,2.0,0.85,0.0,0.0,0.0,1.0,0.85,0.85,0.0,0.3,119633.0,0.0,0.0,0.8,0.8,0.98,1.0,1.0,9.5,40.4,0.1,54.0,78.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,8.0,1.0,2.0,0.85,0.0,0.0,0.0,1.0,0.85,0.85,0.0,0.3,119633.0
0,0,1,0,11.5,306,0.02,0.02,0.0,1.55,26,2,0,1.6,0.0,2024-08-31,90,2,0,0,0,0,3,0,727503,1,2,1,6.0,1,133188,238666,105478,56,True,1,0,0,0.0,90,Leicester,Aston Villa,1,2,26626,2024,671821,0.0292144641280174,0,1,0,0.0,0.0292144641280174,0.0,3,2,3,3.2,FWD,0.0,0.0,0.8,0.8,2.72,3.0,1.0,9.6,40.4,1.7,54.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,10.0,1.0,2.0,0.85,0.0,0.0,0.0,1.0,0.85,0.85,0.0,4.8,653531.0,0.0,0.0,0.8,0.8,2.72,3.0,1.0,9.6,40.4,1.7,54.0,148.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,10.0,1.0,2.0,0.85,0.0,0.0,0.0,1.0,0.85,0.85,0.0,4.8,653531.0
0,2,34,0,13.3,306,0.05,0.69,0.64,2.55,34,2,1,7.5,38.6,2024-09-14,90,7,0,0,0,0,4,0,691732,1,2,2,23.0,8,-60759,105970,166729,56,False,0,1,1,0.5000195503234863,90,Crystal Palace,Leicester,2,2,26636,2024,673728,0.1024636626243591,0,1,1,0.5000195503234863,0.6024832129478455,0.0,2,2,4,4.3,FWD,0.0,0.02,0.82,0.8,4.27,5.0,1.0,11.2,40.4,13.2,60.0,238.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,4.0,4.0,11.0,1.0,2.0,0.85,0.03,0.0,1.0,1.0,0.85,0.88,0.0,8.0,1381034.0,0.0,0.02,0.82,0.8,4.27,5.0,1.0,11.2,40.4,13.2,60.0,238.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,4.0,4.0,11.0,1.0,2.0,0.85,0.03,0.0,1.0,1.0,0.85,0.88,0.0,8.0,1381034.0
0,0,5,0,1.2,306,0.01,0.01,0.0,1.02,45,1,0,0.8,0.0,2024-09-21,82,8,0,0,0,0,5,0,1224199,1,1,1,8.0,2,490998,531497,40499,57,True,0,0,0,0.0,86,Leicester,Everton,1,1,26644,2024,675666,0.0,0,0,0,0.0,0.0,0.0,2,2,5,2.7,FWD,0.0,0.07,0.71,0.64,5.84,6.0,1.0,9.2,38.6,26.4,29.0,250.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,5.0,5.0,11.0,1.0,1.0,0.5,0.13,0.0,2.0,1.0,0.5,0.63,0.0,12.0,1953133.0,0.0,0.07,1.51,1.44,6.82,7.0,2.0,18.7,79.0,26.5,83.0,328.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,6.0,6.0,19.0,2.0,3.0,1.35,0.13,0.0,2.0,2.0,1.35,1.48,0.0,12.3,2072766.0
0,0,5,0,12.8,306,0.01,0.01,0.0,4.6,51,4,0,2.1,8.2,2024-09-28,90,1,0,0,0,0,6,0,1095232,1,2,4,0.0,1,-116595,135051,251646,57,False,1,0,0,0.0,90,Arsenal,Leicester,4,2,26655,2024,677857,0.1150397136807441,0,1,0,0.0,0.1150397136807441,0.0,2,5,6,2.2,FWD,0.0,0.08,0.72,0.64,5.12,5.0,1.0,9.9,38.6,26.0,37.0,262.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,5.0,4.0,11.0,1.0,1.0,0.5,0.13,0.0,2.0,1.0,0.5,0.63,0.0,10.2,2643434.0,0.0,0.08,1.52,1.44,7.84,8.0,2.0,19.5,79.0,27.7,91.0,410.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,7.0,7.0,21.0,2.0,3.0,1.35,0.13,0.0,2.0,2.0,1.35,1.48,0.0,15.0,3296965.0
0,0,2,1,1.5,306,0.0,0.46,0.46,1.58,68,0,0,0.9,0.0,2024-10-05,73,3,0,0,0,0,7,0,1252284,1,0,1,7.0,2,133975,244952,110977,57,True,0,0,2,0.3799196183681488,77,Leicester,Bournemouth,1,0,26663,2024,679430,0.0,0,0,0,0.3799196183681488,0.3799196183681488,0.0,2,2,7,2.7,FWD,0.0,0.07,0.71,0.64,8.17,7.0,1.0,10.4,46.8,27.3,31.0,262.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,5.0,7.0,11.0,1.0,1.0,0.5,0.22,0.0,2.0,1.0,0.5,0.72,0.0,9.2,3011163.0,0.0,0.09,0.73,0.64,11.46,11.0,1.0,12.1,46.8,40.4,37.0,422.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,8.0,10.0,14.0,1.0,1.0,0.5,0.25,0.0,3.0,1.0,0.5,0.75,0.0,16.9,4272564.0
0,1,26,0,0.3,306,0.0,1.03,1.03,2.15,78,2,1,6.1,31.0,2024-10-19,90,17,0,0,0,0,8,0,1185849,1,3,2,30.0,6,-72392,65206,137598,57,False,1,1,4,0.9230533838272096,90,Southampton,Leicester,2,3,26678,2024,681407,0.0,0,0,0,0.1618845164775848,0.1618845164775848,0.0,2,2,8,3.5,FWD,1.0,0.02,0.48,0.46,7.2,5.0,0.0,3.8,8.2,15.5,15.0,245.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,6.0,5.0,0.0,2.0,0.38,0.12,0.0,1.0,0.0,0.38,0.49,0.0,7.6,3571715.0,1.0,0.09,1.19,1.1,11.3,9.0,1.0,12.9,46.8,40.3,44.0,425.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,7.0,9.0,14.0,1.0,3.0,0.88,0.25,0.0,3.0,1.0,0.88,1.13,0.0,15.1,4990950.0
0,2,36,0,29.6,306,0.07,0.61,0.54,1.73,88,3,1,11.8,44.0,2024-10-25,90,16,0,0,0,0,9,0,1175315,1,3,1,44.0,8,-16691,55195,71886,57,True,0,1,2,0.6371632218360901,90,Leicester,Nottingham Forest,1,3,26682,2024,682631,0.0805411338806152,0,2,1,0.6371632218360901,0.7413433194160461,0.0236389432102441,3,2,9,5.3,FWD,1.0,0.01,1.5,1.49,8.33,6.0,1.0,9.1,39.2,14.6,37.0,253.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,5.0,7.0,9.0,1.0,6.0,1.3,0.12,0.0,1.0,0.0,0.54,0.66,0.0,8.4,3533365.0,1.0,0.07,2.2,2.13,11.9,9.0,2.0,17.4,77.8,29.1,68.0,425.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,8.0,10.0,19.0,2.0,7.0,1.8,0.22,0.0,2.0,1.0,1.04,1.26,0.0,15.4,5449296.0
1,0,18,0,27.4,306,0.45,0.49,0.04,1.0,93,1,0,5.8,16.4,2024-11-02,90,10,0,0,0,0,10,0,1251516,1,1,1,14.0,5,62022,111404,49382,57,False,0,0,1,0.0447786897420883,90,Ipswich,Leicester,1,1,26695,2024,685016,0.5711690187454224,1,2,0,0.0447786897420883,0.6364840269088745,0.0205363184213638,2,2,10,6.3,FWD,1.0,0.07,2.1,2.03,5.46,5.0,2.0,18.8,75.0,31.4,81.0,253.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,6.0,4.0,16.0,2.0,8.0,1.94,0.08,0.0,2.0,1.0,1.18,1.28,0.02,11.5,3613448.0,1.0,0.09,2.12,2.03,11.08,10.0,2.0,21.7,83.2,45.4,89.0,425.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,9.0,9.0,19.0,2.0,8.0,1.94,0.2,0.0,3.0,1.0,1.18,1.4,0.02,16.4,5932879.0
