assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,team_h_difficulty,team_a_difficulty,event,xP,position,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,total_points_3,goals_3,shots_3,xG_3,xA_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,selected_3,clean_sheets_5,expected_assists_5,expected_goal_involvements_5,expected_goals_5,expected_goals_conceded_5,goals_conceded_5,goals_scored_5,ict_index_5,influence_5,creativity_5,threat_5,minutes_5,own_goals_5,penalties_missed_5,penalties_saved_5,red_cards_5,yellow_cards_5,saves_5,starts_5,team_a_score_5,team_h_score_5,total_points_5,goals_5,shots_5,xG_5,xA_5,assists_y_5,key_passes_5,npg_5,npxG_5,xGChain_5,xGBuildup_5,xP_5,selected_5
1,0,18,0,12.3,53,0.13,0.19,0.06,1.17,7,0,0,3.8,18.4,2024-08-17,28,19,0,0,0,0,1,0,22089,0,2,1,7.0,4,0,0,0,55,False,0,0,1,0.1508321464061737,25,West Ham,Aston Villa,1,2,26608,2024,666477,0.3958303928375244,1,1,0,0.1508321464061737,0.9681931734085084,0.4215306043624878,3,2,1,2.0,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,7,0,11.4,53,0.01,0.04,0.03,0.51,11,2,0,4.2,7.2,2024-08-24,25,1,0,0,0,0,2,0,31422,0,2,0,23.0,1,567,3567,3000,55,True,0,0,1,0.0420124232769012,19,Aston Villa,Arsenal,0,2,26618,2024,668272,0.0154424728825688,0,1,0,0.0420124232769012,0.1225727871060371,0.0651178881525993,5,4,2,1.5,MID,0.0,0.13,0.19,0.06,1.17,0.0,0.0,3.8,18.4,12.3,7.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,0.0,1.0,0.15,0.4,1.0,1.0,0.0,0.15,0.97,0.42,2.0,22089.0,0.0,0.13,0.19,0.06,1.17,0.0,0.0,3.8,18.4,12.3,7.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,4.0,0.0,1.0,0.15,0.4,1.0,1.0,0.0,0.15,0.97,0.42,2.0,22089.0
0,0,13,0,12.6,53,0.55,0.61,0.06,0.4,26,1,0,4.1,11.2,2024-08-31,63,11,0,0,0,0,3,0,33892,0,2,1,17.0,2,-294,5783,6077,55,False,0,0,1,0.0497884266078472,66,Leicester,Aston Villa,1,2,26626,2024,671840,0.4717567861080169,0,1,0,0.0497884266078472,0.4718958735466003,0.422107458114624,3,2,3,2.8,MID,0.0,0.14,0.23,0.09,1.68,2.0,0.0,8.0,25.6,23.7,30.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,5.0,0.0,2.0,0.19,0.41,1.0,2.0,0.0,0.19,1.09,0.49,3.5,53511.0,0.0,0.14,0.23,0.09,1.68,2.0,0.0,8.0,25.6,23.7,30.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,5.0,0.0,2.0,0.19,0.41,1.0,2.0,0.0,0.19,1.09,0.49,3.5,53511.0
0,0,7,0,7.6,53,0.07,0.33,0.26,0.67,31,2,0,2.1,3.0,2024-09-14,68,8,0,0,0,0,4,0,39423,1,2,3,10.0,2,2629,9394,6765,55,True,0,0,2,0.0877467691898346,76,Aston Villa,Everton,3,2,26638,2024,673930,0.0,0,0,0,0.0877467691898346,1.4184046983718872,1.3473466634750366,2,4,4,2.2,MID,0.0,0.69,0.84,0.15,2.08,3.0,0.0,12.1,36.8,36.3,47.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,7.0,0.0,3.0,0.24,0.88,1.0,3.0,0.0,0.24,1.56,0.91,6.3,87403.0,0.0,0.69,0.84,0.15,2.08,3.0,0.0,12.1,36.8,36.3,47.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,7.0,0.0,3.0,0.24,0.88,1.0,3.0,0.0,0.24,1.56,0.91,6.3,87403.0
0,0,10,0,7.2,53,0.03,0.03,0.0,0.51,41,1,0,1.2,2.6,2024-09-21,61,20,0,0,0,0,5,0,45163,1,1,3,2.0,2,4228,8282,4054,55,True,0,0,0,0.0,68,Aston Villa,Wolverhampton Wanderers,3,1,26647,2024,675754,0.0,0,0,0,0.0,0.0,0.0,2,4,5,1.8,MID,0.0,0.63,0.98,0.35,1.58,5.0,0.0,10.4,21.4,31.6,50.0,156.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,4.0,5.0,0.0,4.0,0.18,0.49,0.0,2.0,0.0,0.18,2.01,1.83,6.5,104737.0,0.0,0.76,1.17,0.41,2.75,5.0,0.0,14.2,39.8,43.9,57.0,184.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,5.0,9.0,0.0,5.0,0.33,0.88,1.0,3.0,0.0,0.33,2.98,2.26,8.5,126826.0
0,0,14,0,17.4,53,0.04,0.09,0.05,1.18,56,2,0,3.1,7.4,2024-09-29,90,10,0,0,0,0,6,0,45073,1,2,2,6.0,2,-948,5834,6782,55,False,0,0,1,0.0569250509142875,90,Ipswich,Aston Villa,2,2,26659,2024,678384,0.0142383761703968,0,1,0,0.0569250509142875,0.3845619857311249,0.3276369571685791,3,2,6,2.5,MID,0.0,0.65,0.97,0.32,1.58,4.0,0.0,7.4,16.8,27.4,29.0,192.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,7.0,6.0,0.0,3.0,0.14,0.47,0.0,1.0,0.0,0.14,1.89,1.77,6.8,118478.0,0.0,0.79,1.2,0.41,3.26,6.0,0.0,15.4,42.4,51.1,59.0,245.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,8.0,11.0,0.0,5.0,0.33,0.88,1.0,3.0,0.0,0.33,2.98,2.26,10.3,171989.0
1,0,22,0,27.6,53,0.18,0.26,0.08,1.57,72,1,0,7.6,23.0,2024-10-19,82,9,0,0,0,0,8,0,33531,1,3,1,25.0,5,-5221,760,5981,54,False,0,0,1,0.0248955469578504,87,Fulham,Aston Villa,1,3,26673,2024,681342,0.4197843968868255,1,2,0,0.0248955469578504,0.4197843968868255,0.0,3,3,8,2.3,MID,0.0,0.07,0.12,0.05,1.69,3.0,0.0,4.3,10.0,24.6,8.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,5.0,4.0,0.0,1.0,0.06,0.01,0.0,1.0,0.0,0.06,0.38,0.33,4.3,90236.0,0.0,0.69,1.06,0.37,2.76,6.0,0.0,10.5,24.2,44.8,35.0,282.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,9.0,8.0,0.0,4.0,0.19,0.49,0.0,2.0,0.0,0.19,2.27,2.1,9.3,163551.0
0,0,10,0,23.8,53,0.15,0.15,0.0,0.31,82,1,0,4.6,12.0,2024-10-26,90,3,0,0,0,0,9,0,36590,1,1,1,10.0,1,2345,3629,1284,54,True,1,0,0,0.0,90,Aston Villa,Bournemouth,1,1,26684,2024,682967,0.0698044076561927,0,2,0,0.0,0.9063641428947448,0.8902592658996582,2,4,9,2.0,MID,0.0,0.22,0.35,0.13,2.75,3.0,0.0,10.7,30.4,45.0,31.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,3.0,7.0,0.0,2.0,0.08,0.43,1.0,3.0,0.0,0.08,0.8,0.33,4.8,78604.0,0.0,0.32,0.71,0.39,3.93,6.0,0.0,14.0,36.0,59.8,43.0,301.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,9.0,11.0,0.0,4.0,0.17,0.43,1.0,3.0,0.0,0.17,2.22,1.67,8.8,163190.0
0,0,13,0,1.3,53,0.0,0.03,0.03,2.29,99,3,0,2.0,14.6,2024-11-03,80,18,0,0,0,0,10,0,35640,1,1,4,4.0,2,-1155,1965,3120,54,False,0,0,1,0.0208519659936428,82,Tottenham,Aston Villa,4,1,26700,2024,685539,0.0,0,0,0,0.0208519659936428,0.0514544658362865,0.0514544658362865,3,4,10,2.2,MID,0.0,0.33,0.41,0.08,1.88,2.0,0.0,12.2,35.0,51.4,35.0,172.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,4.0,2.0,6.0,0.0,1.0,0.02,0.49,1.0,4.0,0.0,0.02,1.33,0.89,4.3,70121.0,0.0,0.4,0.53,0.13,3.57,5.0,0.0,16.5,45.0,76.0,43.0,323.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,7.0,7.0,10.0,0.0,2.0,0.08,0.5,1.0,5.0,0.0,0.08,1.71,1.22,8.6,160357.0
0,0,4,0,0.9,53,0.01,0.13,0.12,0.81,105,1,0,1.0,0.0,2024-11-09,45,12,0,0,0,0,11,0,34544,1,0,2,9.0,1,-1407,1318,2725,54,False,0,0,2,0.0890198349952697,46,Liverpool,Aston Villa,2,0,26707,2024,686993,0.0,0,0,0,0.0890198349952697,0.0543115474283695,0.0,3,5,11,,,0.0,0.33,0.44,0.11,4.17,5.0,0.0,14.2,49.6,52.7,39.0,252.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,5.0,6.0,8.0,0.0,2.0,0.05,0.49,1.0,4.0,0.0,0.05,1.38,0.94,6.5,105761.0,0.0,0.37,0.53,0.16,5.35,7.0,0.0,17.3,57.0,70.1,45.0,342.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,7.0,8.0,10.0,0.0,3.0,0.1,0.5,1.0,5.0,0.0,0.1,1.76,1.27,9.0,150834.0
