assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,team_h_difficulty,team_a_difficulty,event,xP,position,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,total_points_3,goals_3,shots_3,xG_3,xA_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,selected_3,clean_sheets_5,expected_assists_5,expected_goal_involvements_5,expected_goals_5,expected_goals_conceded_5,goals_conceded_5,goals_scored_5,ict_index_5,influence_5,creativity_5,threat_5,minutes_5,own_goals_5,penalties_missed_5,penalties_saved_5,red_cards_5,yellow_cards_5,saves_5,starts_5,team_a_score_5,team_h_score_5,total_points_5,goals_5,shots_5,xG_5,xA_5,assists_y_5,key_passes_5,npg_5,npxG_5,xGChain_5,xGBuildup_5,xP_5,selected_5
0,0,-10,0,15.2,238,0.17,0.17,0.0,1.23,3,3,0,2.5,9.8,2024-08-17,65,False,5,0,0,0,1,1,0,19370,1,3,0,0.0,-2,0,0,0,45,True,0,0,0,0.0,70,Everton,Brighton,0,3,26605,2024,666326,0.0642303898930549,0,1,0,0.0,0.0642303898930549,0.0,3.0,3.0,1.0,1.9,DEF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,0,-4,0,0.6,238,0.01,0.01,0.0,2.12,31,3,0,1.5,14.6,2024-09-14,90,False,2,0,0,0,0,4,0,14531,1,2,3,0.0,0,-1036,696,1732,45,False,1,0,0,0.0,90,Aston Villa,Everton,3,2,26638,2024,673938,0.0,0,0,0,0.0,0.1159161925315857,0.1159161925315857,2.0,4.0,4.0,-0.5,DEF,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.17,0.0,1.23,3.0,0.0,2.5,9.8,15.2,0.0,65.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,-2.0,0.0,0.0,0.0,0.06,0.0,1.0,0.0,0.0,0.06,0.0,1.9,19370.0
1,1,27,0,30.1,238,0.16,0.16,0.0,0.66,45,1,0,6.3,32.6,2024-09-21,90,False,11,0,0,0,0,5,0,15441,1,1,1,0.0,6,199,1220,1021,45,False,0,0,0,0.0,90,Leicester,Everton,1,1,26644,2024,675674,0.154451385140419,1,2,0,0.0,0.296747088432312,0.142295703291893,2.0,2.0,5.0,2.0,DEF,0.0,0.01,0.01,0.0,2.12,3.0,0.0,1.5,14.6,0.6,0.0,90.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,-0.5,14531.0,0.0,0.18,0.18,0.0,3.35,6.0,0.0,4.0,24.4,15.8,0.0,155.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,5.0,3.0,-2.0,0.0,0.0,0.0,0.06,0.0,1.0,0.0,0.0,0.18,0.12,1.4,33901.0
1,0,14,0,13.2,238,0.02,0.02,0.0,0.95,55,1,0,4.1,28.0,2024-09-28,90,False,7,0,0,0,0,6,0,16774,1,1,2,0.0,5,568,2116,1548,45,True,0,0,0,0.0,90,Everton,Crystal Palace,2,1,26654,2024,677806,0.0196770168840885,1,1,0,0.0,0.3441846072673797,0.3245075941085815,3.0,3.0,6.0,3.7,DEF,0.0,0.17,0.17,0.0,2.78,4.0,0.0,7.8,47.2,30.7,0.0,180.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,3.0,4.0,6.0,0.0,0.0,0.0,0.15,1.0,2.0,0.0,0.0,0.41,0.26,1.5,29972.0,0.0,0.34,0.34,0.0,4.01,7.0,0.0,10.3,57.0,45.9,0.0,245.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,6.0,4.0,4.0,0.0,0.0,0.0,0.22,1.0,3.0,0.0,0.0,0.48,0.26,3.4,49342.0
0,0,21,1,13.6,238,0.0,0.0,0.0,2.05,67,0,0,2.8,14.2,2024-10-05,90,False,15,0,0,0,0,7,0,20804,1,0,0,0.0,6,3122,4560,1438,45,True,0,0,0,0.0,90,Everton,Newcastle United,0,0,26669,2024,679732,0.0498566888272762,0,1,0,0.0,0.0734762176871299,0.0734762176871299,3.0,3.0,7.0,3.7,DEF,0.0,0.19,0.19,0.0,3.73,5.0,0.0,11.9,75.2,43.9,0.0,270.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,4.0,6.0,11.0,0.0,0.0,0.0,0.17,2.0,3.0,0.0,0.0,0.76,0.58,5.2,46746.0,0.0,0.19,0.19,0.0,3.73,5.0,0.0,11.9,75.2,43.9,0.0,270.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,4.0,6.0,11.0,0.0,0.0,0.0,0.17,2.0,3.0,0.0,0.0,0.76,0.58,5.2,46746.0
0,0,27,1,23.0,238,0.1,0.16,0.06,1.25,73,0,0,5.4,24.2,2024-10-19,90,False,10,0,0,0,0,8,0,47526,1,2,0,7.0,6,23257,25928,2671,45,False,0,0,1,0.0468887090682983,90,Ipswich,Everton,0,2,26674,2024,681429,0.0942048281431198,0,2,0,0.0468887090682983,0.274577260017395,0.2213724106550216,2.0,2.0,8.0,5.7,DEF,1.0,0.18,0.18,0.0,3.66,2.0,0.0,13.2,74.8,56.9,0.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,17.0,0.0,0.0,0.0,0.22,2.0,4.0,0.0,0.0,0.71,0.54,9.4,53019.0,1.0,0.19,0.19,0.0,5.78,5.0,0.0,14.7,89.4,57.5,0.0,360.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,4.0,6.0,17.0,0.0,0.0,0.0,0.22,2.0,4.0,0.0,0.0,0.83,0.66,8.9,67550.0
1,1,23,0,12.3,238,0.5,0.5,0.0,1.26,87,1,0,4.7,32.4,2024-10-26,90,False,9,0,0,0,0,9,0,66981,1,1,1,2.0,6,17991,23660,5669,45,True,0,0,0,0.0,90,Everton,Fulham,1,1,26687,2024,683144,0.4930237829685211,1,1,0,0.0,0.5434266328811646,0.5434266328811646,3.0,3.0,9.0,6.0,DEF,2.0,0.12,0.18,0.06,4.25,1.0,0.0,12.3,66.4,49.8,7.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,17.0,0.0,1.0,0.05,0.16,1.0,4.0,0.0,0.05,0.69,0.62,13.1,85104.0,2.0,0.29,0.35,0.06,7.03,5.0,0.0,20.1,113.6,80.5,7.0,450.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,6.0,6.0,23.0,0.0,1.0,0.05,0.32,2.0,6.0,0.0,0.05,1.1,0.88,14.6,115076.0
0,0,6,0,32.4,238,0.04,0.04,0.0,0.74,98,1,0,4.8,13.2,2024-11-02,90,False,17,0,0,0,0,10,0,130271,1,0,1,2.0,2,57104,60867,3763,45,False,0,0,0,0.0,90,Southampton,Everton,1,0,26699,2024,685129,0.172422781586647,0,3,0,0.0,0.172422781586647,0.0629196986556053,2.0,2.0,10.0,5.2,DEF,2.0,0.6,0.66,0.06,4.56,1.0,0.0,12.9,70.8,48.9,9.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,18.0,0.0,1.0,0.05,0.64,1.0,4.0,0.0,0.05,0.89,0.84,15.4,135311.0,2.0,0.78,0.84,0.06,6.17,3.0,0.0,23.3,131.4,92.2,9.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,4.0,29.0,0.0,1.0,0.05,0.81,3.0,7.0,0.0,0.05,1.53,1.31,21.1,167526.0
0,0,24,1,33.9,238,0.06,0.13,0.07,0.83,109,0,0,6.0,22.0,2024-11-09,90,False,19,0,0,0,0,11,0,127999,1,0,0,4.0,5,371,10158,9787,45,False,1,0,2,0.0475933663547039,90,West Ham,Everton,0,0,26710,2024,686649,0.0396814122796058,0,2,0,0.0475933663547039,0.1219308525323867,0.0743374824523925,2.0,2.0,11.0,4.3,DEF,1.0,0.64,0.7,0.06,3.25,2.0,0.0,14.9,69.8,67.7,11.0,270.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,14.0,0.0,1.0,0.05,0.76,1.0,6.0,0.0,0.05,0.99,0.83,16.9,244778.0,2.0,0.66,0.72,0.06,6.25,3.0,0.0,21.8,112.0,94.5,11.0,450.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,4.0,25.0,0.0,1.0,0.05,0.83,2.0,8.0,0.0,0.05,1.41,1.23,24.3,282356.0
0,3,36,1,49.0,238,0.23,0.23,0.0,1.1,114,0,0,7.4,25.0,2024-11-23,90,False,4,0,0,0,0,12,0,140107,1,0,0,0.0,9,9382,18816,9434,45,True,0,0,0,0.0,90,Everton,Brentford,0,0,26715,2024,688454,0.4234592020511627,0,3,0,0.0,0.637644350528717,0.2508033812046051,2.0,3.0,12.0,5.3,DEF,1.0,0.6,0.67,0.07,2.83,2.0,0.0,15.5,67.6,78.6,8.0,270.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,1.0,2.0,13.0,0.0,2.0,0.05,0.71,1.0,6.0,0.0,0.05,0.84,0.68,15.5,325251.0,3.0,0.7,0.83,0.13,6.13,2.0,0.0,23.7,106.0,115.2,15.0,450.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,3.0,2.0,25.0,0.0,3.0,0.09,0.85,1.0,9.0,0.0,0.09,1.19,0.98,24.9,393581.0
