assists_x,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,date,minutes,modified,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,goals,shots,xG,time,h_team,a_team,h_goals,a_goals,id,season,roster_id,xA,assists_y,key_passes,npg,npxG,xGChain,xGBuildup,player_team,team_h_difficulty,team_a_difficulty,event,xP,position,clean_sheets_3,expected_assists_3,expected_goal_involvements_3,expected_goals_3,expected_goals_conceded_3,goals_conceded_3,goals_scored_3,ict_index_3,influence_3,creativity_3,threat_3,minutes_3,own_goals_3,penalties_missed_3,penalties_saved_3,red_cards_3,yellow_cards_3,saves_3,starts_3,team_a_score_3,team_h_score_3,total_points_3,goals_3,shots_3,xG_3,xA_3,assists_y_3,key_passes_3,npg_3,npxG_3,xGChain_3,xGBuildup_3,xP_3,selected_3,clean_sheets_5,expected_assists_5,expected_goal_involvements_5,expected_goals_5,expected_goals_conceded_5,goals_conceded_5,goals_scored_5,ict_index_5,influence_5,creativity_5,threat_5,minutes_5,own_goals_5,penalties_missed_5,penalties_saved_5,red_cards_5,yellow_cards_5,saves_5,starts_5,team_a_score_5,team_h_score_5,total_points_5,goals_5,shots_5,xG_5,xA_5,assists_y_5,key_passes_5,npg_5,npxG_5,xGChain_5,xGBuildup_5,xP_5,selected_5
0.0,0.0,4.0,0.0,3.8,623.0,0.01,0.01,0.0,0.19,18.0,0.0,0.0,0.9,1.4,2024-08-24,14.0,False,16.0,0.0,0.0,0.0,0.0,2.0,0.0,199.0,0.0,1.0,0.0,4.0,1.0,90.0,93.0,3.0,50.0,True,0.0,0.0,0.0,0.0,13.0,Southampton,Nottingham Forest,0.0,1.0,26616.0,2024.0,668049.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southampton,3.0,2.0,2.0,1.1,MID,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,9.0,0.0,6.5,623.0,0.06,0.24,0.18,1.81,22.0,2.0,0.0,5.6,8.4,2024-08-31,45.0,False,4.0,0.0,0.0,0.0,0.0,3.0,0.0,736.0,0.0,1.0,3.0,41.0,1.0,256.0,342.0,86.0,50.0,False,0.0,0.0,2.0,0.3649300634860992,41.0,Brentford,Southampton,3.0,1.0,26623.0,2024.0,671747.0,0.0,0.0,0.0,0.0,0.3649300634860992,0.4555194675922394,0.0905893892049789,Southampton,2.0,4.0,3.0,0.5,MID,0.0,0.01,0.01,0.0,0.19,0.0,0.0,0.9,1.4,3.8,4.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,199.0,0.0,0.01,0.01,0.0,0.19,0.0,0.0,0.9,1.4,3.8,4.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,199.0
0.0,0.0,7.0,0.0,3.5,623.0,0.03,0.03,0.0,1.9,38.0,2.0,0.0,1.2,4.2,2024-09-14,80.0,False,14.0,0.0,0.0,0.0,0.0,4.0,0.0,1031.0,1.0,3.0,0.0,4.0,2.0,73.0,229.0,156.0,50.0,True,0.0,0.0,0.0,0.0,85.0,Southampton,Manchester United,0.0,3.0,26632.0,2024.0,673364.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southampton,3.0,2.0,4.0,0.8,MID,0.0,0.07,0.25,0.18,2.0,2.0,0.0,6.5,9.8,10.3,45.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,2.0,0.36,0.0,0.0,0.0,0.0,0.36,0.46,0.09,1.6,935.0,0.0,0.07,0.25,0.18,2.0,2.0,0.0,6.5,9.8,10.3,45.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,2.0,0.36,0.0,0.0,0.0,0.0,0.36,0.46,0.09,1.6,935.0
0.0,0.0,17.0,1.0,43.0,623.0,0.23,0.33,0.1,1.14,48.0,0.0,0.0,6.4,12.8,2024-09-21,90.0,False,10.0,0.0,0.0,0.0,0.0,5.0,0.0,1295.0,1.0,1.0,1.0,8.0,3.0,120.0,232.0,112.0,50.0,True,0.0,0.0,1.0,0.1315326541662216,90.0,Southampton,Ipswich,1.0,1.0,26643.0,2024.0,675632.0,0.885139524936676,0.0,3.0,0.0,0.1315326541662216,1.4956210851669312,0.4789488911628723,Southampton,2.0,2.0,5.0,1.8,MID,0.0,0.1,0.28,0.18,3.9,4.0,0.0,7.7,14.0,13.8,49.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,3.0,4.0,0.0,2.0,0.36,0.0,0.0,0.0,0.0,0.36,0.46,0.09,2.4,1966.0,0.0,0.1,0.28,0.18,3.9,4.0,0.0,7.7,14.0,13.8,49.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,3.0,4.0,0.0,2.0,0.36,0.0,0.0,0.0,0.0,0.36,0.46,0.09,2.4,1966.0
0.0,0.0,6.0,0.0,12.8,623.0,0.0,0.0,0.0,1.29,52.0,3.0,0.0,2.5,10.4,2024-09-30,69.0,False,3.0,0.0,0.0,0.0,0.0,6.0,0.0,1395.0,1.0,1.0,3.0,2.0,1.0,-17.0,128.0,145.0,50.0,False,1.0,0.0,0.0,0.0,73.0,Bournemouth,Southampton,3.0,1.0,26661.0,2024.0,678945.0,0.0373921692371368,0.0,1.0,0.0,0.0,0.1676461100578308,0.1302539408206939,Southampton,2.0,3.0,6.0,1.5,MID,1.0,0.32,0.6,0.28,4.85,4.0,0.0,13.2,25.4,53.0,53.0,215.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,4.0,6.0,0.0,3.0,0.5,0.89,0.0,3.0,0.0,0.5,1.95,0.57,3.1,3062.0,1.0,0.33,0.61,0.28,5.04,4.0,0.0,14.1,26.8,56.8,57.0,229.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,4.0,7.0,0.0,3.0,0.5,0.89,0.0,3.0,0.0,0.5,1.95,0.57,4.2,3261.0
1.0,0.0,19.0,0.0,11.8,623.0,0.0,0.17,0.17,2.13,61.0,2.0,0.0,4.2,26.6,2024-10-05,73.0,False,1.0,0.0,0.0,0.0,0.0,7.0,0.0,1425.0,1.0,1.0,3.0,4.0,5.0,-58.0,118.0,176.0,50.0,False,0.0,0.0,1.0,0.4313855469226837,77.0,Arsenal,Southampton,3.0,1.0,26666.0,2024.0,679539.0,0.1151286140084266,1.0,1.0,0.0,0.4313855469226837,0.6919888854026794,0.1454747468233108,Southampton,2.0,5.0,7.0,1.3,MID,1.0,0.26,0.36,0.1,4.33,5.0,0.0,10.1,27.4,59.3,14.0,239.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,5.0,4.0,6.0,0.0,1.0,0.13,0.92,0.0,4.0,0.0,0.13,1.66,0.61,4.1,3721.0,1.0,0.33,0.61,0.28,6.33,7.0,0.0,16.6,37.2,69.6,59.0,298.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,7.0,7.0,8.0,0.0,3.0,0.5,0.92,0.0,4.0,0.0,0.5,2.12,0.7,5.7,4656.0
0.0,0.0,8.0,0.0,4.7,623.0,0.02,0.02,0.0,1.95,78.0,1.0,0.0,1.9,12.4,2024-10-19,67.0,False,11.0,0.0,0.0,0.0,0.0,8.0,0.0,2003.0,1.0,3.0,2.0,2.0,1.0,372.0,542.0,170.0,50.0,True,1.0,0.0,0.0,0.0,70.0,Southampton,Leicester,2.0,3.0,26678.0,2024.0,681388.0,0.0,0.0,0.0,0.0,0.0,0.5896167755126953,0.5896167755126953,Southampton,2.0,2.0,8.0,1.8,MID,1.0,0.23,0.5,0.27,4.56,5.0,0.0,13.1,49.8,67.6,14.0,232.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,3.0,7.0,9.0,0.0,2.0,0.56,1.04,1.0,5.0,0.0,0.56,2.36,0.75,4.6,4115.0,1.0,0.32,0.77,0.45,8.27,9.0,0.0,19.9,62.4,77.6,59.0,357.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,7.0,10.0,12.0,0.0,4.0,0.93,1.04,1.0,5.0,0.0,0.93,2.81,0.85,5.9,5882.0
0.0,0.0,13.0,0.0,18.4,623.0,0.05,0.05,0.0,2.95,89.0,1.0,0.0,3.9,18.2,2024-10-26,90.0,False,13.0,0.0,0.0,0.0,0.0,9.0,0.0,1919.0,1.0,0.0,1.0,2.0,2.0,-124.0,138.0,262.0,50.0,False,0.0,0.0,0.0,0.0,90.0,Manchester City,Southampton,1.0,0.0,26683.0,2024.0,682952.0,0.0608166456222534,0.0,1.0,0.0,0.0,0.3150709867477417,0.3150709867477417,Southampton,2.0,4.0,9.0,0.7,MID,0.0,0.02,0.19,0.17,5.37,6.0,0.0,8.6,49.4,29.3,8.0,209.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,5.0,8.0,7.0,0.0,1.0,0.43,0.15,1.0,2.0,0.0,0.43,1.45,0.87,4.6,4823.0,1.0,0.28,0.55,0.27,8.41,8.0,0.0,16.2,66.4,75.8,20.0,379.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,9.0,9.0,12.0,0.0,2.0,0.56,1.04,1.0,5.0,0.0,0.56,2.94,1.34,7.2,7149.0
0.0,0.0,12.0,1.0,4.2,623.0,0.03,0.03,0.0,1.56,98.0,0.0,0.0,2.2,13.8,2024-11-02,90.0,False,8.0,0.0,0.0,0.0,0.0,10.0,0.0,2195.0,1.0,0.0,1.0,4.0,2.0,167.0,401.0,234.0,50.0,True,1.0,0.0,0.0,0.0,90.0,Southampton,Everton,1.0,0.0,26699.0,2024.0,685121.0,0.0,0.0,0.0,0.0,0.0,0.1675975620746612,0.1675975620746612,Southampton,2.0,2.0,10.0,1.2,MID,0.0,0.07,0.24,0.17,7.03,4.0,0.0,10.0,57.2,34.9,8.0,230.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,4.0,6.0,8.0,0.0,1.0,0.43,0.18,1.0,2.0,0.0,0.43,1.6,1.05,3.8,5347.0,1.0,0.3,0.57,0.27,9.46,7.0,0.0,18.9,80.4,90.7,18.0,389.0,0.0,0.0,0.0,0.0,2.0,0.0,5.0,6.0,10.0,12.0,0.0,2.0,0.56,1.1,1.0,6.0,0.0,0.56,3.26,1.66,7.1,8037.0
0.0,0.0,15.0,0.0,36.8,623.0,0.17,0.39,0.22,1.26,110.0,2.0,0.0,5.7,12.2,2024-11-09,90.0,False,20.0,0.0,0.0,0.0,0.0,11.0,0.0,3136.0,1.0,0.0,2.0,8.0,2.0,793.0,1051.0,258.0,50.0,False,0.0,0.0,3.0,0.1910357475280761,90.0,Wolverhampton Wanderers,Southampton,2.0,0.0,26711.0,2024.0,686685.0,0.4635378122329712,0.0,2.0,0.0,0.1910357475280761,0.2025081366300583,0.0,Southampton,2.0,2.0,11.0,1.5,MID,1.0,0.1,0.1,0.0,6.46,2.0,0.0,8.0,44.4,27.3,8.0,247.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,3.0,4.0,5.0,0.0,0.0,0.0,0.06,0.0,1.0,0.0,0.0,1.07,1.07,3.7,6117.0,1.0,0.1,0.27,0.17,9.88,7.0,0.0,14.7,81.4,51.9,14.0,389.0,0.0,0.0,0.0,0.0,3.0,0.0,5.0,5.0,10.0,11.0,0.0,1.0,0.43,0.21,1.0,3.0,0.0,0.43,1.93,1.35,6.5,8937.0
